region_id	region_name	region_ent_type	total_value	tile	asbestos	concrete	zink_aluminium_sheet	metal_sheet	cadjan_palmyrah_straw	other	not_relevant
LK-1136030	Boralesgamuwa West A	gnd	1213	29	1009	168	6	0	1	0	0
LK-1206190	Dewamottawa	gnd	1213	715	422	58	4	10	4	0	0
LK-8227025	Karavile	gnd	1213	418	717	48	2	13	13	2	0
LK-9124015	Berenduwa	gnd	1213	215	783	22	58	31	101	0	3
LK-1112265	Uduwana	gnd	1211	127	932	145	0	4	3	0	0
LK-4409045	Puthukudiyiruppu West	gnd	1210	1015	53	5	14	71	19	20	13
LK-6215030	Mullipuram	gnd	1209	805	323	16	7	10	22	25	1
LK-3109125	Anganaketiya	gnd	1208	260	912	30	0	4	2	0	0
LK-3139190	Makuluwa	gnd	1208	223	763	198	3	12	9	0	0
LK-8121140	Hingurugamuwa	gnd	1207	8	907	174	45	73	0	0	0
LK-1218055	Mangulpokuna	gnd	1206	180	915	104	1	6	0	0	0
LK-9112180	Kospelavinna	gnd	1206	40	1001	71	8	35	49	2	0
LK-1130065	Jayathilaka	gnd	1204	46	690	459	5	2	0	2	0
LK-1218200	Thimbirigasyaya	gnd	1203	99	862	222	8	10	2	0	0
LK-8121010	Badulla North	gnd	1200	45	909	137	29	80	0	0	0
LK-9230030	Walpola	gnd	1197	64	767	12	30	229	95	0	0
LG-51008	Eravur Pattu PS	lg	1196	1049	14	62	3	7	13	48	0
LK-1121075	Pamunuwa	gnd	1196	49	978	165	3	0	1	0	0
LK-1218120	Galudupita	gnd	1196	141	959	90	1	0	5	0	0
LK-9112185	Weralupe	gnd	1196	49	967	126	14	4	36	0	0
LK-1109265	Pahalawela	gnd	1195	70	1053	65	6	1	0	0	0
LK-1233255	Kendaliyeddapaluwa North	gnd	1195	317	765	109	1	2	1	0	0
LK-1103175	Wekanda	gnd	1193	25	918	239	3	1	0	6	1
LK-1218185	Hendala North	gnd	1193	83	972	89	14	23	12	0	0
LK-4312005	Andiyapuliyankulam	gnd	1192	973	142	5	62	4	6	0	0
LK-1124090	Gangodavila North	gnd	1191	93	886	205	6	1	0	0	0
LK-1236180	Mewella	gnd	1191	82	962	108	2	9	28	0	0
LK-1239210	Bollegala	gnd	1191	110	928	146	2	3	2	0	0
LK-6157100	Mallawapitiya	gnd	1191	366	541	267	8	6	3	0	0
LK-1218220	Telangapatha	gnd	1187	173	761	217	24	0	12	0	0
LK-9115220	Wegapitiya	gnd	1185	78	1025	51	0	19	12	0	0
LK-1212005	Nalla	gnd	1183	496	611	48	6	8	14	0	0
LK-5203030	Lihiniyagama	gnd	1183	126	981	24	10	23	19	0	0
LK-6218015	Weerapura	gnd	1181	943	86	13	47	7	52	33	0
LK-9218105	Warakapola	gnd	1181	358	687	114	2	13	7	0	0
LK-4409015	Kombavil	gnd	1180	1002	59	13	7	45	37	13	4
LK-9103030	Meennana	gnd	1180	100	1011	34	3	6	26	0	0
LK-9148100	Hingura Ara	gnd	1180	521	546	73	3	29	6	2	0
LK-9233040	Wattegedara	gnd	1179	23	711	47	12	92	294	0	0
LK-1239245	Walgama East	gnd	1178	142	883	146	4	2	1	0	0
LK-1109010	Raggahawatta	gnd	1175	73	1043	53	3	0	2	0	1
LK-2313015	Watagoda	gnd	1174	177	650	78	9	240	16	3	1
LK-1218065	Welisara	gnd	1167	267	839	50	7	0	4	0	0
LK-1309220	Midellamulahena	gnd	1167	100	852	70	90	11	44	0	0
LK-1112055	Mullegama South	gnd	1166	96	974	89	1	3	3	0	0
LK-1115030	Kiriwandala North	gnd	1165	39	566	105	6	304	145	0	0
LK-5104010	Thiyavattavan	gnd	1165	817	210	56	15	19	38	10	0
LK-2314240	Wanarajah	gnd	1162	111	260	16	426	336	5	7	1
LK-2314265	Seethagangula	gnd	1162	326	492	55	23	241	23	2	0
LK-1218190	Hendala South	gnd	1160	77	910	153	4	7	9	0	0
LK-8227010	Katharagama	gnd	1160	204	798	23	8	0	122	5	0
LK-9142155	Masimbula	gnd	1160	224	668	49	54	77	87	1	0
LK-1221105	Maeliya	gnd	1159	370	681	88	10	6	4	0	0
LK-1109020	Kaduwela	gnd	1158	78	948	123	5	2	2	0	0
LK-1206235	Walanagoda	gnd	1158	425	644	77	1	6	5	0	0
LK-1321225	Thekkawatta	gnd	1158	221	816	109	1	4	4	1	2
LK-4309195	Vairavapuliyankulam	gnd	1158	368	499	277	5	0	9	0	0
LK-5324005	Munaichenai	gnd	1158	991	39	111	6	5	3	3	0
LK-1221220	Jayasrigama	gnd	1157	338	690	123	5	0	1	0	0
LK-1109135	Thalangama North B	gnd	1153	134	895	113	8	1	0	2	0
LK-1221130	Weligampitiya South	gnd	1153	356	640	84	51	21	1	0	0
LK-1112040	Meegasmulla	gnd	1152	85	983	79	1	3	1	0	0
LK-4118020	Kopai South	gnd	1152	576	535	23	8	1	8	0	1
LK-1221205	Batuwatta West	gnd	1151	355	696	89	0	11	0	0	0
LK-7210005	Sinhapura	gnd	1151	294	774	9	45	13	15	0	1
LK-1130015	Dutugemunu	gnd	1150	122	837	179	9	0	1	2	0
LK-1136160	Thumbovila South	gnd	1150	57	993	76	23	1	0	0	0
LK-1303170	Malamulla	gnd	1150	98	981	61	4	5	1	0	0
LK-1136295	Madapatha	gnd	1148	71	903	161	7	3	3	0	0
LK-1206170	Kimbulapitiya Central	gnd	1148	623	474	31	7	4	9	0	0
LK-3145020	Ihalagoda East	gnd	1147	148	902	50	2	3	42	0	0
LK-1133210	Egoda Uyana South	gnd	1145	64	974	96	2	1	7	0	1
LK-1218075	Uswetakeiyawa	gnd	1145	166	958	16	2	0	3	0	0
LK-1103105	Aluthkade West	gnd	1144	17	606	518	1	1	0	1	0
LK-1106085	Kotikawatta East	gnd	1144	39	915	180	0	10	0	0	0
LK-1136145	Paligedara	gnd	1144	46	907	179	7	0	3	0	2
LK-8124095	Dickwella	gnd	1144	17	893	163	36	35	0	0	0
LK-9148055	Udawalawa Track 02	gnd	1142	529	541	37	0	13	22	0	0
LK-2109025	Alawathugoda	gnd	1141	21	646	375	25	8	65	1	0
LK-5324120	Kachchakodithivu	gnd	1139	1059	30	40	1	4	5	0	0
LK-3130050	Ampegama	gnd	1138	270	817	42	0	1	8	0	0
LK-1206185	Andiambalama East	gnd	1137	639	417	59	19	2	1	0	0
LK-5324080	Naduuttu	gnd	1136	1013	48	11	7	21	24	12	0
LK-1136155	Bokundara	gnd	1135	55	911	152	11	4	2	0	0
LK-9142165	Kottala	gnd	1135	200	673	125	0	20	117	0	0
LK-9148090	Konkatuwa	gnd	1135	684	409	12	5	11	13	1	0
LK-1136270	Honnanthara North	gnd	1134	91	910	126	3	2	2	0	0
LK-1303330	Maha Wadduwa	gnd	1134	282	793	30	7	2	19	0	1
LK-6233180	Maikkulama	gnd	1134	834	158	95	11	14	21	1	0
LK-3245125	Kapugama East	gnd	1131	599	487	38	0	3	4	0	0
LK-1221280	Dambuwa	gnd	1130	190	822	108	4	6	0	0	0
LK-1112240	Mattegoda East	gnd	1129	59	944	123	2	1	0	0	0
LK-1136255	Kesbewa North	gnd	1129	173	806	135	8	6	0	0	1
LK-1236065	Wanawasala East	gnd	1129	52	947	64	7	53	6	0	0
LK-2314255	Maskeliya	gnd	1129	55	506	430	67	52	19	0	0
LK-1303065	Wattalpola	gnd	1128	54	844	217	1	5	7	0	0
LK-2112180	Madawala Madige	gnd	1128	30	587	489	18	1	3	0	0
LK-9212055	Ranwala	gnd	1128	206	731	140	33	9	9	0	0
LK-5106040	Mancholai	gnd	1126	954	50	63	7	5	33	14	0
LK-5118240	Manjanthoduvai South	gnd	1126	1025	22	55	13	3	8	0	0
LK-5315080	Abayapura	gnd	1126	132	807	174	1	6	5	1	0
LK-1136350	Jamburaliya	gnd	1125	59	947	105	1	12	1	0	0
LK-4309085	Kaththarsinnakulam	gnd	1125	341	702	23	40	4	11	4	0
LK-1224095	Aluthgama Bogamuwa North	gnd	1124	380	652	66	3	2	21	0	0
LK-9103005	Divurumpitiya	gnd	1124	55	921	80	8	0	59	1	0
LK-1133040	Thelawala South	gnd	1123	27	874	214	4	0	4	0	0
LK-1309050	Koralaima	gnd	1123	67	915	129	2	5	5	0	0
LK-5324075	Mancholaichenai	gnd	1123	922	52	128	11	0	9	1	0
LK-9139020	Weladura	gnd	1123	168	803	55	1	30	66	0	0
LK-1106175	Himbutana East	gnd	1121	71	888	148	7	6	1	0	0
LK-1221100	Batagama North	gnd	1121	369	649	88	6	4	4	1	0
LK-3242085	Hittatiya Meda	gnd	1121	420	526	170	1	1	3	0	0
LK-1115185	Suduwella	gnd	1120	127	896	49	5	21	22	0	0
LK-1133150	Villorawatta West	gnd	1119	29	988	67	13	1	21	0	0
LK-1127050	Gothamipura	gnd	1118	93	763	248	8	2	4	0	0
LK-9148035	Sankhapala	gnd	1116	520	488	60	3	10	35	0	0
LK-1112365	Kahathuduwa North	gnd	1115	73	899	124	5	12	2	0	0
LK-1233330	Eldeniya East	gnd	1115	161	863	85	5	0	1	0	0
LK-1124050	Pitakotte East	gnd	1114	107	844	154	7	1	1	0	0
LK-2115005	Kelebokka	gnd	1114	4	390	3	80	236	401	0	0
LK-2127290	Kengalla	gnd	1114	33	754	241	63	21	2	0	0
LK-5118025	Thiraimadu	gnd	1114	992	22	46	6	22	6	5	15
LK-1109160	Kalapaluwawa	gnd	1113	41	887	166	17	2	0	0	0
LK-9124110	Denawaka Pathakada	gnd	1113	151	759	91	1	12	98	1	0
LK-1112305	Kirigampamunuwa	gnd	1112	91	955	62	2	1	1	0	0
LK-2151005	Egoda Kalugamuwa	gnd	1111	30	794	269	9	1	6	0	2
LK-5224040	Pandiruppu 01C	gnd	1111	629	39	410	4	9	10	10	0
LK-5324030	Maharoof Gramam	gnd	1111	1011	39	37	7	1	7	9	0
LK-7145065	Thammennagama	gnd	1111	211	759	111	20	4	6	0	0
LK-8215090	Muppane	gnd	1111	333	621	86	25	2	43	1	0
LK-9148030	Kolambage Ara	gnd	1110	581	496	20	0	4	9	0	0
LK-1233380	Pahala Karagahamuna West	gnd	1108	187	769	150	2	0	0	0	0
LK-1303045	Diggala	gnd	1108	65	949	61	2	17	13	1	0
LK-2127275	Rajawella North	gnd	1108	33	661	321	47	6	40	0	0
LK-5324130	Kakkamunai	gnd	1108	1016	26	30	5	13	16	2	0
LK-6239005	Iranavila West	gnd	1108	823	165	8	9	76	27	0	0
LK-1221255	Narangodapaluwa West	gnd	1107	284	760	55	1	2	4	0	1
LK-2313005	Bogahawatta	gnd	1106	66	443	16	36	542	2	1	0
LK-5318025	Meeranagar	gnd	1106	765	301	13	11	1	13	2	0
LK-1109210	Thaldiyawala	gnd	1105	41	997	56	1	6	3	1	0
LK-1121205	Jambugasmulla	gnd	1104	181	809	103	9	0	2	0	0
LK-1136025	Bellanvila	gnd	1104	42	746	296	15	1	0	4	0
LK-1310130	Poruwadanda East	gnd	1104	126	914	53	1	1	9	0	0
LK-1106065	Kelanimulla	gnd	1103	61	906	126	4	0	6	0	0
LK-1324250	Ambepitiya	gnd	1103	226	719	137	2	10	8	0	1
LK-9139005	Yainna	gnd	1103	162	603	47	19	15	257	0	0
LK-1109165	Kotuwegoda	gnd	1102	27	527	520	16	11	1	0	0
LK-3242160	Thalpavila North	gnd	1102	372	621	106	0	0	3	0	0
LK-5315145	Sumedhankarapura	gnd	1101	175	837	26	18	25	18	2	0
LK-9136065	Pahala Karavita	gnd	1101	128	779	40	7	138	8	1	0
LK-1221270	Ragama	gnd	1099	217	763	111	6	2	0	0	0
LK-1112035	Nawalamulla	gnd	1098	58	957	77	2	2	1	0	1
LK-2313100	Dimbula	gnd	1098	23	455	89	512	10	6	2	1
LK-5306025	Pulmoddai Division No. 4	gnd	1098	964	44	25	5	1	14	33	12
LK-8227015	Detagamuwa	gnd	1097	301	725	41	3	0	27	0	0
LK-7145085	Ikiriwewa	gnd	1096	313	699	30	11	13	25	4	1
LK-9124060	Welimaluwa	gnd	1096	184	802	47	2	36	25	0	0
LK-1306085	Maha Aruggoda	gnd	1094	146	880	44	7	8	9	0	0
LK-2206170	Dambulla Town	gnd	1094	90	885	89	10	0	20	0	0
LK-9148070	Ketagal Ara	gnd	1094	601	432	24	0	26	11	0	0
LK-1106180	Himbutana West	gnd	1093	88	861	141	1	2	0	0	0
LK-1236165	Sinharamulla North	gnd	1092	62	920	90	4	9	7	0	0
LK-7130035	Kunchikulama	gnd	1092	51	977	50	2	7	5	0	0
LK-1221125	Wewala	gnd	1091	482	518	83	1	7	0	0	0
LK-1233260	Dangahawela	gnd	1091	213	829	48	0	0	1	0	0
LK-6151115	Hettigedara	gnd	1091	250	726	79	17	14	5	0	0
LK-9106165	Kahengama	gnd	1091	35	955	37	23	17	24	0	0
LK-1124030	Nawala West	gnd	1090	96	872	113	4	0	5	0	0
LK-1221265	Thewatta	gnd	1090	197	785	92	5	6	5	0	0
LK-1106080	Belagama	gnd	1089	33	843	208	2	2	1	0	0
LK-1112120	Homagama West	gnd	1088	91	876	115	2	3	1	0	0
LK-1236070	Dippitigoda	gnd	1088	59	940	78	5	0	6	0	0
LK-1206165	Kimbulapitiya South	gnd	1087	519	509	40	2	16	1	0	0
LK-1221210	Batuwatta East	gnd	1087	259	743	78	0	7	0	0	0
LK-1306095	Batadombathuduwa	gnd	1087	124	906	50	3	4	0	0	0
LK-6154125	Bamunawala	gnd	1086	351	608	82	17	10	18	0	0
LK-1136040	Rattanapitiya	gnd	1085	94	704	276	7	4	0	0	0
LK-2130215	Heeressagala	gnd	1084	30	731	155	84	62	22	0	0
LK-4512065	Mulankavil	gnd	1083	712	212	11	34	39	13	62	0
LK-5315195	Manayaveli	gnd	1083	91	827	100	7	28	28	1	1
LK-1106130	Bopetta	gnd	1082	71	662	347	1	0	0	0	1
LK-8103075	Bathalayaya	gnd	1081	192	796	42	14	5	31	1	0
LK-3239085	Kamburugamuwa North	gnd	1080	371	540	159	3	4	3	0	0
LK-2130080	Poorna Watta West	gnd	1079	16	785	233	4	25	14	2	0
LK-1121180	Godigamuwa North	gnd	1078	81	877	112	5	3	0	0	0
LK-1236085	Koholvila	gnd	1078	97	874	98	5	2	2	0	0
LK-1303075	Thotawatta	gnd	1078	53	781	243	0	1	0	0	0
LK-7218015	Diyabeduma	gnd	1078	151	873	17	10	25	2	0	0
LK-9151075	Maduwanwela Peranigama	gnd	1078	492	508	48	0	16	14	0	0
LK-1309055	Godigamuwa East	gnd	1077	64	941	57	4	6	5	0	0
LK-1310095	Nimalagama	gnd	1077	39	960	33	26	2	17	0	0
LK-1121070	Polwatta	gnd	1076	24	854	197	0	1	0	0	0
LK-1124080	Nugegoda	gnd	1076	127	735	205	8	1	0	0	0
LK-1136230	Kolamunna	gnd	1076	60	824	173	16	2	1	0	0
LK-2314230	Dickoya South	gnd	1076	105	560	147	110	148	5	0	1
LK-1224280	Yakkala North	gnd	1075	276	701	63	34	0	1	0	0
LK-2313090	Thalawakele	gnd	1075	33	584	125	252	66	15	0	0
LK-8230065	Sittarama	gnd	1075	459	557	46	0	2	11	0	0
LK-1136070	Neelammahara	gnd	1074	94	728	244	3	5	0	0	0
LK-3309020	Joolpallama	gnd	1074	331	688	16	4	16	16	3	0
LK-1218080	Mahabage	gnd	1072	207	737	111	10	5	2	0	0
LK-1309040	Thalagala West	gnd	1072	127	885	57	2	0	1	0	0
LK-1239225	Biyagama East	gnd	1071	102	885	68	6	0	9	1	0
LK-2148020	Udadelthota	gnd	1070	30	572	110	36	101	221	0	0
LK-2218190	Muslim Town	gnd	1070	27	562	452	17	12	0	0	0
LK-8142065	Poonagala	gnd	1070	4	257	16	61	732	0	0	0
LK-1112250	Deepangoda	gnd	1069	124	826	118	0	0	1	0	0
LK-1221085	Yakkaduwa	gnd	1068	628	406	31	2	1	0	0	0
LK-5127040	Palamunai	gnd	1068	990	18	23	7	17	4	0	9
LK-5315085	Anpuvalipuram	gnd	1068	110	800	108	21	5	24	0	0
LK-2130200	Uda Bowala	gnd	1066	32	807	184	19	5	19	0	0
LK-5306110	Iqbalnagar	gnd	1066	295	701	14	26	24	6	0	0
LK-1236140	Pattiya West	gnd	1065	30	793	173	13	23	33	0	0
LK-2130305	Ogastawatta	gnd	1065	50	833	160	11	8	3	0	0
LK-3139060	Madawalamulla North	gnd	1065	209	703	130	7	6	10	0	0
LK-7157055	Habarana	gnd	1065	223	767	41	9	10	15	0	0
LK-2312040	Park	gnd	1064	33	661	67	269	3	31	0	0
LK-1136190	Makuludoowa	gnd	1063	38	895	120	3	4	2	1	0
LK-2313280	Henfold	gnd	1063	84	495	27	361	89	6	0	1
LK-1133130	Indibedda West	gnd	1061	29	861	117	0	0	54	0	0
LK-1303030	Gorakana South	gnd	1061	84	900	65	5	0	7	0	0
LK-5112050	Iyankerny Tamil	gnd	1060	782	47	64	83	0	75	9	0
LK-1221090	Nivandama North	gnd	1059	579	421	55	1	2	1	0	0
LK-1236030	Thalawathuhenpita North	gnd	1059	44	927	77	4	6	1	0	0
LK-1236105	Himbutuwelgoda	gnd	1059	53	698	276	9	0	23	0	0
LK-2218155	Kaludewala	gnd	1059	13	746	225	8	32	35	0	0
LK-6215100	Palaviya	gnd	1058	661	258	30	59	16	16	18	0
LK-8233030	Kiri Ibbanwewa	gnd	1058	486	505	40	4	6	13	3	1
LK-8139120	Dambethenna	gnd	1056	111	147	27	351	417	2	1	0
LK-1109065	Thalahena North	gnd	1055	9	930	108	3	0	5	0	0
LK-1112375	Kahathuduwa South	gnd	1055	153	814	82	4	2	0	0	0
LK-1303265	Moravinna	gnd	1055	53	900	97	1	3	1	0	0
LK-1236055	Hunupitiya South	gnd	1054	31	856	143	15	0	8	0	1
LK-9224050	Lewala	gnd	1054	154	594	56	58	12	180	0	0
LK-1136200	Nampamunuwa	gnd	1052	76	850	119	3	3	1	0	0
LK-1230505	Narampola	gnd	1052	129	850	67	3	2	1	0	0
LK-2157065	Nawalapitiya West	gnd	1052	15	818	175	11	16	17	0	0
LK-5321085	Peraru West	gnd	1052	373	621	41	14	1	2	0	0
LK-8233040	Muthuminigama	gnd	1051	420	563	42	2	7	17	0	0
LK-5118080	Periya Uppodai	gnd	1050	829	17	194	9	0	0	1	0
LK-7142010	Track 16,17	gnd	1050	531	490	8	1	2	14	3	1
LK-1112320	Kudamaduwa	gnd	1049	55	900	90	1	1	2	0	0
LK-1124055	Pitakotte	gnd	1049	41	914	87	3	2	0	1	1
LK-2127390	Aluth Pallekele	gnd	1049	56	791	101	35	2	61	1	2
LK-9230135	Madola	gnd	1049	30	951	52	1	11	4	0	0
LK-3139020	Kurunduwatta	gnd	1048	271	626	139	0	0	12	0	0
LG-51013	Eravur Pattu PS	lg	1046	800	14	183	20	2	17	8	2
LK-5203040	Sandamadulla	gnd	1046	74	904	24	11	16	16	1	0
LK-9148095	Embilipitiya Udagama	gnd	1046	287	660	86	3	8	2	0	0
LK-1233290	Sooriyapaluwa South	gnd	1045	175	784	81	4	0	1	0	0
LK-2314275	Mocha	gnd	1045	107	683	18	0	224	13	0	0
LK-5248090	Kalappukaddu	gnd	1044	720	82	217	6	1	10	8	0
LK-1236040	Kendahena	gnd	1043	102	766	164	7	0	4	0	0
LK-3312055	Galwewa	gnd	1043	433	540	28	1	19	21	1	0
LK-1112195	Galavilawatta South	gnd	1042	33	919	87	2	0	0	1	0
LK-9218170	Ganithapura	gnd	1042	371	520	122	8	1	19	1	0
LK-1112125	Homagama South	gnd	1041	74	858	99	4	4	1	0	1
LK-1112345	Kiriwattuduwa South	gnd	1041	130	789	112	3	7	0	0	0
LK-1203020	Pallansena South	gnd	1041	689	135	214	2	1	0	0	0
LK-8103125	Wewgampaha	gnd	1041	254	714	59	7	2	4	0	1
LK-9148160	Thorakolayaya	gnd	1041	620	364	40	3	6	6	2	0
LK-2154135	Ulapane South	gnd	1040	6	867	110	7	24	26	0	0
LK-5112030	Mavadivembu 1	gnd	1040	779	61	58	56	13	26	47	0
LK-1203010	Pallansena North	gnd	1038	732	169	120	8	5	4	0	0
LK-1309075	Palannoruwa	gnd	1038	158	781	82	4	1	12	0	0
LK-8121085	Badulla South	gnd	1037	14	736	156	60	71	0	0	0
LK-1224350	Galahitiyawa South	gnd	1036	305	669	52	6	2	2	0	0
LK-1224360	Amunugoda North	gnd	1036	220	752	60	3	0	1	0	0
LK-1239065	Daranagama	gnd	1036	108	858	66	4	0	0	0	0
LK-8230010	Kotavehera Mankada	gnd	1036	321	646	20	4	21	24	0	0
LK-2313345	Elbedda	gnd	1035	52	523	46	263	76	67	8	0
LK-6154145	Kurunegala Town - West	gnd	1035	298	623	94	13	0	6	0	1
LK-6203075	Mudalappaliya	gnd	1035	922	29	3	8	0	15	58	0
LK-5112070	Vantharumoolai West	gnd	1033	836	26	104	11	9	28	19	0
LK-1136075	Katuwawala North	gnd	1029	74	774	180	0	0	1	0	0
LK-1136095	Niwanthidiya	gnd	1029	29	864	130	3	2	1	0	0
LK-1239050	Kanduboda East	gnd	1029	154	803	66	2	0	4	0	0
LK-9106095	Millavitiya	gnd	1029	78	905	29	2	10	5	0	0
LK-1236060	Wanawasala West	gnd	1027	60	765	169	4	27	2	0	0
LK-3303060	Sooriyawewa Town	gnd	1027	502	462	56	0	3	4	0	0
LK-1112130	Galavilawatta North	gnd	1026	100	856	57	4	7	0	1	1
LK-1327175	Dodangoda West	gnd	1025	107	807	72	5	32	2	0	0
LK-7139065	Mudithagama	gnd	1025	288	699	20	6	1	10	1	0
LK-1109215	Boralugoda	gnd	1024	45	910	65	3	1	0	0	0
LK-1321405	Nagoda South	gnd	1024	184	755	76	0	3	6	0	0
LK-6203100	Ettala	gnd	1023	748	140	9	16	23	51	35	1
LK-1112285	Pitipana South	gnd	1022	142	728	148	2	1	1	0	0
LK-1206210	Kurana Katunayaka West	gnd	1022	642	300	65	2	7	6	0	0
LK-1310125	Poruwadanda West	gnd	1022	70	879	58	2	5	8	0	0
LK-5136100	Kaluwanchikudy South	gnd	1022	819	27	131	10	0	33	2	0
LK-9148065	Gangeyaya	gnd	1022	436	530	18	1	28	9	0	0
LK-1109270	Wickramasinghapura	gnd	1020	51	882	79	7	1	0	0	0
LK-1230530	Dompe	gnd	1020	244	731	33	1	0	11	0	0
LK-1321375	Pulartan	gnd	1020	182	754	52	4	3	23	2	0
LK-6218050	Mukkuthoduwawa	gnd	1020	751	144	3	11	2	50	59	0
LK-2312205	Pedro	gnd	1019	29	572	59	44	220	95	0	0
LK-9112085	Malangama	gnd	1019	34	901	54	6	16	8	0	0
LK-9221165	Ruwanwella	gnd	1018	191	715	83	8	10	11	0	0
LK-1112150	Godagama South	gnd	1017	74	844	92	4	2	1	0	0
LK-1112275	Pitipana North	gnd	1017	53	935	29	0	0	0	0	0
LK-1239010	Ihala Biyanvila North	gnd	1017	182	718	107	6	2	2	0	0
LK-9148130	Modarawana	gnd	1017	486	474	38	1	9	8	1	0
LK-1115150	Puwakpitiya South	gnd	1016	49	787	53	56	68	3	0	0
LK-1206095	Katiyala	gnd	1016	764	186	35	3	15	13	0	0
LK-1233415	Gongithota	gnd	1014	92	773	136	4	2	7	0	0
LK-2112170	Udathalavinna Madige	gnd	1014	15	739	220	19	16	5	0	0
LK-3112200	Igala Thalawa	gnd	1014	173	805	26	2	4	4	0	0
LK-1206150	Kadirana South	gnd	1013	605	324	52	2	29	1	0	0
LK-3312100	Sisilasagama	gnd	1013	579	384	37	2	11	0	0	0
LK-1106230	Dodamgahahena	gnd	1012	53	738	220	0	1	0	0	0
LK-1133195	Katukurunda South	gnd	1012	41	906	57	1	0	6	0	1
LK-2312250	Kirimetiya	gnd	1011	38	554	7	269	120	23	0	0
LK-1306080	Kuda Aruggoda East	gnd	1010	71	884	43	3	1	8	0	0
LK-1133065	Uyana North	gnd	1009	49	890	69	0	0	0	1	0
LK-1221030	Ekala	gnd	1009	288	638	72	2	6	3	0	0
LK-1203180	Thalahena	gnd	1008	620	360	20	4	0	4	0	0
LK-3109195	Kurundugaha Hethekma	gnd	1008	150	810	41	1	3	2	0	1
LK-5215015	Karangawa	gnd	1008	65	837	38	4	16	48	0	0
LK-9106185	Kahengama West	gnd	1008	39	659	14	7	9	280	0	0
LK-1310070	Maha Ingiriya	gnd	1007	123	820	24	14	13	13	0	0
LK-4309170	Kandapuram	gnd	1007	212	600	69	64	43	17	2	0
LK-9206080	Mahawatta	gnd	1007	133	572	290	1	10	1	0	0
LK-1130060	Malwatta	gnd	1006	27	752	219	4	0	4	0	0
LK-5315170	Wellaimanal	gnd	1006	511	434	31	17	4	5	4	0
LK-1203005	Kammalthura	gnd	1005	706	164	128	4	1	1	1	0
LK-1221080	Bandigoda	gnd	1005	308	623	62	5	5	2	0	0
LK-2314165	Rosella	gnd	1005	221	346	74	21	337	5	1	0
LK-5321100	Agbopura	gnd	1004	159	748	10	24	11	51	1	0
LK-1239085	Makola North Ihala	gnd	1003	107	853	33	6	4	0	0	0
LK-2151190	Delpitiya	gnd	1003	10	789	88	20	62	34	0	0
LK-1221185	Uswatta	gnd	1002	255	638	65	25	0	19	0	0
LK-1133075	Rawathawatta East	gnd	1001	82	739	172	3	5	0	0	0
LK-1203055	Dalupotha	gnd	1001	607	185	155	20	2	31	1	0
LK-2130275	Gurudeniya East	gnd	1001	51	684	208	22	3	33	0	0
LK-1209595	Assennawatta East	gnd	1000	598	334	39	2	14	12	1	0
LK-4309075	Thandikulam	gnd	1000	217	622	129	19	7	6	0	0
LK-6203065	Palliwasalthure	gnd	1000	886	17	6	4	27	40	20	0
LK-9109070	Matuwagala	gnd	1000	60	721	25	4	108	82	0	0
LK-8133175	Nayabedda Estate	gnd	999	15	256	24	5	699	0	0	0
LK-9106045	Pussella	gnd	999	50	885	26	6	27	5	0	0
LK-9148045	Adaluwa	gnd	999	548	380	16	4	0	50	1	0
LK-1221060	Thudella West	gnd	998	213	709	43	15	5	13	0	0
LK-1221275	Ketagewatta	gnd	998	224	659	91	6	4	14	0	0
LK-5118055	Karuvappankerny	gnd	998	737	47	145	21	24	23	1	0
LK-1221230	Nagoda	gnd	997	229	705	58	2	3	0	0	0
LK-1109090	Batewela	gnd	996	90	859	40	5	1	1	0	0
LK-2314245	Newvalleygama	gnd	995	202	500	77	35	170	11	0	0
LK-8233065	Mahagama	gnd	995	463	478	20	0	19	12	3	0
LK-1106090	Maha Buthgamuwa A	gnd	993	25	674	285	3	3	2	0	1
LK-5218180	Sennelgramam 02	gnd	993	398	258	258	23	6	50	0	0
LK-8121050	Thelbedda Estate	gnd	993	11	451	18	252	260	0	1	0
LK-9109075	Dodampe West	gnd	993	69	846	30	1	27	20	0	0
LK-6157105	Millawa	gnd	990	369	544	52	14	4	7	0	0
LK-1218205	Palliyawatta South	gnd	989	41	763	181	0	0	3	0	1
LK-2136395	Pilapitiya	gnd	989	34	782	126	28	8	11	0	0
LK-2313330	Glasgow	gnd	989	16	701	31	10	198	32	1	0
LK-9106180	Kithulpe	gnd	989	72	855	15	0	28	19	0	0
LK-9148145	Jadura	gnd	988	556	367	47	2	13	3	0	0
LK-5127120	Arayampathy East	gnd	987	810	54	53	39	11	19	1	0
LK-1306050	Kothalawala	gnd	986	138	748	94	2	0	2	0	2
LK-4309180	Samalankulam	gnd	985	269	612	38	24	13	25	4	0
LK-9124170	Borala	gnd	985	124	675	29	1	147	9	0	0
LK-9218100	Ambepussa	gnd	985	453	406	74	6	14	31	0	1
LK-2230115	Viharagama	gnd	984	19	793	129	21	8	14	0	0
LK-8233070	Habarattawela	gnd	984	522	416	25	1	14	6	0	0
LK-2313125	Yulefield	gnd	983	67	385	18	251	261	1	0	0
LK-5324040	Ayiliyady	gnd	983	882	56	15	8	2	16	4	0
LK-8139110	Haputhale Town	gnd	983	3	474	63	3	440	0	0	0
