region_id	region_name	region_name_in_data	region_ent_type	buddhist	hindu	islam	roman_catholic	other_christian	other
LK-1121160	Pannipitiya South	Pannipitiya South	GND	1904	35	13	90	23	1
LK-1121165	Maharagama Town	Maharagama Town	GND	4516	70	130	207	21	2
LK-1121170	Godigamuwa South A	Godigamuwa South	GND	4999	145	61	97	41	0
LK-1121175	Godigamuwa South B	Godigamuwa South B	GND	7044	224	57	123	36	3
LK-1121180	Godigamuwa North	Godigamuwa North	GND	3380	86	61	99	28	1
LK-1121185	Wattegedara	Wattegedara	GND	6895	151	133	181	94	4
LK-1121190	Navinna	Navinna	GND	4809	98	31	144	53	1
LK-1121195	Wijerama	Wijerama	GND	3272	55	32	63	28	1
LK-1121200	Gangodavila South B	Gangodavila South B	GND	6951	173	82	104	84	1
LK-1121205	Jambugasmulla	Jambugasmulla	GND	2914	101	166	178	138	2
LK-1124	Sri Jayawardanapura Kotte	Sri Jayawardanapura Kotte	DSD	74848	4957	6535	6340	3379	130
LK-1124005	Obeysekarapura	Obesekarapura	GND	6170	1623	2086	737	490	15
LK-1124010	Welikada West	Welikada West	GND	5194	260	693	396	240	4
LK-1124015	Welikada East	Welikada East	GND	4380	349	504	577	235	4
LK-1124020	Rajagiriya	Rajagiriya	GND	1336	130	1069	144	53	2
LK-1124025	Welikada North	Welikada North	GND	3208	489	230	352	120	34
LK-1124030	Nawala West	Nawala West	GND	3045	141	113	327	193	5
LK-1124035	Koswatta	Koswatta	GND	3308	117	428	279	40	2
LK-1124040	Ethulkotte West	Ethulkotte West	GND	2737	90	109	253	146	1
LK-1124045	Ethulkotte	Ethulkotte	GND	4602	286	114	200	129	15
LK-1124050	Pitakotte East	Pitakotte East	GND	3194	70	39	248	119	2
LK-1124055	Pitakotte	Pitakotte	GND	3091	102	117	186	68	3
LK-1124060	Pitakotte West	Pitakotte West	GND	3918	176	82	461	370	5
LK-1124065	Nawala East	Nawala East	GND	3905	210	196	402	136	4
LK-1124070	Nugegoda West	Nugegoda West	GND	4158	135	123	384	206	2
LK-1124075	Pagoda	Pagoda	GND	4354	116	114	416	196	10
LK-1124080	Nugegoda	Nugegoda	GND	2949	193	132	201	116	11
LK-1124085	Pagoda East	Pagoda East	GND	3837	127	91	238	171	0
LK-1124090	Gangodavila North	Gangodavila North	GND	3320	161	121	206	130	5
LK-1124095	Gangodavila South	Gangodavila South	GND	6136	144	126	217	137	5
LK-1124100	Gangodavila East	Gangodavila East	GND	2006	38	48	116	84	1
LK-1127	Thimbirigasyaya	Thimbirigasyaya	DSD	101553	52962	40132	15209	7036	226
LK-1127005	Kollupitiya	Kollupitiya	GND	2508	954	1606	467	465	16
LK-1127010	Bambalapitiya	Bambalapitiya	GND	2789	1248	1942	481	233	6
LK-1127015	Kurunduwatta	Kurunduwatta	GND	4245	813	1044	645	202	30
LK-1127020	Kuppiyawatta West	Kuppiyawatta West	GND	2879	441	1534	169	21	1
LK-1127025	Kuppiyawatta East	Kuppiyawatta East	GND	3800	1051	3924	442	143	6
LK-1127030	Dematagoda	Dematagoda	GND	7077	4549	7626	1539	452	10
LK-1127035	Wanathamulla	Wanathamulla	GND	7664	3524	3139	1942	598	2
LK-1127040	Borella North	Borella North	GND	12841	1212	993	758	221	8
LK-1127045	Borella South	Borella South	GND	2252	343	492	335	84	17
LK-1127050	Gothamipura	Gothamipura	GND	2913	404	473	232	155	3
LK-1127055	Narahenpita	Narahenpita	GND	7307	1189	1077	597	274	15
LK-1127060	Thimbirigasyaya	Thimbirigasyaya	GND	5224	2193	2046	789	471	11
LK-1127065	Milagiriya	Milagiriya	GND	1810	1445	960	559	162	3
LK-1127070	Havelock Town	Havelock Town	GND	2619	2166	1152	621	191	29
LK-1127075	Kirula	Kirula	GND	10882	3393	1118	1417	602	36
LK-1127080	Kirulapone	Kirulapone	GND	8164	4208	1680	1255	934	4
LK-1127085	Wellawatta North	Wellawatta North	GND	5130	7345	3738	1231	612	22
LK-1127090	Wellawatta South	Wellawatta South	GND	2458	5707	1705	599	391	3
LK-1127095	Pamankada West	Pamankada West	GND	3891	8099	1756	717	422	3
LK-1127100	Pamankada East	Pamankada East	GND	5100	2678	2127	414	403	1
LK-1130	Dehiwala	Dehiwala	DSD	43573	14406	28538	4627	2557	114
LK-1130005	Sri Saranankara	Sri Saranankara	GND	2644	1798	1988	309	84	0
LK-1130010	Vilawala	Vilawala	GND	3454	977	1141	229	201	0
LK-1130015	Dutugemunu	Dutugemunu	GND	2720	186	522	326	191	9
LK-1130020	Kohuwala	Kohuwala	GND	4683	294	729	463	157	7
LK-1130025	Kalubovila	Kalubovila	GND	3094	319	1771	121	91	24
LK-1130030	Hathbodhiya	Hathbodhiya	GND	2767	1038	3624	162	149	6
LK-1130035	Galwala	Galwala	GND	1347	985	3328	255	86	0
LK-1130040	Dehiwala West	Dehiwala West	GND	968	3068	2107	448	402	53
LK-1130045	Dehiwala East	Dehiwala East	GND	3271	1654	2577	461	292	7
LK-1130050	Udyanaya	Udyanaya	GND	4117	478	2342	119	66	0
LK-1130055	Nedimala	Nedimala	GND	4623	767	1895	502	143	5
LK-1130060	Malwatta	Malwatta	GND	1433	534	1476	243	65	0
LK-1130065	Jayathilaka	Jayathilaka	GND	1621	1086	1016	289	174	0
LK-1130070	Karagampitiya	Karagampitiya	GND	2519	629	1797	251	180	0
LK-1130075	Kawdana East	Kawdana East	GND	4312	593	2225	449	276	3
LK-1131	Ratmalana	Ratmalana	DSD	57385	7316	13852	5455	4012	43
LK-1131005	Mount Lavinia	Mount Lavinia	GND	4525	1102	1439	550	461	9
LK-1131010	Kawdana West	Kawdana West	GND	2223	627	2796	859	138	0
LK-1131015	Watarappala	Watarappala	GND	2915	539	2276	236	217	2
LK-1131020	Wathumulla	Wathumulla	GND	2000	580	1010	336	327	6
LK-1131025	Katukurunduwatta	Katukurunduwatta	GND	6146	1437	1911	457	1112	5
LK-1131030	Attidiya North	Attidiya North	GND	6100	280	751	333	160	2
LK-1131035	Attidiya South	Attidiya South	GND	5994	346	512	384	283	14
LK-1131040	Piriwena	Piriwena	GND	3619	395	488	344	275	0
LK-1131045	Wedikanda	Wedikanda	GND	4204	634	1040	670	294	1
LK-1131050	Vihara	Vihara	GND	4392	354	809	223	295	4
LK-1131055	Rathmalana West	Ratmalana West	GND	4210	271	108	409	100	0
LK-1131060	Rathmalana East	Ratmalana East	GND	4560	233	267	202	157	0
LK-1131065	Kandawala	Kandawala	GND	6497	518	445	452	193	0
LK-1133	Moratuwa	Moratuwa	DSD	109743	4286	3470	30669	11763	268
LK-1133005	Angulana North	Angulana North	GND	4098	44	23	406	257	0
LK-1133010	Kaldemulla	Kaldemulla	GND	3442	226	207	311	204	0
LK-1133015	Soysapura North	Soysapura North	GND	990	863	150	227	334	5
LK-1133020	Soysapura South	Soysapura South	GND	1174	603	202	171	178	0
LK-1133025	Dahampura	Dahampura	GND	2174	59	46	164	115	0
LK-1133030	Thelawala North	Thelawala North	GND	4681	246	122	187	132	3
LK-1133035	Borupana	Borupana	GND	4281	411	257	231	256	4
LK-1133040	Thelawala South	Thelawala South	GND	3672	117	100	127	124	6
LK-1133045	Lakshapathiya North	Lakshapathiya North	GND	2879	172	121	630	341	5
LK-1133050	Lakshapathiya Central	Lakshapathiya Central	GND	2653	73	24	353	239	8
LK-1133055	Angulana South	Angulana South	GND	2290	22	27	93	116	0
LK-1133060	Uyana South	Uyana South	GND	2805	121	50	1847	249	3
LK-1133065	Uyana North	Uyana North	GND	2990	25	0	433	385	7
LK-1133070	Rawathawatta South	Rawathawatta South	GND	1045	13	0	500	431	6
LK-1133075	Rawathawatta East	Rawathawatta East	GND	2528	171	30	519	376	0
LK-1133080	Lakshapathiya South	Lakshapathiya South	GND	3931	94	59	940	605	0
LK-1133085	Kuduwamulla	Kuduwamulla	GND	2473	51	17	379	126	0
LK-1133090	Katubedda	Katubedda	GND	8957	342	121	545	225	4
LK-1133095	Molpe	Molpe	GND	5303	135	56	687	348	4
LK-1133100	Moratumulla North	Moratumulla North	GND	2314	16	0	380	153	30
LK-1133105	Kadalana	Kadalana	GND	727	0	0	2113	547	15
LK-1133110	Rawathawatta West	Rawathawatta West	GND	1771	41	0	656	680	16
LK-1133115	Idama	Idama	GND	1381	63	20	797	607	2
LK-1133120	Uswatta	Uswatta	GND	739	0	171	1001	48	15
LK-1133125	Moratuwella South	Moratuwella South	GND	1980	30	45	1617	561	0
LK-1133130	Indibedda West	Indibedda West	GND	2792	0	0	737	431	11
LK-1133135	Moratumulla East	Moratumulla East	GND	1585	0	0	1254	583	24
LK-1133140	Moratumulla West	Moratumulla West	GND	991	41	0	1653	692	18
LK-1133145	Villorawatta East	Villorawatta East	GND	2330	15	0	810	330	13
LK-1133150	Villorawatta West	Villorawatta West	GND	2858	10	0	856	441	33
LK-1133155	Indibedda East	Indibedda East	GND	2492	0	0	701	288	12
LK-1133160	Moratuwella North	Moratuwella North	GND	945	64	55	871	187	4
LK-1133165	Moratuwella West	Moratuwella West	GND	1513	0	13	818	65	0
LK-1133170	Koralawella North	Koralawella North	GND	3477	43	0	2001	288	1
LK-1133175	Koralawella East	Koralawella Eest	GND	1134	26	0	947	131	7
LK-1133180	Koralawella West	Koralawella West	GND	2280	18	0	818	55	5
LK-1133185	Koralawella South	Koralawella South	GND	2218	16	0	792	175	0
LK-1133190	Katukurunda North	Katukurunda North	GND	1916	13	0	1241	119	4
LK-1133195	Katukurunda South	Katukurunda South	GND	2823	14	18	810	87	1
LK-1133200	Egoda Uyana North	Egoda Uyana North	GND	3922	16	19	445	148	0
LK-1133205	Egoda Uyana Central	Egoda Uyana Central	GND	2207	56	48	375	34	0
LK-1133210	Egoda Uyana South	Egoda Uyana South	GND	2982	16	1469	226	72	2
LK-1136	Kesbewa	Kesbewa	DSD	246021	3366	2493	7444	3948	269
LK-1136005	Pepiliyana West	Pepiliyana West	GND	3935	173	330	214	219	1
LK-1136010	Pepiliyana East	Pepiliyana East	GND	1360	33	16	33	32	2
LK-1136015	Divulpitiya East	Divulpitiya East	GND	1944	37	62	53	40	0
LK-1136020	Divulpitiya West	Divulpitiya West	GND	2594	71	55	129	86	0
LK-1136025	Bellanvila	Bellanvila	GND	3029	145	274	98	149	4
LK-1136030	Boralesgamuwa West A	Boralesgamuwa West A	GND	3379	117	204	267	142	0
LK-1136035	Boralesgamuwa West C	Boralesgamuwa West C	GND	1299	63	67	56	12	0
LK-1136040	Rattanapitiya	Rattanapitiya	GND	3540	94	64	112	64	0
LK-1136045	Egodawatta	Egodawatta	GND	3027	160	101	96	35	0
LK-1136050	Boralesgamuwa East A	Boralesgamuwa East A	GND	3891	63	78	102	106	1
LK-1136055	Boralesgamuwa West B	Boralesgamuwa West B	GND	2403	64	49	118	63	0
LK-1136060	Werahera North	Werahera North	GND	1611	30	25	71	28	0
LK-1136065	Boralesgamuwa East B	Boralesgamuwa East B	GND	4721	73	132	141	44	1
LK-1136070	Neelammahara	Neelammahara	GND	3560	69	29	72	36	8
LK-1136075	Katuwawala North	Katuwawala North	GND	3238	53	11	61	55	2
LK-1136080	Vishwakalawa	Vishwakalawa	GND	1714	11	0	0	0	25
LK-1136085	Werahera South	Werahera South	GND	5928	118	83	188	91	4
LK-1136090	Katuwawala South	Katuwawala South	GND	1654	50	11	33	0	5
LK-1136095	Niwanthidiya	Niwanthidiya	GND	3438	32	31	65	50	1
LK-1136100	Erewwala West	Erewwala West	GND	6268	33	69	126	40	0
LK-1136105	Erewwala North	Erewwala North	GND	4645	68	34	46	44	1
LK-1136110	Erewwala East	Erewwala East	GND	2607	33	0	38	0	13
LK-1136115	Rathmaldeniya	Rathmaldeniya	GND	5152	83	41	191	47	0
LK-1136120	Mahalwarawa	Mahalwarawa	GND	2807	35	10	41	15	1
LK-1136125	Bangalawatta	Bangalawatta	GND	1989	16	31	19	0	8
LK-1136130	Pelenwatta East	Pelenwatta East	GND	4450	34	14	73	13	5
LK-1136135	Pelenwatta North	Pelenwatta North	GND	5190	56	16	28	25	0
LK-1136140	Pelenwatta West	Pelenwatta West	GND	6482	38	61	77	49	5
LK-1136145	Paligedara	Paligedara	GND	3761	67	40	110	47	1
LK-1136150	Kaliyammahara	Kaliyammahara	GND	3366	21	26	39	48	0
LK-1136155	Bokundara	Bokundara	GND	3550	76	23	98	23	3
LK-1136160	Thumbovila South	Thumbovila South	GND	3932	90	25	91	59	0
LK-1136165	Thumbovila North	Thumbovila North	GND	4740	86	30	177	231	0
LK-1136170	Wewala West	Wewala West	GND	4319	40	15	349	196	0
LK-1136175	Wewala East	Wewala East	GND	2437	27	18	211	74	0
LK-1136180	Thumbovila West	Thumbovila West	GND	2505	53	14	61	101	0
LK-1136185	Mampe North	Mampe North	GND	5352	59	53	68	31	0
LK-1136190	Makuludoowa	Makuludoowa	GND	3431	17	25	104	35	1
LK-1136195	Gorakapitiya	Gorakapitiya	GND	2015	0	19	25	18	8
LK-1136200	Nampamunuwa	Nampamunuwa	GND	3526	23	0	70	27	8
LK-1136205	Mavittara North	Mavittara North	GND	2936	16	0	76	56	9
LK-1136210	Mampe East	Mampe East	GND	2085	12	0	77	33	8
LK-1136215	Bodhirajapura	Bodhirajapura	GND	1829	53	28	45	89	5
LK-1136220	Mampe West	Mampe West	GND	2877	31	10	56	46	0
LK-1136225	Mampe South	Mampe South	GND	1893	35	0	38	14	3
LK-1136230	Kolamunna	Kolamunna	GND	3606	31	26	62	35	3
LK-1136235	Suwarapola East	Suwarapola East	GND	2568	32	13	65	76	1
LK-1136240	Suwarapola West	Suwarapola West	GND	1347	35	0	49	30	6
LK-1136245	Hedigama	Hedigama	GND	4401	42	14	166	102	0
LK-1136250	Batakettara North	Batakettara North	GND	6201	51	33	219	103	5
LK-1136255	Kesbewa North	Kesbewa North	GND	3961	39	19	92	61	0
LK-1136260	Kesbewa East	Kesbewa East	GND	1943	27	0	43	0	8
LK-1136265	Mavittara South	Mavittara South	GND	1923	15	0	34	53	5
LK-1136270	Honnanthara North	Honnanthara North	GND	3610	35	0	55	28	3
LK-1136275	Honnanthara South	Honnanthara South	GND	4805	20	0	73	23	6
LK-1136280	Makandana East	Makandana East	GND	5155	34	14	112	77	0
LK-1136285	Kesbewa South	Kesbewa South	GND	6328	45	54	244	75	2
LK-1136290	Batakettara South	Batakettara South	GND	6438	66	20	609	98	10
LK-1136295	Madapatha	Madapatha	GND	3836	92	0	125	50	6
LK-1136300	Delthara West	Delthara West	GND	2262	23	0	57	32	5
LK-1136305	Delthara East	Delthara East	GND	1559	13	0	69	31	3
LK-1136310	Dampe	Dampe	GND	4304	30	14	519	150	0
LK-1136315	Makandana West	Makandana west	GND	5204	35	30	171	78	2
LK-1136320	Nivungama	Nivungama	GND	2341	0	0	26	49	3
LK-1136325	Halpita	Halpita	GND	5717	38	10	166	51	0
LK-1136330	Horathuduwa	Horathuduwa	GND	1895	34	0	31	14	9
LK-1136335	Morenda	Morenda	GND	1481	0	0	17	20	10
LK-1136340	Batuwandara North	Batuwandara North	GND	1685	0	0	0	0	23
LK-1136345	Batuwandara South	Batuwandara South	GND	1582	0	10	26	18	2
LK-1136350	Jamburaliya	Jamburaliya	GND	3833	26	12	73	50	1
LK-1136355	Polhena	Polhena	GND	2831	30	0	37	17	9
LK-1136360	Regidel Watta	Regidel watta	GND	1244	0	0	34	0	9
LK-1136365	Kahapola	Kahapola	GND	3552	15	0	27	14	5
LK-12	Gampaha	Gampaha	DISTRICT	1744475	67337	132985	441173	43053	7119
LK-1203	Negombo	Negombo	DSD	13506	8452	23759	87605	4432	198
LK-1203005	Kammalthura	Kammalthura	GND	62	52	2791	1549	11	4
LK-1203010	Pallansena North	Pallansena North	GND	408	189	528	2471	323	0
LK-1203015	Kochchikade	Kochchikade	GND	318	155	144	1862	20	0
LK-1203020	Pallansena South	Pallansena South	GND	128	192	2658	1381	35	1
LK-1203025	Daluwakotuwa	Daluwakotuwa	GND	288	80	2727	2101	51	10
LK-1203030	Palangathure	Palangathure	GND	280	87	929	3633	69	11
LK-1203035	Ettukala	Ettukala	GND	347	168	126	2570	86	2
LK-1203040	Daluwakotuwa East	Daluwakotuwa East	GND	929	274	163	3974	259	1
LK-1203045	Kattuwa	Kattuwa	GND	770	1093	301	2751	282	2
LK-1203050	Dalupotha East	Dalupatha East	GND	1687	635	765	3009	905	3
LK-1203055	Dalupotha	Dalupatha	GND	396	312	1248	1525	217	8
LK-1203060	Kudapaduwa	Kudapaduwa	GND	128	290	1545	1067	0	10
LK-1203065	Kudapaduwa North	Kudapaduwa North	GND	169	249	61	3037	87	0
LK-1203070	Kudapaduwa South	Kudapaduwa South	GND	139	410	170	2119	53	20
LK-1203075	Wellaweediya	Wellaweediya	GND	69	363	56	3039	18	0
LK-1203080	Wellaweediya East	Wellaweediya East	GND	105	430	86	1707	0	6
LK-1203085	Periyamulla	Periyamulla	GND	379	287	1279	822	58	0
LK-1203090	Hunupitiya	Hunupitiya	GND	74	180	6355	106	16	0
LK-1203095	Angurukaramulla	Angurukaramulla	GND	1148	83	693	1111	77	5
LK-1203100	Udayarthoppuwa	Udayarthoppuwa	GND	803	323	299	1965	195	7
LK-1203105	Wellaweediya South	Wellaweediya South	GND	84	1117	434	825	38	4
LK-1203110	Muttakkarai North	Munnakkaraya North	GND	328	338	249	1325	69	6
LK-1203115	Doowa	Doowa	GND	23	17	0	2387	18	4
LK-1203120	Pitipana North	Pitipana North	GND	42	34	0	2857	55	4
LK-1203125	Pitipana Central	Pitipana Central	GND	44	0	0	2295	155	12
LK-1203130	Muttakkarai	Munnakkaraya	GND	45	80	0	2317	21	0
LK-1203135	Muttakkarai East	Munnakkaraya East	GND	21	57	0	1794	0	2
LK-1203140	Thaladoowa	Thaladoowa	GND	571	551	92	5498	129	1
LK-1203145	Udayarthoppuwa South	Udayarthoppuwa South	GND	363	116	29	1721	99	4
LK-1203150	Bolawalana	Bolawalana	GND	1253	102	15	3225	117	8
LK-1203155	Kurana West	Kurana West	GND	932	35	16	2308	201	0
LK-1203160	Kurana East	Kurana East	GND	696	26	0	1697	163	14
LK-1203165	Siriwardana Pedesa	Siriwardana Pedesa	GND	54	21	0	3149	21	0
LK-1203170	Pitipana South - East	Pitipana South - East	GND	63	29	0	2794	211	22
LK-1203175	Pitipana South - West	Pitipana South - West	GND	96	47	0	3070	194	0
LK-1203180	Thalahena	Thalahena	GND	146	30	0	3208	157	7
LK-1203185	Dungalpitiya	Dungalpitiya	GND	59	0	0	1836	22	6
LK-1203190	Settappaduwa	Settappaduwa	GND	35	0	0	1753	0	11
LK-1203195	Kepungoda	Kepungoda	GND	24	0	0	1747	0	3
LK-1206	Katana	Katana	DSD	137806	5698	6092	81913	9263	447
LK-1206005	Muruthana	Muruthana	GND	188	14	0	959	24	7
LK-1206010	Manaveriya	Manaveriya	GND	248	172	29	1340	45	1
LK-1206015	Udangawa	Udangawa	GND	177	92	0	1504	34	6
LK-1206020	Thoppuwa	Thoppuwa	GND	249	287	14	2372	159	4
LK-1206025	Bambukuliya	Bambukuliya	GND	323	69	0	2344	52	0
LK-1206030	Katana North	Katana North	GND	1204	52	0	1632	63	2
LK-1206035	Katana East	Katana East	GND	596	0	0	1345	82	18
LK-1206040	Katana West	Katana West	GND	1619	25	0	1512	88	2
LK-1206045	Maha Ethgala	Maha Ethgala	GND	394	0	0	1311	40	12
LK-1206050	Ethgala	Ethgala	GND	440	137	16	2648	253	1
LK-1206055	Adikkandiya	Adikkandiya	GND	97	25	0	936	46	7
LK-1206060	Welihena North	Welihena North	GND	265	88	19	1319	90	7
LK-1206065	Welihena South	Welihena South	GND	1120	301	65	3298	276	3
LK-1206070	Pahala Kandawala	Pahala Kandawala	GND	577	21	0	1254	29	1
LK-1206075	Ethgala South	Ethgala South	GND	145	14	0	864	40	1
LK-1206080	Ihala Kandawala	Ihala Kandawala	GND	1615	82	0	3579	250	6
LK-1206085	Kaluwarippuwa West	Kaluwarippuwa West	GND	2570	27	0	1837	278	4
LK-1206090	Kondagammulla	Kondagammulla	GND	1162	20	0	1906	115	5
LK-1206095	Katiyala	Katiyala	GND	2883	33	15	716	75	4
LK-1206100	Kadirana North	Kadirana North	GND	4195	125	68	1600	312	1
LK-1206105	K.C. De Silva Puraya	K.C. De Silva Puraya	GND	2462	12	0	1254	50	1
LK-1206110	Thimbirigaskatuwa	Thimbirigaskatuwa	GND	1819	40	0	881	79	8
LK-1206115	Sellakanda	Sellakanda	GND	388	271	3245	1349	56	0
LK-1206120	Katuwapitiya	Katuwapitiya	GND	402	39	504	1791	52	2
LK-1206125	Mahahunupitiya West	Mahahunupitiya West	GND	941	58	93	1241	35	1
LK-1206130	Mahahunupitiya East	Mahahunupitiya East	GND	2036	55	16	410	41	0
LK-1206135	Pahala Kadirana	Pahala Kadirana	GND	1583	45	0	793	85	7
LK-1206140	Kadirana	Kadirana	GND	3112	81	68	3068	242	4
LK-1206145	Akkara 50	Akkara 50	GND	4004	141	36	3421	223	11
LK-1206150	Kadirana South	Kadirana South	GND	1976	152	0	1214	61	22
LK-1206155	Kimbulapitiya West	Kimbulapitiya West	GND	1703	42	0	1145	32	8
LK-1206160	Kimbulapitiya North	Kimbulapitiya North	GND	1639	49	0	649	23	3
LK-1206165	Kimbulapitiya South	Kimbulapitiya South	GND	3215	0	0	683	27	11
LK-1206170	Kimbulapitiya Central	Kimbulapitiya Central	GND	2923	15	17	984	118	1
LK-1206175	Andiambalama West	Andiambalama West	GND	5271	95	17	1092	106	1
LK-1206180	Walpola	Walpola	GND	1934	17	0	88	21	4
LK-1206185	Andiambalama East	Andiambalama East	GND	3054	29	20	301	69	0
LK-1206190	Dewamottawa	Dewamottawa	GND	3557	55	0	575	23	13
LK-1206195	Kovinna	Kovinna	GND	3399	44	124	316	10	0
LK-1206200	Evariwatta	Evariwatta	GND	3168	555	65	2071	139	0
LK-1206205	Air Force Camp	Air Force Camp	GND	905	0	0	43	0	6
LK-1206210	Kurana Katunayaka West	Kurana Katunayaka Central	GND	1389	41	0	715	1097	12
LK-1206215	Kurana Katunayaka North	Kurana Katunayaka North	GND	1230	22	0	936	633	12
LK-1206220	Kurana Katunayaka South	Kurana Katunayaka South	GND	738	19	12	542	328	0
LK-1206225	Katunayaka North	Katunayaka North	GND	615	36	0	1237	77	8
LK-1206230	Katunayaka South	Katunayaka South	GND	3396	134	29	983	145	1
LK-1206235	Walanagoda	Walanagoda	GND	1971	230	0	173	13	6
LK-1206240	Kalahapitiya	Kalahapitiya	GND	2190	23	17	85	46	0
LK-1206245	Madawala	Madawala	GND	2549	35	0	54	23	6
LK-1206250	Muthuwadiya	Muthuwadiya	GND	1128	71	0	173	101	5
LK-1206255	Liyanagemulla North	Liyanagemulla North	GND	3287	126	37	1076	113	3
LK-1206260	Liyanagemulla South	Liyanagemulla South	GND	2691	123	74	1140	321	0
LK-1206265	Amandoluwa	Amandoluwa	GND	5636	390	35	1978	217	17
LK-1206270	Thempala	Thempala	GND	1182	20	19	248	104	0
LK-1206275	Kuswala	Kuswala	GND	1615	22	363	297	74	0
LK-1206280	Ganepola	Ganepola	GND	1892	23	68	232	43	0
LK-1206285	Heenatiyana West	Heenatiyana West	GND	2660	18	0	32	0	7
LK-1206290	Heenatiyana South	Heenatiyana South	GND	2627	0	0	30	0	6
LK-1206295	Heenatiyana East	Heenatiyana East	GND	2244	0	0	31	12	5
LK-1206300	Raddolugama North A	Raddolugama North A	GND	582	37	98	187	36	2
LK-1206305	Raddolugama North	Raddolugama North	GND	608	33	200	203	64	0
LK-1206310	Raddolugama South	Raddolugama South	GND	888	69	275	284	62	1
LK-1206315	Raddolugama South A	Raddolugama South A	GND	939	33	181	270	75	4
LK-1206320	Raddoluwa North	Raddoluwa North	GND	2345	28	64	466	99	0
LK-1206325	Raddoluwa West	Raddoluwa West	GND	2474	43	40	458	161	6
LK-1206330	Seeduwa	Seeduwa	GND	1787	142	0	2570	545	95
LK-1206335	Mookalangamuwa West	Mookalangamuwa West	GND	1926	68	15	824	56	0
LK-1206340	Mookalangamuwa East	Mookalangamuwa East	GND	1298	74	0	602	47	11
LK-1206345	Bandarawatta East	Bandarawatta East	GND	644	15	19	614	111	0
LK-1206350	Bandarawatta West	Bandarawatta West	GND	3183	139	26	2015	209	0
LK-1206355	Dambaduraya	Dambaduraya	GND	666	12	0	895	74	6
LK-1206360	Raddoluwa South	Raddoluwa South	GND	2467	70	32	564	185	12
LK-1206365	Lansiyawadiya	Lansiyawadiya	GND	2033	17	19	407	71	0
LK-1206370	Kotugoda	Kotugoda	GND	1305	65	26	1507	93	0
LK-1206375	Kasagahawatta	Kasagahawatta	GND	1110	20	12	661	44	3
LK-1206380	Udammita North	Udammita North	GND	1530	15	0	109	27	8
LK-1206385	Alawathupitiya	Alawathupitiya	GND	832	15	0	337	45	5
LK-1206390	Udammita South	Udammita South	GND	760	30	0	723	15	4
LK-1206395	Ambalammulla	Ambalammulla	GND	1831	61	0	610	54	7
LK-1209	Divulapitiya	Divulapitiya	DSD	133909	744	67	20222	1339	676
LK-1209005	Andimulla	Andimulla	GND	268	0	0	1183	44	6
LK-1209010	Ambalayaya	Ambalayaya	GND	291	0	0	908	31	10
LK-1209015	Bolagala	Bolagala	GND	449	0	0	260	0	5
LK-1209020	Otharawadiya	Otharawadiya	GND	455	0	0	482	0	5
LK-1209025	Godigamuwa West	Godigamuwa West	GND	746	0	0	121	0	10
LK-1209030	Godigamuwa East	Godigamuwa East	GND	1457	19	0	182	13	0
LK-1209035	Balawala	Balawala	GND	474	18	0	39	0	1
LK-1209040	Badalgama	Badalgama	GND	1166	38	0	191	19	2
LK-1209045	Delpakadawara	Delpakadawara	GND	359	0	0	132	0	11
LK-1209050	Siringapathawatta	Siringapathawatta	GND	246	32	0	39	0	6
LK-1209055	Pethigoda	Pethigoda	GND	1581	0	0	174	0	7
LK-1209060	Alugolla	Alugolla	GND	1391	65	0	99	14	1
LK-1209065	Polwatta	Polwatta	GND	1168	0	11	49	0	5
LK-1209070	Polhena	Polhena	GND	926	0	0	94	25	0
LK-1209075	Mellawagedara	Mellawagedara	GND	1486	20	0	125	0	1
LK-1209080	Diklanda	Diklanda	GND	653	0	0	79	0	7
LK-1209085	Katukenda	Katukenda	GND	1474	46	0	154	62	0
LK-1209090	Akarangaha	Akarangaha	GND	1126	0	0	34	0	5
LK-1209095	Kehelella West	Kehelella West	GND	968	0	0	29	0	2
LK-1209100	Lihiniyagammana	Lihiniyagammana	GND	946	12	0	73	0	5
LK-1209105	Akaragama East	Akaragama East	GND	851	0	0	53	0	4
LK-1209110	Akaragama West	Akaragama West	GND	1701	0	0	50	0	10
LK-1209115	Akaragama North	Akaragama North	GND	1265	10	0	153	0	0
LK-1209120	Pahala Madampella	Pahala Madampella	GND	834	0	0	949	12	5
LK-1209125	Halpe 1	Halpe	GND	812	18	11	1531	43	0
LK-1209130	Kaluwarippuwa East - Uthura	Kaluwarippuwa East - Uthura	GND	605	59	0	1117	90	2
LK-1209135	Kongodamulla North	Kongodamulla North	GND	172	0	0	740	0	8
LK-1209140	Kongodamulla West	Kongodamulla West	GND	332	0	0	1457	36	1
LK-1209145	Kongodamulla South	Kongodamulla South	GND	315	35	0	1194	22	3
LK-1209150	Kongodamulla East	Kongodamulla East	GND	474	0	0	1296	49	5
LK-1209155	Ihala Madampella North	Ihala Madampella North	GND	823	15	0	47	0	0
LK-1209160	Ihala Madampella West	Ihala Madampella West	GND	1130	0	0	15	0	1
LK-1209165	Ihala Madampella East	Ihala Madampella East	GND	959	0	0	29	0	0
LK-1209170	Ihalagama	Ihalagama	GND	788	0	0	45	0	0
LK-1209175	Kehelella South	Kehelella South	GND	1553	0	0	27	0	6
LK-1209180	Kehelella North	Kehelella North	GND	979	0	0	26	10	2
