region_id	region_name	region_name_in_data	region_ent_type	buddhist	hindu	islam	roman_catholic	other_christian	other
LK-6154035	Pahala Waraddana	Pahala Waraddana	GND	1109	0	19	13	0	3
LK-6154040	Rangama	Rangama	GND	1182	0	58	27	0	5
LK-6154045	Wellawa	Wellawa	GND	1542	16	30	106	0	9
LK-6154050	Ginikarawa	Ginikarawa	GND	1199	19	31	32	0	2
LK-6154055	Pahala Hadirawalana	Pahala Hadirawalana	GND	333	18	673	0	0	3
LK-6154060	Thalatuwa	Thalatuwa	GND	1021	0	28	21	20	6
LK-6154065	Rikillagamuwa	Rikillagamuwa	GND	1153	0	0	0	0	13
LK-6154070	Dematagolla	Dematagolla	GND	765	22	0	0	0	8
LK-6154075	Budanapitiya	Budanapitiya	GND	1496	79	276	13	39	0
LK-6154080	Hadirawalana Ihala	Hadirawalana Ihala	GND	307	54	682	0	0	1
LK-6154085	Mahakandegama	Mahakandegama	GND	776	17	19	0	15	4
LK-6154090	Alakoladeniya	Alakoladeniya	GND	1667	78	15	42	15	0
LK-6154095	Bamunugedara	Bamunugedara	GND	2466	28	389	63	0	5
LK-6154100	Kurunegala Town - North East	Kurunegala Town - North East	GND	2665	61	514	109	51	1
LK-6154105	Kurunegala Town - North	Kurunegala Town - North	GND	875	54	370	55	0	0
LK-6154110	Gangoda	Gangoda	GND	1492	99	191	73	0	3
LK-6154115	Vilgoda	Vilgoda	GND	1427	15	25	52	0	7
LK-6154120	Heraliyawala	Heraliyawala	GND	2124	91	76	152	15	0
LK-6154125	Bamunawala	Bamunawala	GND	2887	15	567	194	202	0
LK-6154130	Malkaduwawa	Malkaduwawa	GND	2219	28	89	127	20	0
LK-6154135	Malkaduwawa South	Malkaduwawa South	GND	1009	21	397	70	0	5
LK-6154140	Malkaduwawa North	Malkaduwawa North	GND	1179	44	668	81	0	0
LK-6154145	Kurunegala Town - West	Kurunegala Town - West	GND	3632	114	570	304	27	2
LK-6154150	Iluppugedara	Iluppugedara	GND	1789	1083	318	146	86	0
LK-6154155	Kurunegala Town - Central	Kurunegala Town - Central	GND	923	57	138	38	0	0
LK-6154160	Kurunegala Town - Bazaar	Kurunegala Town - Bazaar	GND	107	13	71	0	0	5
LK-6154165	Gettuwana	Gettuwana	GND	1574	17	33	25	21	0
LK-6154170	Kurunegala Town - East	Kurunegala Town - East	GND	1418	151	116	13	0	3
LK-6154175	Theliyagonna	Theliyagonna	GND	551	113	2225	18	20	0
LK-6154180	Udawalpola	Udawalpola	GND	1153	19	17	69	0	3
LK-6154185	Kurunegala Town - South	Kurunegala Town - South	GND	2237	25	50	58	16	0
LK-6154190	Veherabenda	Veherabenda	GND	591	0	1162	0	0	13
LK-6154195	Henamulla	Henamulla	GND	1382	0	0	28	28	8
LK-6154200	Wehera East	Wehera East	GND	1448	16	0	0	0	24
LK-6154205	Wehera West	Wehera West	GND	1495	0	10	12	10	4
LK-6154210	Akaragana North	Akaragana North	GND	901	0	0	12	0	16
LK-6154215	Wanduragala	Wanduragala	GND	758	0	0	52	43	8
LK-6154220	Rathgalla	Rathgalla	GND	1538	0	0	57	0	11
LK-6154225	Boyagane	Boyagane	GND	1319	0	0	32	0	12
LK-6154230	Akaragana South	Akaragana South	GND	1409	10	14	19	0	4
LK-6154235	Vilbawa	Vilbawa	GND	1630	0	0	13	0	2
LK-6154240	Nailiya	Nailiya	GND	1989	0	70	12	0	9
LK-6154245	Madithiyawala	Madithiyawala	GND	2536	0	20	173	65	6
LK-6154250	Thorawathura	Thorawathura	GND	1527	0	38	34	0	13
LK-6154255	Mathawa	Mathawa	GND	1963	0	389	25	15	8
LK-6154260	Attanapitiya	Attanapitiya	GND	796	0	0	0	11	12
LK-6154265	Pahala Thalampitiya	Pahala Thalampitiya	GND	578	0	0	95	168	0
LK-6154270	Kudumbuwa	Kudumbuwa	GND	936	88	0	52	346	0
LK-6157	Mallawapitiya	Mallawapitiya	DSD	46464	936	9963	994	844	290
LK-6157005	Meddegama West	Meddegama West	GND	1142	0	0	0	0	11
LK-6157010	Udagama	Udagama	GND	943	0	0	0	0	4
LK-6157015	Pillawa	Pillawa	GND	1543	10	220	30	11	0
LK-6157020	Hengawa	Hengawa	GND	1037	0	0	17	28	7
LK-6157025	Narampola	Narampola	GND	1420	16	66	31	0	7
LK-6157030	Ranawana	Ranawana	GND	1146	0	0	28	0	23
LK-6157035	Kahatapitiya	Kahatapitiya	GND	741	0	0	0	14	15
LK-6157040	Meddegama East	Meddegama East	GND	768	0	0	0	23	6
LK-6157045	Maraluwawa	Maraluwawa	GND	1918	40	41	65	24	0
LK-6157050	Pahala Gettuwana	Pahala Gattuwana	GND	1301	0	27	12	10	8
LK-6157055	Thorayaya	Thorayaya	GND	1920	47	1459	70	175	0
LK-6157060	Kuda Kowana	Kuda Kowana	GND	1627	0	0	15	19	12
LK-6157065	Kowana	Kowana	GND	1035	0	0	0	0	3
LK-6157070	Denagamuwa	Denagamuwa	GND	946	17	199	25	15	0
LK-6157075	Yaggapitiya	Yaggapitiya	GND	544	0	0	14	0	18
LK-6157080	Mehiella North	Mehiella North	GND	1619	60	361	71	0	1
LK-6157085	Hewana	Hewana	GND	788	34	1648	11	0	4
LK-6157090	Uyandana	Uyandana	GND	1565	0	0	13	0	20
LK-6157095	Mehiella South	Mehiella South	GND	1737	13	111	64	0	6
LK-6157100	Mallawapitiya	Mallawapitiya	GND	390	68	4442	33	10	0
LK-6157105	Millawa	Millawa	GND	3121	19	186	134	0	5
LK-6157110	Kolapelalikanda	Kolapelalikanda	GND	310	188	998	16	32	0
LK-6157115	Doratiyawa	Doratiyawa	GND	2018	13	15	18	0	5
LK-6157120	Messagammana	Messagammana	GND	765	0	0	11	11	14
LK-6157125	Hewapola	Hewapola	GND	1520	0	0	30	12	5
LK-6157130	Manel Oluwa	Manel Oluwa	GND	700	11	0	20	0	0
LK-6157135	Walpolakanda North	Walpolakanda North	GND	453	0	0	0	0	4
LK-6157140	Walpolakanda South	Walpolakanda South	GND	571	0	0	0	0	2
LK-6157145	Indulgoda	Indulgoda	GND	973	0	0	0	0	12
LK-6157150	Konpala	Konpala	GND	959	0	0	0	0	3
LK-6157155	Dembepola	Dembepola	GND	624	41	0	0	0	0
LK-6157160	Bodhigama	Bodhigama	GND	596	0	0	0	0	15
LK-6157165	Thiragama	Thiragama	GND	885	0	120	21	0	8
LK-6157170	Bogamuwa	Bogamuwa	GND	1088	0	17	0	0	13
LK-6157175	Werawella	Werawella	GND	616	0	0	0	0	8
LK-6157180	Indulgodakanda	Indulgodakanda	GND	1274	182	0	32	0	6
LK-6157185	Morathenna	Morathenna	GND	341	177	0	0	0	0
LK-6157190	Katupitiya North	Katupitiya North	GND	719	0	0	0	13	6
LK-6157195	Katupitiya South	Katupitiya South	GND	910	0	0	0	0	6
LK-6157200	Ihala Thalampitiya	Ihala Thalampitiya	GND	757	0	29	82	19	1
LK-6157205	Wattegedara	Wattegedara	GND	796	0	0	44	116	3
LK-6157210	Koralegedara	Koralegedara	GND	667	0	24	0	0	20
LK-6157215	Mahagama	Mahagama	GND	623	0	0	87	312	6
LK-6157220	Belgoda	Belgoda	GND	775	0	0	0	0	2
LK-6157225	Belgodakanda	Belgoda Kanda	GND	273	0	0	0	0	1
LK-6160	Mawathagama	Mawathagama	DSD	57291	2966	8754	787	763	306
LK-6160005	Kongaswala	Kongaswala	GND	1648	24	16	13	23	0
LK-6160010	Barandana	Barandana	GND	1028	20	14	14	0	8
LK-6160015	Wewagedara	Wewagedara	GND	893	0	0	0	0	1
LK-6160020	Etagahawela	Etagahawela	GND	1307	0	0	18	0	4
LK-6160025	Galapitamulla	Galapitamulla	GND	1707	0	0	46	14	7
LK-6160030	Hidagolla	Hidagolla	GND	1287	14	0	29	11	1
LK-6160035	Udanagama	Udanagama	GND	535	0	0	0	0	1
LK-6160040	Tharapotha	Tharapotha	GND	1195	0	0	25	0	13
LK-6160045	Tigola	Tigola	GND	1002	0	0	0	0	5
LK-6160050	Arampola Watta North	Arampola Watta North	GND	867	0	0	0	0	0
LK-6160055	Arampola Watta South	Arampola Watta South	GND	790	0	0	13	0	5
LK-6160060	Ellagonna	Ellagonna	GND	501	0	0	0	0	10
LK-6160065	Pothubowa	Pothubowa	GND	745	0	0	0	0	3
LK-6160070	Madawa	Madawa	GND	1624	57	97	11	13	0
LK-6160075	Kanduboda	Kanduboda	GND	626	0	0	0	0	14
LK-6160080	Kahandawelipotha	Kahandawelipotha	GND	1434	0	0	30	13	3
LK-6160085	Maswewa	Maswewa	GND	583	0	263	11	0	7
LK-6160090	Pilessa Ihalagama	Pilessa Ihalagama	GND	855	21	26	24	0	5
LK-6160095	Pilessa Pahalagama	Pilessa Pahalagama	GND	561	0	0	0	0	13
LK-6160100	Henepola	Henepola	GND	949	12	53	0	0	7
LK-6160105	Maralanda	Maralanda	GND	1157	50	121	29	16	0
LK-6160110	Arampola	Arampola	GND	1208	30	0	18	0	12
LK-6160115	Delgolla Watta North	Delgolla Watta North	GND	1442	49	170	11	24	0
LK-6160120	Nawa Pothubowa	Nawa Pothubowa	GND	1020	0	0	0	0	1
LK-6160125	Welikumbura	Welikumbura	GND	898	191	0	34	38	5
LK-6160130	Ilukewela North	Ilukewela North	GND	633	269	771	81	109	0
LK-6160135	Mawathagama	Mawathagama	GND	2087	583	61	99	77	0
LK-6160140	Delgolla Watta South	Delgolla Watta South	GND	768	45	0	17	0	11
LK-6160145	Mawathagama North	Mawathagama North	GND	995	183	64	57	29	0
LK-6160150	Mee/ Pallegama East	Mee/Pallegama East	GND	669	0	0	11	30	5
LK-6160155	Bulathwatta	Bulathwatta	GND	318	0	0	0	0	1
LK-6160160	Rathneggama	Rathneggama	GND	563	0	0	0	0	1
LK-6160165	Yatiwala	Yatiwala	GND	359	0	19	0	0	9
LK-6160170	Mee/Pallegama West	Mee/ Pallegama West	GND	859	0	0	0	0	6
LK-6160175	Mee/Medagamgoda	Mee/ Medagamgoda	GND	338	0	0	0	0	12
LK-6160180	Mee/Wambugamgoda	Mee/ Wambugamgoda	GND	284	0	0	17	250	0
LK-6160185	Mawathagama West	Mawathagama West	GND	482	18	12	27	11	0
LK-6160190	Samodagama	Samodagama	GND	368	24	109	27	13	0
LK-6160195	Ilukewela South	Ilukewela South	GND	484	41	579	29	0	1
LK-6160200	Ihala Weligepola	Ihala Weligepola	GND	466	34	1838	0	16	0
LK-6160205	Akade	Akade	GND	624	0	0	0	0	0
LK-6160210	Waraddana	Waraddana	GND	830	0	0	0	0	1
LK-6160215	Wadiyagoda	Wadiyagoda	GND	1031	12	16	17	0	0
LK-6160220	Bandaragala	Bandaragala	GND	1288	18	254	0	0	9
LK-6160225	Singhapura	Singhapura	GND	20	18	1528	0	0	15
LK-6160230	Paragahadeniya	Paragahadeniya	GND	85	23	2454	0	18	2
LK-6160235	Delpaddana	Delpaddana	GND	645	0	234	10	0	9
LK-6160240	Kotikapala	Kotikapala	GND	788	153	0	0	0	13
LK-6160245	Kotikapola Ihalagama	Kotikapola Ihalagama	GND	804	16	27	0	0	1
LK-6160250	Mawathagama South	Mawathagama South	GND	1229	264	0	33	38	0
LK-6160255	Meddegamgoda	Meddegamgoda	GND	443	142	0	0	0	7
LK-6160260	Mee/Udagama	Mee/Udagama	GND	1055	447	0	0	10	0
LK-6160265	Gonagaldeniya	Gonagaldeniya	GND	375	46	0	0	0	0
LK-6160270	Gonagala	Gonagala	GND	651	0	0	0	0	5
LK-6160275	Dunukewatta	Dunukewatta	GND	846	0	0	0	0	2
LK-6160280	Kalugamuwa	Kalugamuwa	GND	806	0	0	0	0	10
LK-6160285	Watareka	Watareka	GND	1341	0	0	0	0	0
LK-6160290	Katugampalagedara	Katugampalagedara	GND	564	0	0	0	0	0
LK-6160295	Kahapathwala North	Kahapathwala North	GND	677	116	0	13	10	0
LK-6160300	Malandeniya	Malandeniya	GND	1064	36	0	23	0	6
LK-6160305	Kahapathwala	Kahapathwala	GND	1134	0	28	0	0	10
LK-6160310	Hettipola	Hettipola	GND	842	10	0	0	0	13
LK-6160315	Boyagoda	Boyagoda	GND	564	0	0	0	0	7
LK-6160320	Udakottamulla	Udakottamulla	GND	707	0	0	0	0	1
LK-6160325	Metibokka	Metibokka	GND	713	0	0	0	0	14
LK-6160330	Kossinna	Kossinna	GND	500	0	0	0	0	1
LK-6160335	Eriminna	Eriminna	GND	517	0	0	0	0	4
LK-6160340	Uda Iguruwatta	Uda Inguruwatta	GND	369	0	0	0	0	1
LK-6160345	Kandehena	Kandehena	GND	420	0	0	0	0	4
LK-6160350	Uggalpaya	Uggalpaya	GND	531	0	0	0	0	0
LK-6160355	Halwahala	Halwahala	GND	293	0	0	0	0	0
LK-6163	Rideegama	Rideegama	DSD	80308	2575	12357	332	49	339
LK-6163005	Paragaswewa	Paragaswewa	GND	469	0	0	0	0	1
LK-6163010	Adapola	Adapola	GND	1078	0	0	0	0	5
LK-6163015	Udakendawala	Udakendawala	GND	863	0	0	0	0	2
LK-6163020	Katiyawa	Katiyawa	GND	1101	0	0	0	0	0
LK-6163025	Udahena	Udahena	GND	767	0	0	0	0	0
LK-6163030	Wanduressa	Wanduressa	GND	998	0	0	0	0	4
LK-6163035	Meepitiya	Meepitiya	GND	646	0	0	0	0	5
LK-6163040	Kanugolla	Kanugolla	GND	858	0	0	0	0	0
LK-6163045	Koswatta	Koswatta	GND	980	0	0	0	0	1
LK-6163050	Dodangahakotuwa	Dodangahakotuwa	GND	361	0	0	0	0	5
LK-6163055	Wegama	Wegama	GND	856	0	0	0	0	0
LK-6163060	Gopallawa	Gopallawa	GND	780	0	0	11	0	3
LK-6163065	Rathvita	Rathvita	GND	789	0	0	0	0	4
LK-6163070	Balawattala	Balawattala	GND	1521	0	293	0	0	12
LK-6163075	Udattapola Pahala	Udattapola Pahala	GND	847	0	0	20	0	0
LK-6163080	Ihala Udattapola	Ihala Udattapola	GND	753	0	0	0	0	3
LK-6163085	Kotuhena	Kotuhena	GND	1035	0	0	0	0	2
LK-6163090	Kelemulla	Kelemulla	GND	716	0	0	0	0	3
LK-6163095	Nithulpitiya	Nithulpitiya	GND	785	0	0	0	0	0
LK-6163100	Kandupalatha	Kandupalatha	GND	556	0	0	0	0	1
LK-6163105	Diniminiyathenna	Diniminiyathenna	GND	920	33	0	37	0	0
LK-6163110	Minirangama	Minirangama	GND	943	0	0	0	0	8
LK-6163115	Alakolamada	Alakolamada	GND	798	0	0	0	0	3
LK-6163120	Korossa	Korossa	GND	2002	0	0	0	0	0
LK-6163125	Dodamgasalanada	Dodamgaslanda	GND	528	0	0	0	0	8
LK-6163130	Kothalawalagama	Kothalawalagama	GND	1147	0	0	13	0	2
LK-6163135	Nuwarayaya	Nuwarayaya	GND	750	0	293	0	0	6
LK-6163140	Lihiniwehera	Lihiniwehera	GND	1685	93	241	0	0	3
LK-6163145	Wewegedara	Wewegedara	GND	1463	32	74	0	0	4
LK-6163150	Rambukandana	Rambukandana	GND	289	110	1390	0	0	14
LK-6163155	Warakawehera	Warakawehera	GND	716	234	470	21	39	0
LK-6163160	Rideegama	Rideegama	GND	1455	40	0	0	0	7
LK-6163165	Madithiyawa	Madithiyawa	GND	971	0	0	0	0	6
LK-6163170	Thelambugalla	Thelambugalla	GND	112	10	1301	0	0	0
LK-6163175	Reddagoda	Reddagoda	GND	375	439	0	118	0	0
LK-6163180	Pallehorombuwa	Pallehorombuwa	GND	884	21	0	0	0	8
LK-6163185	Ginihiriya	Ginihiriya	GND	1136	0	0	0	0	3
LK-6163190	Palleyaya	Palleyaya	GND	826	0	0	0	0	1
LK-6163195	Kahahena	Kahahena	GND	713	0	0	0	0	0
LK-6163200	Udahorombuwa	Udahorombuwa	GND	579	0	0	0	0	0
LK-6163205	Jankure	Jankure	GND	278	34	0	0	0	2
LK-6163210	Rambadagalla	Rambadagalla	GND	1997	15	73	0	0	2
LK-6163215	Nahalla	Nahalla	GND	1699	14	0	0	0	6
LK-6163220	Olagama	Olagama	GND	554	0	0	0	0	5
LK-6163225	Morathiha	Morathiha	GND	984	0	0	0	0	3
LK-6163230	Hunugalkadulla	Hunugalkadulla	GND	1116	0	0	0	0	13
LK-6163235	Kavisigamuwa	Kavisigamuwa	GND	1158	0	0	0	0	4
LK-6163240	Doranepola	Doranepola	GND	444	0	0	0	0	0
LK-6163245	Hunupolagedara	Hunupolagedara	GND	863	0	0	0	0	2
LK-6163250	Kuthurumahana	Kukurumahana	GND	723	0	0	0	0	2
LK-6163255	Dedurunadeegama	Dedurunadeegama	GND	571	0	0	0	0	1
LK-6163260	Karandagolla	Karandagolla	GND	890	0	0	0	0	8
LK-6163265	Ambakote	Ambakote	GND	831	18	0	0	0	2
LK-6163270	Kosgollepola	Kosgollepola	GND	592	0	0	0	0	3
LK-6163275	Kandepola	Kandepola	GND	156	0	0	0	0	0
LK-6163280	Gabadagama	Gabadagama	GND	299	0	0	0	0	1
LK-6163285	Kandegedara	Kandegedara	GND	745	13	0	0	0	0
LK-6163290	Haliyamulla	Haliyamulla	GND	120	250	1089	0	0	7
LK-6163295	Welikanda	Welikanda	GND	154	129	78	0	0	9
LK-6163300	Kithulwala	Kithulwala	GND	384	104	0	0	0	6
LK-6163305	Delvita	Delvita	GND	835	68	0	0	0	4
LK-6163310	Goraka Ela	Goraka Ela	GND	427	0	0	0	0	2
LK-6163315	Pallekanda	Pallekanda	GND	772	0	0	0	0	0
LK-6163320	Kalugahathenna	Kalugahathenna	GND	400	0	0	0	0	0
LK-6163325	Kiribathgalla	Kiribathgalla	GND	699	0	0	0	0	0
LK-6163330	Bambaragahakanda	Bambaragahakanda	GND	566	0	0	0	0	0
LK-6163335	Kithulgolla	Kithulgolla	GND	390	0	0	0	0	0
LK-6163340	Eriyagolla	Eriyagolla	GND	882	0	0	0	0	7
LK-6163345	Gurumada	Gurumada	GND	38	35	569	0	0	0
LK-6163350	Polwatta	Polwatta	GND	19	146	875	0	0	1
LK-6163355	Panagamuwa	Panagamuwa	GND	14	0	611	0	0	0
LK-6163360	Pitiyegedara	Pitiyegedara	GND	0	0	766	0	0	2
LK-6163365	Hadiramulla	Hadiramulla	GND	62	33	1569	0	0	7
LK-6163370	Ogodapola	Ogodapola	GND	947	22	198	0	0	0
LK-6163375	Ranthetikanda	Ranthetikanda	GND	272	0	0	0	0	0
LK-6163380	Gonamada	Gonamada	GND	328	0	0	0	0	0
LK-6163385	Buluwalakanda	Buluwalakanda	GND	269	0	0	0	0	1
LK-6163390	Buluwala	Buluwala	GND	699	0	0	0	0	5
LK-6163395	Hewenpola	Hawenpola	GND	1002	149	0	47	0	6
LK-6163400	Kongoda	Kongoda	GND	563	0	0	0	0	5
LK-6163405	Akkara Panaha	Akkara Panaha	GND	725	0	0	0	0	4
LK-6163410	Welagedara	Welagedara	GND	1119	20	0	0	0	2
LK-6163415	Paliella	Paliella	GND	527	11	528	0	0	3
LK-6163420	Metiyampotha	Metiyampotha	GND	185	0	1119	0	0	7
LK-6163425	Gonadeniya	Gonadeniya	GND	633	0	0	0	0	6
LK-6163430	Medakanda	Medakanda	GND	172	0	0	0	0	0
LK-6163435	Medagama	Medagama	GND	680	0	0	0	0	0
LK-6163440	Nelaulla	Nelaulla	GND	702	0	0	0	0	4
LK-6163445	Malbe	Malbe	GND	801	0	0	0	0	7
LK-6163450	Mahawela	Mahawela	GND	1559	70	115	0	0	0
LK-6163455	Gallawa	Gallawa	GND	1009	0	0	0	0	2
LK-6163460	Mirissala	Mirissala	GND	516	0	0	0	0	4
LK-6163465	Dunumawa	Dunumawa	GND	462	0	0	0	0	2
LK-6163470	Galbindinaela	Galbindinaela	GND	416	0	0	0	0	1
LK-6163475	Kosgolla	Kosgolla	GND	470	25	0	0	0	1
LK-6163480	Pihimbuwa	Pihimbuwa	GND	737	59	0	0	0	8
LK-6163485	Maspotha	Maspotha	GND	574	0	0	0	0	2
LK-6163490	Erepolakanda	Erepolakanda	GND	152	0	0	0	0	0
LK-6163495	Siyambalangamuwa	Siyambalangamuwa	GND	701	0	0	0	0	6
LK-6163500	Thalgaspitiya	Thalgaspitiya	GND	34	25	663	0	0	0
LK-6163505	Jakaduwa	Jakaduwa	GND	606	0	0	65	0	3
LK-6163510	Balagala	Balagala	GND	632	0	0	0	0	3
LK-6163515	Pussella	Pussella	GND	1016	11	0	0	10	5
LK-6163520	Pusselikanda	Pusselikanda	GND	366	0	0	0	0	0
LK-6163525	Gonigoda	Gonigoda	GND	798	0	0	0	0	3
LK-6163530	Meeliyadda	Meeliyadda	GND	753	0	0	0	0	8
LK-6163535	Kanadeniyawala	Kanadeniyawala	GND	619	285	0	0	0	2
LK-6163540	Ganegoda	Ganegoda	GND	497	0	32	0	0	6
LK-6163545	Bogamuwa	Bogamuwa	GND	1014	14	10	0	0	2
LK-6163550	Kurukeppitiya	Kurukeppitiya	GND	561	0	0	0	0	1
LK-6163555	Paragoda	Paragoda	GND	661	13	0	0	0	2
LK-6163560	Ikiriwatta	Ikiriwatta	GND	846	0	0	0	0	0
LK-6163565	Niyangama	Niyangama	GND	972	0	0	0	0	5
LK-6166	Weerabugedara	Weerambugedara	DSD	35523	24	39	646	125	233
LK-6166005	Lokahettiya	Lokahettiya	GND	428	0	0	0	0	1
LK-6166010	Medagama	Medagama	GND	1076	0	0	0	0	0
LK-6166015	Pathinwatta	Pathinwatta	GND	791	0	0	0	0	5
LK-6166020	Bamunugedara	Bamunugedara	GND	704	0	0	0	0	4
LK-6166025	Gallehera	Gallehera	GND	650	0	0	0	0	5
LK-6166030	Kadadunna	Kadadunna	GND	479	0	0	0	0	5
LK-6166035	Weerambugedara	Weerambugedara	GND	1213	0	0	11	0	5
LK-6166040	Gonawa	Gonawa	GND	915	12	0	0	0	4
LK-6166045	Yalawa	Yalawa	GND	1105	0	0	20	0	4
LK-6166050	Madawala North	Madawala North	GND	546	0	0	0	0	15
LK-6166055	Sandagala South	Sandagala South	GND	798	0	0	0	0	16
LK-6166060	Sandagala North	Sandagala North	GND	809	0	0	0	0	11
LK-6166065	Damunugala	Damunugala	GND	657	0	0	11	0	6
LK-6166070	Piduruwella	Piduruwella	GND	1679	0	14	63	33	4
LK-6166075	Clovis Watta	Clovis Watta	GND	1173	0	0	38	0	20
LK-6166080	Madawala South	Madawala South	GND	829	0	0	0	20	10
LK-6166085	Mudunna	Mudunna	GND	843	0	0	0	0	5
LK-6166090	Hanwella	Hanwella	GND	742	0	0	24	0	3
LK-6166095	Huruggamuwa	Huruggamuwa	GND	1131	0	0	0	0	6
LK-6166100	Ginipenda	Ginipenda	GND	833	0	0	0	0	15
LK-6166105	Kalugamuwa	Kalugamuwa	GND	1289	0	0	78	0	4
LK-6166110	Yanthampola	Yanthampola	GND	530	0	0	0	0	1
LK-6166115	Bulupitiya	Bulupitiya	GND	802	0	0	76	0	2
LK-6166120	Uhumeeya	Uhumeeya	GND	1464	0	10	33	18	8
LK-6166125	Wewelpola	Wewelpola	GND	598	0	0	0	0	2
LK-6166130	Ranjanagama	Ranjanagama	GND	1533	0	0	53	0	7
LK-6166135	Kanumale	Kanumale	GND	2325	12	15	127	21	1
LK-6166140	Godavita	Godavita	GND	1029	0	0	15	0	1
LK-6166145	Ambahera	Ambahera	GND	1197	0	0	23	0	13
LK-6166150	Galabadagama	Galabadagama	GND	731	0	0	0	0	0
LK-6166155	Dehikumbura	Dehikumbura	GND	1484	0	0	53	21	7
LK-6166160	Poogalla	Poogalla	GND	830	0	0	21	12	0
LK-6166165	Udugama	Udugama	GND	609	0	0	0	0	6
LK-6166170	Thammita	Thammita	GND	620	0	0	0	0	10
LK-6166175	Parakumbura	Parakumbura	GND	1062	0	0	0	0	7
LK-6166180	Algama	Algama	GND	770	0	0	0	0	13
LK-6166185	Kaduruwella	Kaduruwella	GND	561	0	0	0	0	1
LK-6166190	Sevendana	Sevendana	GND	688	0	0	0	0	6
LK-6169	Kuliyapitiya East	Kuliyapitiya East	DSD	39425	169	21049	313	22	245
LK-6169005	Karangamuwa	Karangamuwa	GND	1191	0	0	27	0	4
LK-6169010	Dalupothagama	Dalupothagama	GND	1211	0	63	0	0	1
LK-6169015	Polpitiya	Polpitiya	GND	1418	0	0	21	0	1
LK-6169020	Pothuwewa	Pothuwewa	GND	1017	0	0	0	0	7
LK-6169025	Kotadeniyawa	Kotadeniyawa	GND	1123	0	13	0	0	5
LK-6169030	Thelahera	Thelahera	GND	797	0	0	0	0	1
LK-6169035	Nettipolagedara	Nettipolagedara	GND	549	11	938	0	0	2
LK-6169040	Arakyala	Arakyala	GND	55	21	2996	0	0	4
LK-6169045	Thoranegedara	Thoranegedara	GND	451	0	810	19	0	1
LK-6169050	Medelpola	Medelpola	GND	1294	15	64	0	0	3
LK-6169055	Pothuhera	Pothuhera	GND	430	0	1745	0	0	4
LK-6169060	Kekunagolla	Kekunagolla	GND	87	31	4193	0	0	11
LK-6169065	Dehigama	Dehigama	GND	1123	0	674	0	0	10
LK-6169070	Siyambalagaskotuwa	Siyambalagaskotuwa	GND	43	0	3175	0	0	13
LK-6169075	Ambahenwewa	Ambahenwewa	GND	46	0	1650	0	11	11
LK-6169080	Bogamulla	Bogamulla	GND	786	0	0	0	0	15
LK-6169085	Andigedara	Andigedara	GND	916	0	0	0	0	4
LK-6169090	Karagahagedara	Karagahagedara	GND	1010	19	0	0	0	5
LK-6169095	Bogahapitiya	Bogahapitiya	GND	986	0	36	0	0	9
LK-6169100	Kureekotuwa	Kureekotuwa	GND	38	0	1618	0	0	0
LK-6169105	Alahitiyawa	Alahitiyawa	GND	886	0	385	0	0	9
LK-6169110	Godagama	Godagama	GND	992	0	0	0	0	13
LK-6169115	Thalliyadda	Thalliyadda	GND	1530	0	0	40	0	3
LK-6169120	Konduruwapola	Konduruwapola	GND	867	0	0	0	0	9
LK-6169125	Barigoda	Barigoda	GND	1493	0	95	182	11	5
LK-6169130	Ganangamuwa	Ganangamuwa	GND	1108	15	0	0	0	5
LK-6169135	Bihalpola	Bihalpola	GND	899	0	0	0	0	10
LK-6169140	Udagedara	Udagedara	GND	1126	0	0	0	0	2
LK-6169145	Horombawa	Horombawa	GND	2824	18	442	24	0	8
LK-6169150	Molligoda	Molligoda	GND	791	14	971	0	0	8
LK-6169155	Kosgolla	Kosgolla	GND	985	25	823	0	0	4
LK-6169160	Mahagama	Mahagama	GND	749	0	0	0	0	3
LK-6169165	Nakkawatta	Nakkawatta	GND	846	0	0	0	0	0
LK-6169170	Hewanellagara	Hewanellagaraya	GND	775	0	0	0	0	5
LK-6169175	Ihala Muruthenge	Ihala Muruthenge	GND	1400	0	0	0	0	12
LK-6169180	Pahala Muruthenge	Pahala Muruthenge	GND	779	0	0	0	0	8
LK-6169185	Galgammulla	Galgammulla	GND	1012	0	0	0	0	4
LK-6169190	Ranasgalla	Ranasgalla	GND	520	0	0	0	0	2
LK-6169195	Wakkunuwala	Wakkunuwala	GND	575	0	39	0	0	1
LK-6169200	Etampola	Etampola	GND	931	0	0	0	0	3
LK-6169205	Rathneheruwa	Rathneheruwa	GND	691	0	0	0	0	4
LK-6169210	Deekirikewa	Deekirikewa	GND	774	0	198	0	0	4
LK-6169215	Panavitiya	Panavitiya	GND	952	0	121	0	0	7
LK-6169220	Dethawa	Dethawa	GND	664	0	0	0	0	5
LK-6169225	Saliyala	Saliyala	GND	685	0	0	0	0	0
LK-6172	Kuliyapitiya West	Kuliyapitiya West	DSD	74412	547	2402	4066	792	368
LK-6172005	Katuwella	Katuwella	GND	506	0	0	0	0	5
LK-6172010	Pahala Elathalawa	Pahala Elathalawa	GND	1443	0	0	56	0	6
LK-6172015	Mawela	Mawela	GND	507	0	0	0	0	3
LK-6172020	Koshena	Koshena	GND	1330	0	0	96	18	4
LK-6172025	Pahala Galpola	Pahala Galpola	GND	1288	0	0	18	0	1
