region_id	region_name	region_ent_type	total_value	electricity_grid	kerosene_lamp	solar_grid	solar_standalone	bio_gas	generator	other
LK-3233105	Wathukolakanda East	gnd	301	299	2	0	0	0	0	0
LK-3245015	Walbulugahahena	gnd	301	293	8	0	0	0	0	0
LK-4203120	Tharapuram West	gnd	301	294	7	0	0	0	0	0
LK-4306085	Mahakachchakodiya	gnd	301	299	2	0	0	0	0	0
LK-5110045	Poolakadu	gnd	301	240	61	0	0	0	0	0
LK-5224125	Kalmunai 02B	gnd	301	295	5	1	0	0	0	0
LK-6118110	Unagolla	gnd	301	296	5	0	0	0	0	0
LK-6127010	Thaladapitiya	gnd	301	291	8	0	0	0	0	2
LK-6130310	Mahamookalanyaya	gnd	301	298	3	0	0	0	0	0
LK-6145005	Kahatavila	gnd	301	300	1	0	0	0	0	0
LK-6157065	Kowana	gnd	301	293	6	0	1	0	0	1
LK-6163030	Wanduressa	gnd	301	293	5	0	1	0	0	2
LK-6172160	Anukkane	gnd	301	297	4	0	0	0	0	0
LK-6175005	Ihala Weerakodiyana	gnd	301	294	6	1	0	0	0	0
LK-6175030	Habarawewa	gnd	301	298	2	1	0	0	0	0
LK-6187010	Amunugama	gnd	301	300	1	0	0	0	0	0
LK-7121060	Kumbukgollewa	gnd	301	288	13	0	0	0	0	0
LK-7203020	Rathmale	gnd	301	285	10	1	0	0	0	5
LK-7215145	Kuruppu Junction	gnd	301	299	1	0	0	1	0	0
LK-8112095	Beramada	gnd	301	285	14	1	1	0	0	0
LK-8206190	Obbegoda	gnd	301	299	1	1	0	0	0	0
LK-8209060	Kalugahawadiya	gnd	301	291	10	0	0	0	0	0
LK-8212220	Minipura	gnd	301	296	5	0	0	0	0	0
LK-9209095	Asmadala	gnd	301	292	6	0	0	0	0	3
LK-9221010	Galapitamada	gnd	301	294	7	0	0	0	0	0
LK-1209605	Assennawatta West	gnd	300	293	7	0	0	0	0	0
LK-1224220	Bulugahagoda East	gnd	300	299	0	1	0	0	0	0
LK-1230185	Meddegama South	gnd	300	298	2	0	0	0	0	0
LK-1303335	Pattieliya	gnd	300	299	0	1	0	0	0	0
LK-1315025	Bellapitiya West	gnd	300	299	1	0	0	0	0	0
LK-1327125	Thudugala East	gnd	300	284	16	0	0	0	0	0
LK-2106305	Diwanawatta	gnd	300	299	1	0	0	0	0	0
LK-2133200	Wathuwala	gnd	300	297	2	0	0	0	0	1
LK-2203205	Ihala Bambawa	gnd	300	299	1	0	0	0	0	0
LK-2230235	Kandenuwara West	gnd	300	292	8	0	0	0	0	0
LK-2309265	Walapane	gnd	300	292	5	0	0	0	0	3
LK-3139205	Kongaha	gnd	300	300	0	0	0	0	0	0
LK-3145095	Ganegoda	gnd	300	299	0	1	0	0	0	0
LK-3245110	Kapugama West	gnd	300	298	2	0	0	0	0	0
LK-3324130	Siyambalamuraya	gnd	300	293	5	0	0	0	0	2
LK-4112060	Vithakapuram	gnd	300	298	2	0	0	0	0	0
LK-4306075	Mahamylankulama	gnd	300	291	6	0	1	0	0	2
LK-5121085	Karaiyakkantivu	gnd	300	282	17	0	0	0	0	1
LK-5127020	Kirankulam Central	gnd	300	296	4	0	0	0	0	0
LK-5230040	Ninthavur 15	gnd	300	293	1	6	0	0	0	0
LK-6109105	Hiddewa	gnd	300	295	2	0	0	0	0	3
LK-6136200	Habarawa	gnd	300	292	7	0	1	0	0	0
LK-6175205	Kumbukgahamulla	gnd	300	298	1	0	1	0	0	0
LK-6230080	Wairankattuwa	gnd	300	293	6	1	0	0	0	0
LK-6245015	Udasirigama	gnd	300	296	4	0	0	0	0	0
LK-7151085	Wannammaduwa	gnd	300	292	8	0	0	0	0	0
LK-7215015	Wijayabahupura	gnd	300	299	1	0	0	0	0	0
LK-8127285	Dangamuwa	gnd	300	295	3	0	1	0	1	0
LK-8212235	Wijayapura	gnd	300	286	11	0	3	0	0	0
LK-9212185	Udumagama	gnd	300	298	2	0	0	0	0	0
LK-9218350	Kudapallegama	gnd	300	297	3	0	0	0	0	0
LK-1215125	Minuwangoda North	gnd	299	299	0	0	0	0	0	0
LK-1306295	Kimmanthudawa	gnd	299	293	5	0	0	0	0	1
LK-1339185	Pelawatta	gnd	299	299	0	0	0	0	0	0
LK-2127035	Wavinna	gnd	299	295	4	0	0	0	0	0
LK-2145050	Pussathenna	gnd	299	295	4	0	0	0	0	0
LK-2206085	Kumbukkandanwala	gnd	299	298	1	0	0	0	0	0
LK-2206140	Welangolla	gnd	299	285	14	0	0	0	0	0
LK-2218245	Pandivita Welagama	gnd	299	295	2	1	1	0	0	0
LK-2315075	Kehelwarawa	gnd	299	293	6	0	0	0	0	0
LK-3103025	Bodhimaluwa	gnd	299	293	5	0	0	0	0	1
LK-3127045	Ellakanda Wathurawa	gnd	299	293	4	0	0	0	0	2
LK-3136110	Pinkanda	gnd	299	299	0	0	0	0	0	0
LK-3139130	Dadalla East	gnd	299	297	2	0	0	0	0	0
LK-3148020	Nakiyadeniya North	gnd	299	293	6	0	0	0	0	0
LK-3230155	Kongala South	gnd	299	296	3	0	0	0	0	0
LK-4130125	Madduvil Centre	gnd	299	296	3	0	0	0	0	0
LK-5136180	Periyakallar 01	gnd	299	294	4	1	0	0	0	0
LK-6118130	Kadigawa Track 3	gnd	299	297	1	0	1	0	0	0
LK-6151120	Wawagedara	gnd	299	296	3	0	0	0	0	0
LK-6172225	Mahimpitiya	gnd	299	297	1	1	0	0	0	0
LK-6187005	Ahugoda East	gnd	299	298	1	0	0	0	0	0
LK-6187345	Godigamuwa	gnd	299	292	7	0	0	0	0	0
LK-6218100	Mundalama	gnd	299	295	4	0	0	0	0	0
LK-7118190	Mahakanadarawa R. B. Track 01	gnd	299	296	3	0	0	0	0	0
LK-9115165	Pagalovita	gnd	299	287	12	0	0	0	0	0
LK-9209255	Ganthuna Udagama	gnd	299	293	5	0	1	0	0	0
LK-9215160	Alawala	gnd	299	291	7	0	1	0	0	0
LK-1209310	Kadawala	gnd	298	294	3	0	0	0	0	1
LK-1209585	Wewagedara	gnd	298	292	5	1	0	0	0	0
LK-1212420	Hanchapola	gnd	298	296	2	0	0	0	0	0
LK-1227615	Bopetta	gnd	298	295	2	0	1	0	0	0
LK-1321310	Alwiswatta	gnd	298	290	2	5	1	0	0	0
LK-1324310	Kaluwamodara North	gnd	298	297	1	0	0	0	0	0
LK-1330235	Andawala	gnd	298	296	2	0	0	0	0	0
LK-2112040	Mahakumbura	gnd	298	295	2	0	0	0	0	1
LK-2124060	Randiwela	gnd	298	286	10	0	2	0	0	0
LK-2133035	Bothota	gnd	298	294	3	0	1	0	0	0
LK-2133060	Attaragama South	gnd	298	293	5	0	0	0	0	0
LK-2136200	Pahala Rathmeewala	gnd	298	293	3	0	0	0	0	2
LK-2136295	Kudaoya	gnd	298	286	8	0	0	0	0	4
LK-2136385	Ranawana	gnd	298	297	1	0	0	0	0	0
LK-2139140	Sangabogama	gnd	298	295	1	1	0	0	0	1
LK-2139450	Hathnagoda	gnd	298	297	0	0	0	0	0	1
LK-2154005	Kohowala	gnd	298	293	5	0	0	0	0	0
LK-3121050	Ebalagedara North	gnd	298	294	2	0	0	0	0	2
LK-3221175	Kapuwatta	gnd	298	298	0	0	0	0	0	0
LK-3318130	Gajanayakagama	gnd	298	280	10	0	0	0	0	8
LK-3333060	Pattiyapola East	gnd	298	289	9	0	0	0	0	0
LK-4412055	Muththuaiyankaddukulam	gnd	298	272	21	0	1	1	0	3
LK-6124070	Thambare	gnd	298	292	5	1	0	0	0	0
LK-6127400	Hangamuwa	gnd	298	295	3	0	0	0	0	0
LK-6139080	Kahatagaswewa	gnd	298	284	14	0	0	0	0	0
LK-6145150	Panduwasnuwara	gnd	298	289	9	0	0	0	0	0
LK-6181030	Dangolla	gnd	298	295	3	0	0	0	0	0
LK-6184030	Pannala	gnd	298	295	1	1	0	0	0	1
LK-7206190	Wijayarajapura	gnd	298	293	4	0	1	0	0	0
LK-7210015	Katuwanvila West	gnd	298	289	9	0	0	0	0	0
LK-7210130	Ginidamana	gnd	298	295	3	0	0	0	0	0
LK-8106105	Nagadeepa	gnd	298	282	16	0	0	0	0	0
LK-9221025	Mahakanda	gnd	298	291	7	0	0	0	0	0
LK-9221035	Lewangama North	gnd	298	296	2	0	0	0	0	0
LK-9221045	Morathota	gnd	298	298	0	0	0	0	0	0
LK-9233125	Magala	gnd	298	290	6	1	1	0	0	0
LK-1209555	Bomugammana South	gnd	297	296	0	1	0	0	0	0
LK-1212230	Neligama	gnd	297	296	0	0	1	0	0	0
LK-1227685	Kirikittamulla South	gnd	297	297	0	0	0	0	0	0
LK-1230275	Anuragoda South	gnd	297	296	1	0	0	0	0	0
LK-1230435	Senasungoda	gnd	297	293	2	0	1	0	0	1
LK-1309255	Gal Edandugoda	gnd	297	295	1	0	1	0	0	0
LK-2106020	Egodamulla South	gnd	297	294	2	0	0	0	0	1
LK-2106025	Pahala Kithulgolla	gnd	297	297	0	0	0	0	0	0
LK-2136250	Mangalagama	gnd	297	295	1	0	0	0	0	1
LK-2309255	Egodakanda	gnd	297	290	2	0	0	0	0	5
LK-2315150	Vidulipura South	gnd	297	291	4	0	0	0	0	2
LK-3109155	Karandeniya South	gnd	297	291	5	0	0	0	0	1
LK-3127095	Ganegama North	gnd	297	295	2	0	0	0	0	0
LK-3133095	Hirewatta	gnd	297	296	0	0	1	0	0	0
LK-3145260	Handugoda	gnd	297	296	1	0	0	0	0	0
LK-3203050	Alapaladeniya South	gnd	297	291	5	0	0	0	0	1
LK-3315080	Modara Piliwala	gnd	297	293	2	0	2	0	0	0
LK-4512080	Pallavarayankattu	gnd	297	286	9	2	0	0	0	0
LK-5216015	Central Camp 03	gnd	297	296	1	0	0	0	0	0
LK-5321010	Ganthalawa Unit 12	gnd	297	291	2	0	0	0	0	4
LK-6136205	Ambakadawara	gnd	297	293	2	0	0	1	0	1
LK-6139150	Holambalewa	gnd	297	295	1	0	0	0	0	1
LK-6139160	Kattapitiya	gnd	297	294	3	0	0	0	0	0
LK-6175025	Wathuwatta	gnd	297	294	3	0	0	0	0	0
LK-6184300	Udagankanda	gnd	297	281	16	0	0	0	0	0
LK-6209105	Thewanuwara	gnd	297	284	13	0	0	0	0	0
LK-6227070	Wendakaduwa	gnd	297	280	17	0	0	0	0	0
LK-6230095	Arachchikattuwa East	gnd	297	296	0	0	0	0	1	0
LK-6236185	Ihalagama	gnd	297	293	1	2	0	0	0	1
LK-6239055	Galamuna	gnd	297	284	13	0	0	0	0	0
LK-6245170	Boralessa North	gnd	297	293	3	1	0	0	0	0
LK-7209070	Senanayakapura	gnd	297	290	6	0	0	0	0	1
LK-7215080	Palugasdamana 03 Ela	gnd	297	291	3	0	0	0	2	1
LK-8203120	Kotagama	gnd	297	284	11	0	0	0	0	2
LK-9145005	Paragahamaditta	gnd	297	293	2	2	0	0	0	0
LK-1209165	Ihala Madampella East	gnd	296	293	3	0	0	0	0	0
LK-1212690	Mottunna West	gnd	296	290	5	0	0	0	0	1
LK-1230395	Yakambe	gnd	296	293	3	0	0	0	0	0
LK-1312235	Mahagama West	gnd	296	293	3	0	0	0	0	0
LK-2139065	Belungala	gnd	296	294	1	0	0	0	0	1
LK-3115055	Godamuna South	gnd	296	293	3	0	0	0	0	0
LK-3128010	Indurupathvila	gnd	296	293	3	0	0	0	0	0
LK-3130100	Waduwelivitiya	gnd	296	296	0	0	0	0	0	0
LK-3151060	Wathawana	gnd	296	290	3	1	0	0	0	2
LK-3151155	Thittagalla East	gnd	296	288	8	0	0	0	0	0
LK-3309190	Gonagamuwa	gnd	296	294	2	0	0	0	0	0
LK-3321235	Weeraketiya West	gnd	296	293	3	0	0	0	0	0
LK-5221030	Pandiruppu 01	gnd	296	291	2	2	1	0	0	0
LK-5221060	Pandiruppu 02C	gnd	296	293	3	0	0	0	0	0
LK-5221090	Natpiddimunai (T.P ) 03	gnd	296	295	1	0	0	0	0	0
LK-6124235	Pahala Balalla	gnd	296	292	4	0	0	0	0	0
LK-6124335	Palugaswewa	gnd	296	279	15	0	0	0	1	1
LK-6142255	Pahala Kadigamuwa	gnd	296	289	7	0	0	0	0	0
LK-6160100	Henepola	gnd	296	295	0	1	0	0	0	0
LK-6163010	Adapola	gnd	296	293	3	0	0	0	0	0
LK-6163085	Kotuhena	gnd	296	292	4	0	0	0	0	0
LK-6172165	Beminigalla	gnd	296	281	12	0	0	0	0	3
LK-6187150	Egalla	gnd	296	293	3	0	0	0	0	0
LK-6233125	Puliyankadawara	gnd	296	290	6	0	0	0	0	0
LK-7112080	Helambawewa	gnd	296	244	50	1	1	0	0	0
LK-7148085	Rajjallegama	gnd	296	295	1	0	0	0	0	0
LK-7166035	Gonadeniyagama	gnd	296	283	12	0	0	0	0	1
LK-7215045	Damana Gemunupura	gnd	296	287	1	0	0	1	0	7
LK-8115040	Pussellawa	gnd	296	294	1	0	0	0	0	1
LK-8130190	Pahalayalkumbura	gnd	296	293	3	0	0	0	0	0
LK-8212005	Nape	gnd	296	281	15	0	0	0	0	0
LK-9203140	Walalgoda	gnd	296	292	2	1	0	0	0	1
LK-9206280	Ambadeniya	gnd	296	280	10	0	0	0	0	6
LK-1209180	Kehelella North	gnd	295	292	3	0	0	0	0	0
LK-1212355	Newgala	gnd	295	291	3	0	1	0	0	0
LK-1215330	Burullapitiya	gnd	295	284	1	7	2	0	0	1
LK-1227290	Pitiyegedara	gnd	295	293	0	2	0	0	0	0
LK-1233130	Balivila	gnd	295	293	2	0	0	0	0	0
LK-1330190	Dippita	gnd	295	292	3	0	0	0	0	0
LK-2103135	Gunadaha	gnd	295	294	0	0	0	0	0	1
LK-2136465	Madarangoda	gnd	295	284	3	6	1	0	0	1
LK-2139455	Ketakumbura	gnd	295	293	2	0	0	0	0	0
LK-2145040	Kossinna	gnd	295	294	1	0	0	0	0	0
LK-2154065	Karagala	gnd	295	292	2	0	0	0	1	0
LK-3106245	Kandegoda	gnd	295	292	0	0	3	0	0	0
LK-3112060	Goluwamulla North	gnd	295	295	0	0	0	0	0	0
LK-3121140	Ihala Lelwala	gnd	295	295	0	0	0	0	0	0
LK-3124145	Gonadeniya South	gnd	295	285	10	0	0	0	0	0
LK-3139010	Ukwatta West	gnd	295	295	0	0	0	0	0	0
LK-3142100	Holuwagoda	gnd	295	291	3	1	0	0	0	0
LK-3148045	Udumalagala	gnd	295	292	3	0	0	0	0	0
LK-3218125	Diyalape	gnd	295	290	5	0	0	0	0	0
LK-3306160	Jayagama	gnd	295	268	22	0	0	0	0	5
LK-3324180	Pangamvilayaya	gnd	295	292	2	0	1	0	0	0
LK-4312040	Kanthasamy Nagar	gnd	295	289	5	0	1	0	0	0
LK-5121045	Ayiththiyamalai South	gnd	295	266	26	0	1	0	2	0
LK-5133050	Vanninagar	gnd	295	287	7	0	0	0	0	1
LK-5230015	Ninthavur 12	gnd	295	265	14	16	0	0	0	0
LK-5321025	Wanela West	gnd	295	291	2	0	0	0	0	2
LK-5327175	Paddithidal	gnd	295	267	17	0	0	0	0	11
LK-6130250	Kiribamuna	gnd	295	294	1	0	0	0	0	0
LK-6136015	Kelegama	gnd	295	290	5	0	0	0	0	0
LK-6163135	Nuwarayaya	gnd	295	288	5	0	0	0	0	2
LK-6163545	Bogamuwa	gnd	295	290	2	0	0	0	0	3
LK-6175115	Ihalagama North	gnd	295	290	3	0	1	0	0	1
LK-6212070	Welewewa South	gnd	295	290	2	0	0	0	0	3
LK-6227015	Siyambalagaswewa	gnd	295	278	16	0	0	0	0	1
LK-7121165	Weligollewa	gnd	295	286	9	0	0	0	0	0
LK-7130030	Doramadalawa	gnd	295	272	20	0	1	0	0	2
LK-7139165	Mihiripura	gnd	295	285	9	0	0	1	0	0
LK-8203200	Medipitiya	gnd	295	280	15	0	0	0	0	0
LK-9121035	Madola	gnd	295	286	9	0	0	0	0	0
LK-9121085	Hattella Egoda	gnd	295	287	6	0	0	0	0	2
LK-1212260	Indiparape	gnd	294	291	2	0	0	0	0	1
LK-1230460	Parathapakanda	gnd	294	288	6	0	0	0	0	0
LK-2133205	Uyanwatta	gnd	294	291	1	1	0	0	0	1
LK-2139160	Yalegoda East	gnd	294	291	1	0	0	0	1	1
LK-2139435	Dehipagoda West	gnd	294	289	5	0	0	0	0	0
LK-2306300	Labuhena	gnd	294	292	1	0	0	0	0	1
LK-2309135	Mulhalkele	gnd	294	291	3	0	0	0	0	0
LK-3142065	Opatha	gnd	294	291	2	0	1	0	0	0
LK-3154095	Pitidoowa	gnd	294	293	1	0	0	0	0	0
LK-3212050	Neralampitiya	gnd	294	293	1	0	0	0	0	0
LK-3212180	Meepavita	gnd	294	291	3	0	0	0	0	0
LK-3224035	Horagoda East	gnd	294	287	4	0	0	0	0	3
LK-3242290	Eliyakanda North	gnd	294	293	0	1	0	0	0	0
LK-3318190	Julamulla	gnd	294	288	6	0	0	0	0	0
LK-4203155	Sinnakadai	gnd	294	289	4	0	0	0	1	0
LK-6109020	Bongama	gnd	294	279	11	0	2	0	0	2
LK-6148120	Anukkanhena	gnd	294	286	8	0	0	0	0	0
LK-6175095	Kattimahana	gnd	294	291	1	2	0	0	0	0
LK-6236050	Thambagalla Watta	gnd	294	293	1	0	0	0	0	0
LK-6239220	Horagolla South	gnd	294	284	0	10	0	0	0	0
LK-7127130	Hurulunikawewa Track-03	gnd	294	293	1	0	0	0	0	0
LK-7148050	Korakahawewa	gnd	294	285	6	0	1	0	0	2
LK-7148180	Galmaduwa	gnd	294	291	3	0	0	0	0	0
LK-7151170	Labunoruwa	gnd	294	279	14	0	1	0	0	0
LK-7166010	Balaluwewa 2	gnd	294	292	2	0	0	0	0	0
LK-7210150	Aluthwewa	gnd	294	290	4	0	0	0	0	0
LK-8112055	Wewathenna	gnd	294	294	0	0	0	0	0	0
LK-8127175	Kirawanagama	gnd	294	289	4	0	1	0	0	0
LK-9115175	Amuwathugoda	gnd	294	291	3	0	0	0	0	0
LK-9115195	Ulupitiya	gnd	294	282	12	0	0	0	0	0
LK-9121005	Polwattahena	gnd	294	287	4	0	1	0	0	2
LK-9209230	Thelleka	gnd	294	286	6	0	0	0	0	2
LK-9212235	Eregama	gnd	294	290	3	0	0	0	0	1
LK-9215245	Hathnapitiya	gnd	294	288	6	0	0	0	0	0
LK-9224075	Dedugala	gnd	294	290	3	0	1	0	0	0
LK-1215225	Yatagama	gnd	293	290	2	0	0	0	0	1
LK-1227060	Humbutiyawa	gnd	293	288	3	0	0	0	0	2
LK-1339005	Pannila South	gnd	293	291	1	0	0	0	0	1
LK-2124355	Galambalama	gnd	293	289	4	0	0	0	0	0
LK-2145160	Haputhale Egodagama	gnd	293	291	1	0	0	0	0	1
LK-2206135	Ihala Ereula	gnd	293	288	4	0	1	0	0	0
LK-3121145	Panagoda	gnd	293	289	3	0	0	0	0	1
LK-3148185	Hiriyamalkumbura	gnd	293	288	4	0	0	0	0	1
LK-3239220	Thudella	gnd	293	292	0	0	0	0	0	1
LK-3248075	Rathmale	gnd	293	290	1	1	1	0	0	0
LK-4127130	Puloly North East	gnd	293	288	4	0	0	0	0	1
LK-5130110	Thanthamalai	gnd	293	247	46	0	0	0	0	0
LK-5136005	Kurukkalmadam North	gnd	293	279	13	0	0	0	0	1
LK-6103095	Sangabopura	gnd	293	283	8	0	2	0	0	0
LK-6115005	Palugolla Track 10 A	gnd	293	285	6	0	2	0	0	0
LK-6130185	Wewalagama	gnd	293	285	8	0	0	0	0	0
LK-6133045	Kalatuwagama	gnd	293	291	2	0	0	0	0	0
LK-6148070	Rathmalla	gnd	293	286	7	0	0	0	0	0
LK-6184165	Medagampola	gnd	293	285	6	0	1	0	0	1
LK-6233195	Pitipana North	gnd	293	293	0	0	0	0	0	0
LK-6239135	Ihala Koswadiya	gnd	293	289	4	0	0	0	0	0
LK-7127015	Kataranpuraya	gnd	293	290	3	0	0	0	0	0
LK-7203220	Nagapokuna	gnd	293	292	1	0	0	0	0	0
LK-7206100	Nagarapura	gnd	293	292	0	0	0	0	0	1
LK-8118015	Kahataruppa	gnd	293	285	6	0	1	0	0	1
LK-8119040	Alakolagala	gnd	293	284	9	0	0	0	0	0
LK-9215235	Ruggahathenna	gnd	293	289	2	0	0	0	0	2
LK-9227105	Polpitiya	gnd	293	281	10	0	1	0	0	1
LK-1212650	Radawadunna Central	gnd	292	289	3	0	0	0	0	0
LK-1312040	Halwathura	gnd	292	281	11	0	0	0	0	0
LK-1321165	Diyagama	gnd	292	291	1	0	0	0	0	0
LK-1324145	Idiriligoda	gnd	292	292	0	0	0	0	0	0
LK-2145225	Udamailapitiya North	gnd	292	291	1	0	0	0	0	0
LK-2203210	Siyambalagahawela	gnd	292	286	5	0	0	0	0	1
LK-2215075	Mediyapola	gnd	292	291	1	0	0	0	0	0
LK-3115015	Hattaka	gnd	292	291	1	0	0	0	0	0
LK-3148190	Polpagoda West	gnd	292	285	7	0	0	0	0	0
LK-3154010	Bonavistawa	gnd	292	290	1	0	0	0	0	1
LK-3203005	Kalubovitiyana	gnd	292	282	9	0	0	0	0	1
LK-3215100	Vilpita East 11	gnd	292	287	3	0	1	0	0	1
LK-3248050	Wehella	gnd	292	289	2	1	0	0	0	0
LK-3325235	Galahitiya East	gnd	292	287	4	0	1	0	0	0
LK-3333290	Unakooruwa West	gnd	292	288	4	0	0	0	0	0
LK-4115125	Erlalai Centre	gnd	292	288	2	2	0	0	0	0
LK-4118100	Avarangal East	gnd	292	281	11	0	0	0	0	0
LK-5206030	Hagamwela	gnd	292	269	21	0	0	0	1	1
LK-5212155	Komariya	gnd	292	290	2	0	0	0	0	0
LK-5218240	Kallarichchel 01	gnd	292	287	5	0	0	0	0	0
LK-5312015	Mahadiulwewa Stage 2	gnd	292	279	9	1	0	0	0	3
LK-6121170	Kumbukwewa	gnd	292	282	9	0	0	0	0	1
LK-6130035	Gurussa	gnd	292	284	5	2	0	0	0	1
LK-6139120	Walaswewa	gnd	292	288	4	0	0	0	0	0
LK-6145280	Akarawatta	gnd	292	291	1	0	0	0	0	0
LK-6160195	Ilukewela South	gnd	292	288	1	0	0	0	0	3
LK-6169095	Bogahapitiya	gnd	292	288	4	0	0	0	0	0
LK-6215015	Sella Kandal	gnd	292	287	5	0	0	0	0	0
LK-6233245	Kakkapalliya	gnd	292	291	1	0	0	0	0	0
LK-6236115	Uraliya	gnd	292	290	2	0	0	0	0	0
LK-7145100	Thispanepura	gnd	292	288	4	0	0	0	0	0
LK-7157035	Senadhiriyagama	gnd	292	285	7	0	0	0	0	0
LK-7215100	Palugasdamana North	gnd	292	285	7	0	0	0	0	0
LK-7218135	Kumaraella	gnd	292	288	3	1	0	0	0	0
LK-8112015	Kandakepoo Ulpotha	gnd	292	287	5	0	0	0	0	0
LK-8115075	Yatilellagama	gnd	292	290	2	0	0	0	0	0
LK-8118040	Madugasthalawa South	gnd	292	278	8	0	0	0	0	6
LK-8136050	Galtenhena	gnd	292	284	8	0	0	0	0	0
LK-8209040	Senapathiya	gnd	292	285	7	0	0	0	0	0
LK-9121040	Udawela	gnd	292	289	2	0	0	0	0	1
LK-9203440	Waragoda	gnd	292	287	2	0	0	0	0	3
LK-9209240	Aranayaka	gnd	292	288	3	0	0	0	0	1
LK-1212505	Kotadeniya	gnd	291	281	9	0	0	0	0	1
LK-1212595	Galgamuwa East	gnd	291	288	2	1	0	0	0	0
LK-1227325	Thiriwanegama North	gnd	291	288	1	1	1	0	0	0
LK-1312115	Bulathsinhala Central	gnd	291	289	2	0	0	0	0	0
LK-1321370	Rajawatta Parana Kotasa	gnd	291	290	0	0	0	0	0	1
LK-2139540	Thalawathura	gnd	291	289	1	0	0	0	0	1
LK-2203100	Bambaragaswewa	gnd	291	287	4	0	0	0	0	0
LK-2218110	Makulgaharuppa	gnd	291	290	0	0	1	0	0	0
LK-2315085	Hambakanda	gnd	291	289	1	0	0	0	0	1
LK-3115135	Manampita	gnd	291	291	0	0	0	0	0	0
LK-3127210	Balagoda	gnd	291	289	1	0	0	0	0	1
LK-3145270	Wanchawala	gnd	291	291	0	0	0	0	0	0
LK-3148125	Uduwella	gnd	291	285	5	0	0	0	0	1
LK-3230165	Kongala West	gnd	291	288	3	0	0	0	0	0
LK-3318015	Rathmalwala	gnd	291	289	2	0	0	0	0	0
LK-3318220	Angunakolapelessa	gnd	291	288	2	0	0	0	1	0
LK-3324240	Wathukanda	gnd	291	281	10	0	0	0	0	0
LK-3330180	Kambussawala East	gnd	291	286	3	0	1	0	0	1
LK-3333255	Pallikkudawa Urban	gnd	291	290	1	0	0	0	0	0
LK-5212120	Gemunupura	gnd	291	289	1	1	0	0	0	0
LK-5233160	Deegawapie 02	gnd	291	276	7	0	7	0	0	1
LK-6127260	Bakmeewewa	gnd	291	285	6	0	0	0	0	0
LK-6127310	Polgahangoda	gnd	291	281	10	0	0	0	0	0
LK-6130010	Kimbulwana Oya	gnd	291	288	1	0	1	0	0	1
LK-6145190	Barampola	gnd	291	286	5	0	0	0	0	0
LK-6163045	Koswatta	gnd	291	288	3	0	0	0	0	0
LK-6163225	Morathiha	gnd	291	286	4	0	0	0	0	1
LK-6187360	Tenpana	gnd	291	285	6	0	0	0	0	0
LK-7130020	Mahakanadarawa L.B. Track 01	gnd	291	285	6	0	0	0	0	0
LK-8115060	Ledgerwatta	gnd	291	282	6	0	0	0	0	3
LK-8127185	Pannalawela	gnd	291	287	4	0	0	0	0	0
LK-9203075	Walgama	gnd	291	287	4	0	0	0	0	0
LK-9212270	Higgoda	gnd	291	287	2	0	0	0	0	2
LK-1212040	Hapugahagedara	gnd	290	287	3	0	0	0	0	0
LK-1212095	Maveehena	gnd	290	282	8	0	0	0	0	0
LK-1215260	Pethiyagoda North	gnd	290	285	4	0	0	0	0	1
LK-2106230	Dombagammana	gnd	290	287	3	0	0	0	0	0
LK-2127110	Maharathenna East	gnd	290	288	1	0	0	0	0	1
LK-2145300	Galagoda	gnd	290	285	3	0	0	0	0	2
LK-2218085	Parana Dombawela	gnd	290	286	4	0	0	0	0	0
LK-2233320	Ulpathapitiya	gnd	290	277	13	0	0	0	0	0
LK-2307640	Elamulla	gnd	290	272	17	0	0	0	0	1
LK-3121125	Pahala Gigummaduwa	gnd	290	287	2	0	0	0	0	1
LK-3233005	Ovitigamuwa South	gnd	290	290	0	0	0	0	0	0
LK-3248210	Pathegama Central	gnd	290	275	1	0	0	0	0	14
LK-3309215	Magama	gnd	290	287	2	1	0	0	0	0
LK-3333155	Kahandamodara	gnd	290	272	12	0	1	0	0	5
LK-4112150	Varuthalaivilan	gnd	290	284	6	0	0	0	0	0
LK-5221010	Periyaneelavanai  01A	gnd	290	287	3	0	0	0	0	0
LK-5239045	Aligambai	gnd	290	276	12	0	0	0	0	2
LK-5248075	Pakkiyawatta 1	gnd	290	285	5	0	0	0	0	0
LK-5248115	Hijra Nagar	gnd	290	275	13	0	1	0	0	1
LK-6109095	Rathnadivulwewa	gnd	290	285	5	0	0	0	0	0
LK-6121205	Pahala Galapitiyagama	gnd	290	280	9	1	0	0	0	0
LK-6139095	Maulla	gnd	290	284	6	0	0	0	0	0
LK-6139100	Beliwewa	gnd	290	284	6	0	0	0	0	0
LK-6163515	Pussella	gnd	290	287	3	0	0	0	0	0
LK-6169110	Godagama	gnd	290	289	1	0	0	0	0	0
LK-6175145	Kanubichchiya	gnd	290	287	3	0	0	0	0	0
LK-6245220	Angampitiya East	gnd	290	290	0	0	0	0	0	0
LK-7109145	Walpola	gnd	290	272	17	0	0	0	1	0
LK-7203050	Kumaragama	gnd	290	288	2	0	0	0	0	0
LK-8203020	Nilgala	gnd	290	278	12	0	0	0	0	0
LK-9115120	Seelogama	gnd	290	288	2	0	0	0	0	0
LK-1212745	Dambutuwa	gnd	289	286	3	0	0	0	0	0
LK-1321420	Kalamulla East	gnd	289	287	1	1	0	0	0	0
