region_id	region_name	region_name_in_data	region_ent_type	occupied_housing_units
LK-5130035	Mahiladitivu South	Mahiladithivu South	GND	597
LK-5130040	Kokkadicholai	Kokkadichcholai	GND	558
LK-5130045	Munaikkadu South	Munaikkadu South	GND	311
LK-5130050	Kokkadicholai South	Kokkadichcholai South	GND	445
LK-5130055	Pandariyaveli	Pandariyaveli	GND	395
LK-5130060	Arasaditivu North	Arasaditivu North	GND	259
LK-5130065	Paddippalai	Paddippalai	GND	299
LK-5130070	Kuluvinamadu	Kuluvinamadu	GND	211
LK-5130075	Arasaditivu	Arasaditivu	GND	358
LK-5130080	Kadukkamunai	Kadukkamunai	GND	525
LK-5130085	Ampilanthurai North	Ampilanthurai North	GND	185
LK-5130090	Ampilanthurai	Ampilanthurai	GND	286
LK-5130095	Ampilanthurai West	Ampilanthurai West	GND	242
LK-5130100	Katchenai	Katchenai	GND	212
LK-5130105	Mavadimunmaari	Mavadimunmaari	GND	194
LK-5130110	Thanthamalai	Thanthamalai	GND	292
LK-5130115	Kachchakodi	Kachchakodi	GND	471
LK-5130120	Panichchiyadimunmari	Panichchiyadimunmari	GND	99
LK-5133	Porativu Pattu	Porativu Pattu	DSD	11378
LK-5133005	Selvapuram	Selvapuram	GND	330
LK-5133010	Vammiyadiyoottu	Vammiyadiyoottu	GND	490
LK-5133015	Thumpankerni (Y.F.S.)	Thumpankerni (Y.F.S)	GND	223
LK-5133020	Kalumunthanveli	Kalumunthanveli	GND	224
LK-5133025	Ganthipuram	Kanthipuram	GND	224
LK-5133030	Mavetkudah	Mavetkudah	GND	341
LK-5133035	Vipulananthapuram	Vipulananthapuram	GND	234
LK-5133040	Palugaamam I	Palugaamam I	GND	120
LK-5133045	Palugaamam II	Palugaamam II	GND	194
LK-5133050	Vanninagar	Vanninagar	GND	294
LK-5133055	Veeranchenai	Veeranchenai	GND	168
LK-5133060	Thumpankerni	Thumbankerny	GND	136
LK-5133065	Suravanayadiyoottu	Saravanaiyadiyoottu	GND	166
LK-5133070	Thikkodai	Thikkodai	GND	504
LK-5133075	Navagrinagar	Navakirinagar	GND	120
LK-5133080	Kannapuram	Kannapuram	GND	132
LK-5133085	Paalaiyadivaddai	Paalaiyadivaddai	GND	195
LK-5133090	Nellikkadu	Nellikkadu	GND	203
LK-5133095	Vivekananthapuram	Vivekananthapuram	GND	183
LK-5133100	Vellaveli	Vellaveli	GND	281
LK-5133105	Punnakkulam	Punnakkulam	GND	181
LK-5133110	Kovilporativu West	Kovilporativu West	GND	393
LK-5133115	Kovilporativu	Kovilporativu	GND	274
LK-5133120	Munaitivu	Munaitivu	GND	364
LK-5133125	Paddaapuram	Paddaapuram	GND	232
LK-5133130	Periyaporativu	Periyaporativu	GND	237
LK-5133135	Kovilporativu South	Kovilporativu South	GND	254
LK-5133140	Mandur 1 And 2 South	Mandur 1 &2 South	GND	279
LK-5133145	Mandur Kottamunai	Mandur Koddaimunai	GND	281
LK-5133150	Mandur 3	Mandur 3	GND	259
LK-5133155	Mandur 1 And 2 North	Mandur 1 &2 (North part)	GND	168
LK-5133160	Paalamunai	Paalamunai	GND	597
LK-5133165	Thampalawattai	Thambalawatta	GND	416
LK-5133170	Kaneshapuram	Ganeshapuram	GND	388
LK-5133175	Sangarpuram	Shangarpuram	GND	458
LK-5133180	Palachcholai	Palachcholai	GND	282
LK-5133185	Kaakkachchivaddai	Kaakkachchivaddai	GND	345
LK-5133190	Kannapuram East	Kannapuram East	GND	216
LK-5133195	Vilanthoddam	Vilanthoddam	GND	164
LK-5133200	Sinnawattai	Sinnawattai	GND	328
LK-5133205	Maalaiyarkaddu	Maalaiyarkaddu	GND	140
LK-5133210	Anaikaddiyaveli	Anaikaddiyaveli	GND	212
LK-5133215	Raanamadu	Raanamadu	GND	148
LK-5136	Manmunai South & Eruvil Pattu	Manmunai South & Eruvil pattu	DSD	16572
LK-5136005	Kurukkalmadam North	Kurukkalmadam North	GND	285
LK-5136010	Kurukkalmadam South	Kurukkalmadam South	GND	160
LK-5136015	Cheddipalayam North	Cheddipalayam North	GND	572
LK-5136020	Cheddipalayam South	Cheddipalayalam South	GND	509
LK-5136025	Mankadu	Mankadu	GND	486
LK-5136030	Thettativu North	Thettathivu North	GND	307
LK-5136035	Thettativu South	Thettathivu South	GND	172
LK-5136040	Thettativu South - 02	Thettathivu South 2	GND	283
LK-5136045	Thettativu South - 01	Thettathivu South 1	GND	244
LK-5136050	Kaluthawalai 1	Kaluthawalai 1	GND	473
LK-5136055	Kaluthawalai Central	Kaluthawalai Central	GND	306
LK-5136060	Kaluthawalai 2	Kaluthawalai 2	GND	281
LK-5136065	Kaluthawalai 3	Kaluthawalai 3	GND	313
LK-5136070	Kaluthawalai 4	Kaluthawalai 4	GND	476
LK-5136075	Kaluthawalai 4 Santhipuram	Kaluthavalai 04 Santhipuram	GND	460
LK-5136080	Kaluwanchikudy North 1	Kaluwanchikudy North 1	GND	506
LK-5136085	Kaluwanchikudy North	Kaluwanchikudy North	GND	313
LK-5136090	Paddiruppu	Paddiruppu	GND	266
LK-5136095	Eruvil North	Eruvil North	GND	423
LK-5136100	Kaluwanchikudy South	kaluwanchikudy South	GND	1022
LK-5136105	Onthachimadam North	Onthachimadam North	GND	624
LK-5136110	Eruvil East	Eruvil East	GND	745
LK-5136115	Eruvil South	Eruvil South	GND	516
LK-5136120	Kurumanvely 11 West	Kurumanvely 11West	GND	284
LK-5136125	Kurumanvely 11 East	Kurumanvely 11 East	GND	233
LK-5136130	Kurumanvely 12	Kurumanvely 12	GND	311
LK-5136135	Mahiloor West	Mahiloor West	GND	400
LK-5136140	Mahiloor South West	Mahiloor South West	GND	393
LK-5136145	Mahiloor East	Mahiloor East	GND	547
LK-5136150	Onthachimadam South	Onthachimadam South	GND	283
LK-5136155	Koddaikallar North	Koddaikallar North	GND	414
LK-5136160	Koddaikallar West	Koddaikallar West	GND	273
LK-5136165	Mahiloormunai	Mahiloor Munai	GND	290
LK-5136170	Koddaikallar East	Koddaikallar East	GND	249
LK-5136175	Koddaikallar South	Koddaikallar South	GND	227
LK-5136180	Periyakallar 01	Periyakallar 1	GND	263
LK-5136185	Periyakallar 01 South	Periyakallar 1 South	GND	256
LK-5136190	Periyakallar 02 West	Periyakallar 2 West	GND	334
LK-5136195	Periyakallar 02	Periyakallar 2	GND	246
LK-5136200	Periyakallar 03 South	Periyakallar 3 South	GND	356
LK-5136205	Periyakallar 03	Periyakallar 3	GND	216
LK-5136210	Thuraineelavanai North	Thuraineelavanai North	GND	367
LK-5136215	Thuraineelavanai North 01	Thuraineelavanai North 1	GND	221
LK-5136220	Thuraineelavanai South	Thuraineelavanai South	GND	249
LK-5136225	Thuraineelavanai South 01	Thuraineelavanai South1	GND	418
LK-52	Ampara	Ampara	DISTRICT	202861
LK-5203	Dehiattakandiya	Dehiattakandiya	DSD	18437
LK-5203005	Rideela	Rideela	GND	1270
LK-5203010	Bakmeedeniya	Bakmeedeniya	GND	1247
LK-5203015	Dehiattakandiya	Dehiattakandiya	GND	2571
LK-5203020	Kadirapura	Kadirapura	GND	3299
LK-5203025	Mawanagama	Mawanagama	GND	1243
LK-5203030	Lihiniyagama	Lihiniyagama	GND	1183
LK-5203035	Serupitiya	Serupitiya	GND	1229
LK-5203040	Sandamadulla	Sadamadulla	GND	1046
LK-5203045	Sandunpura	Sandunpura	GND	1461
LK-5203050	Paranagama	Paranagama	GND	1508
LK-5203055	Ihalagama	Ihalagama	GND	851
LK-5203060	Nawa Medagama	Nawa Medagama	GND	827
LK-5203065	Wewmedagama	Wewmedagama	GND	702
LK-5206	Padiyathalawa	Padiyathalawa	DSD	6260
LK-5206005	Galode	Galode	GND	381
LK-5206010	Palathuruwella	Palathuruwella	GND	281
LK-5206015	Pulungasmulla	Pulungasmulla	GND	335
LK-5206020	Serankada	Serankada	GND	350
LK-5206025	Unapana	Unapana	GND	177
LK-5206030	Hagamwela	Hagamwela	GND	292
LK-5206035	Kirawana	Kirawana	GND	444
LK-5206040	Padiyathalawa	Padiyathalawa	GND	463
LK-5206045	Thalapitaoya Left	Thalapitaoya Left	GND	272
LK-5206050	Saranagama	Saranagama	GND	316
LK-5206055	Pallegama	Pallegama	GND	274
LK-5206060	Moradeniya	Moradeniya	GND	375
LK-5206065	Thalapitaoya South	Thalapitaoya South	GND	220
LK-5206070	Holike	Holike	GND	316
LK-5206075	Kehelulla	Kehelulla	GND	377
LK-5206080	Miriswatta	Miriswatta	GND	282
LK-5206085	Kolamanthalawa	Kolamanthalawa	GND	270
LK-5206090	Dorakumbura	Dorakumbura	GND	248
LK-5206095	Marangala	Marangala	GND	306
LK-5206100	Komana	Komana	GND	281
LK-5209	Mahaoya	Mahaoya	DSD	6968
LK-5209005	Bogamuyaya	Bogamuyaya	GND	80
LK-5209010	Tempitiya	Tempitiya	GND	206
LK-5209015	Poolawala	Poolawala	GND	187
LK-5209020	Bedirekka	Bedirekka	GND	184
LK-5209025	Unuwathura Bubula	Unuwathura Bubula	GND	607
LK-5209030	Iddapola	Iddapola	GND	329
LK-5209035	Thepelpola	Thepelpola	GND	482
LK-5209040	Mahaoya	Mahaoya	GND	287
LK-5209045	Samagipura	Samagipura	GND	635
LK-5209050	Borapola	Borapola	GND	287
LK-5209055	Kelavinna	Kelavinna	GND	513
LK-5209060	Dambadeniya	Dambadeniya	GND	655
LK-5209065	Kekirihena	Kekirihena	GND	605
LK-5209070	Kudaharasgala	Kudaharasgala	GND	479
LK-5209075	Lahugala	Lahugala	GND	391
LK-5209080	Pollebedda	Pollebedda	GND	597
LK-5209085	Aranthalawa	Aranthalawa	GND	444
LK-5212	Uhana	Uhana	DSD	17326
LK-5212005	Piyangala	Piyangala	GND	163
LK-5212010	Nugelanda North	Nugelanda North	GND	221
LK-5212015	Nugelanda South	Nugelanda South	GND	216
LK-5212020	Bakkiella	Bakkiella	GND	124
LK-5212025	Rajagalathenna South	Rajagalathenna South	GND	340
LK-5212030	Rajagalathenna North	Rajagalathenna North	GND	581
LK-5212035	Gonagolla	Gonagolla	GND	425
LK-5212040	Galapitagala West	Galapitagala West	GND	215
LK-5212045	Galapitagala East	Galapitagala East	GND	171
LK-5212050	Kothmale	Kothmale	GND	226
LK-5212055	Mayadunna	Mayadunna	GND	700
LK-5212060	Nawagiriyawa	Nawagiriyawa	GND	424
LK-5212065	Bandaradoowa	Bandaradoowa	GND	534
LK-5212070	Lathugala	Lathugala	GND	226
LK-5212075	Bokkabedda	Bokkabedda	GND	222
LK-5212080	Kohombana	Kohombana	GND	162
LK-5212085	Walagampura	Walagampura	GND	642
LK-5212090	Verenketagoda	Verenketagoda	GND	794
LK-5212095	Senagama North	Senagama North	GND	306
LK-5212100	Senagama South	Senagama South	GND	193
LK-5212105	Gonagala	Gonagala	GND	323
LK-5212110	Veheragama East	Veheragama East	GND	120
LK-5212115	Veheragama West	Veheragama West	GND	120
LK-5212120	Gemunupura	Gemunupura	GND	290
LK-5212125	Siyambalawewa	Siyambalawewa	GND	176
LK-5212130	Rajagama North	Rajagama North	GND	143
LK-5212135	Rajagama South	Rajagama South	GND	167
LK-5212140	Suhadagama North	Suhadagama North	GND	62
LK-5212145	Suhadagama South	Suhadagama South	GND	50
LK-5212150	Kumarigama	Kumarigama	GND	312
LK-5212155	Komariya	Komariya	GND	292
LK-5212160	Udagirigama West	Udagirigama West	GND	193
LK-5212165	Udagirigama East	Udagirigama East	GND	309
LK-5212170	Galahitiyagoda	Galahitiyagoda	GND	644
LK-5212175	Mahakandiya	Mahakandiya	GND	546
LK-5212180	Kahatagasyaya	Kahatagasyaya	GND	202
LK-5212185	Velikahagolla	Velikahagolla	GND	477
LK-5212190	Dematamalpelessa	Dematamalpelessa	GND	428
LK-5212195	Uhana	Uhana	GND	677
LK-5212200	Uhana Thissapura East	Uhana Thissapura West	GND	579
LK-5212205	Uhana Thissapura West	Uhana Thissapura East	GND	241
LK-5212210	Udayapura	Udayapura	GND	308
LK-5212215	Sandanadapura	Sandanadapura	GND	328
LK-5212220	Weeragoda North	Weeragoda North	GND	239
LK-5212225	Weeragoda South	Weeragoda South	GND	274
LK-5212230	Dadayanthalawa West	Dadayanthalawa West	GND	348
LK-5212235	Dadayanthalawa East	Dadayanthalawa East	GND	183
LK-5212240	Wijayapura East	Wijayapura East	GND	147
LK-5212245	Wijayapura West	Wijayapura West	GND	176
LK-5212250	Kumudugama	Kumudugama	GND	216
LK-5212255	Ruhunugama	Ruhunugama	GND	241
LK-5212260	Buddhangala	Buddhangala	GND	196
LK-5212265	Palam Kandavura	Palam Kandavura	GND	597
LK-5212270	Himidurawa	Himidurawa	GND	575
LK-5212275	Abhayapura	Abhayapura	GND	262
LK-5215	Ampara	Ampara	DSD	13172
LK-5215005	Dambethalawa	Dambethalawa	GND	874
LK-5215010	Samapura	Samapura	GND	421
LK-5215015	Karangawa	Karangawa	GND	1008
LK-5215020	Gemunupura	Gemunupura	GND	404
LK-5215025	Thissapura	Thissapura	GND	609
LK-5215030	Nawagampura	"Nawagampura_x000D_
Nawagamp"	GND	1380
LK-5215035	Senanayakepura	Senanayakepura	GND	870
LK-5215040	Jayawardhanapura	Jayawardhanapura	GND	900
LK-5215045	Indrasarapura	Indrasarapura	GND	419
LK-5215050	Mihindupura	Mihindupura	GND	681
LK-5215055	Saddhathissapura	Saddhathissapura	GND	577
LK-5215060	Kotavehera	Kotavehera	GND	400
LK-5215065	Paragahakele East	Paragahakele East	GND	435
LK-5215070	Paragahakele West	Paragahakele West	GND	484
LK-5215075	Ambagahawella	Ambagahawella	GND	455
LK-5215080	Ambamalthalawa	Ambamalthalawa	GND	441
LK-5215085	Namalthalawa	Namalthalawa	GND	437
LK-5215090	Namaloya II	Namaloya (ii)	GND	418
LK-5215095	Polwaga Janapadaya	Polwaga Janapadaya	GND	643
LK-5215100	Wavinna North	Wavinna North	GND	375
LK-5215105	Wavinna South	Wavinna South	GND	563
LK-5215110	Namaloya I	Namaloya ( i )	GND	378
LK-5216	Navithanveli	Navithanveli	DSD	6288
LK-5216005	Central Camp 01	Central Camp 01	GND	284
LK-5216010	Central Camp 02	Central Camp 02	GND	233
LK-5216015	Central Camp 03	Central Camp 03	GND	297
LK-5216020	Central Camp 05	Central Camp 05	GND	286
LK-5216025	Central Camp 06	Central Camp 06	GND	396
LK-5216030	Central Camp 04	Central Camp 04	GND	220
LK-5216035	Chalambaikerny 03	Chalambaikerny 03	GND	360
LK-5216040	Chalambaikerny 04	Chalambaikerny 04	GND	587
LK-5216045	Chalambaikerny 05	Chalambaikerny 05	GND	181
LK-5216050	Chalambaikerny 01	Chalambaikerny 01	GND	538
LK-5216055	Chalambaikerny 02	Chalambaikerny 02	GND	191
LK-5216060	Sorikalmunai 3	Sorikalmunai 03	GND	318
LK-5216065	Sorikalmunai 1	Sorikalmunai 01	GND	382
LK-5216070	Sorikalmunai 2	Sorikalmunai 02	GND	167
LK-5216075	Chavalakade	Chavalakade	GND	212
LK-5216080	Navithanveli 02	Navithanveli 02	GND	314
LK-5216085	Annamalai 03	Annamalai 03	GND	173
LK-5216090	Annamalai 02	Annamalai 02	GND	518
LK-5216095	Navithanveli 01	Navithanveli 01	GND	382
LK-5216100	Annamalai 01	Annamalai 01	GND	249
LK-5218	Sammanthurai	Samanthurai	DSD	19400
LK-5218005	Veeramunai 04	Veeramunai 04	GND	185
LK-5218010	Sammanthurai 08	Sammanthurai 08	GND	328
LK-5218015	Sammanthurai 06	Sammanthurai 06	GND	145
LK-5218020	Sammanthurai TD 01	Sammanthurai Tamil Division 01	GND	176
LK-5218025	Sammanthurai TD 04	Sammanthurai Tamil Division 04	GND	84
LK-5218030	Sammanthurai TD 02	Sammanthurai Tamil Division 02	GND	210
LK-5218035	Sammanthurai 01	Sammanthurai 01	GND	239
LK-5218040	Sammanthurai 02	Sammanthurai 02	GND	423
LK-5218045	Sammanthurai 05	Sammanthurai 05	GND	186
LK-5218050	Karuwaddukal 01	Karuwaddukal 01	GND	381
LK-5218055	Karuwaddukal 03	Karuwaddukal 03	GND	458
LK-5218060	Karuwaddukal 02	Karuwaddukal 02	GND	364
LK-5218065	Sammanthurai 11	Sammanthurai 11	GND	196
LK-5218070	Sammanthurai 10	Sammanthurai 10	GND	221
LK-5218075	Sammanthurai 09	Sammanthurai 09	GND	387
LK-5218080	Sammanthurai 07	Sammanthurai 07	GND	260
LK-5218085	Sammanthurai 04	Sammanthurai 04	GND	248
LK-5218090	Sammanthurai TD 03	Sammanthurai Tamil Division 03	GND	375
LK-5218095	Maddakalaputharavai 02	Maddakalaputharavai 02	GND	394
LK-5218100	Maddakalaputharavai 01	Maddakalaputharavai 01	GND	342
LK-5218105	Sammanthurai 03	Sammanthurai 03	GND	394
LK-5218110	Veeramunai 03	Veeramunai 03	GND	171
LK-5218115	Veeramunai 02	Veeramunai 02	GND	136
LK-5218120	Veeramunai 01	Veeramunai 01	GND	160
LK-5218125	Sammanthurai 12	Sammanthurai 12	GND	243
LK-5218130	Malwatte 02	Malwatte 02	GND	354
LK-5218135	Block 'J' East 01	Block 'J' East 01	GND	469
LK-5218140	Block 'J' West 02	Block 'J' West 02	GND	502
LK-5218145	Kallarichchel 02	Kallarichchel 02	GND	803
LK-5218150	Block 'J' West 01	Block 'J' West 01	GND	356
LK-5218155	Kallarichchel 03	Kallarichchel 03	GND	433
LK-5218160	Udanga 01	Udanga 01	GND	580
LK-5218165	Udanga 02	Udanga02	GND	502
LK-5218170	Vilinayadi 01	Vilinayadi 01	GND	664
LK-5218175	Sennelgramam 01	Sennelgramam 01	GND	707
LK-5218180	Sennelgramam 02	Sennelgramam 02	GND	993
LK-5218185	Block 'J' East 03	Block 'J' East 03	GND	519
LK-5218190	Block 'J' East 02	Block 'J' East 02	GND	461
LK-5218195	Malayadikiramam 01	Malayadikiramam 01	GND	626
LK-5218200	Malayadikiramam 03	Malayadikiramam 03	GND	576
LK-5218205	Malwatte 03	Malwatte 03	GND	329
LK-5218210	Malwatte 01	Malwatte 01	GND	365
LK-5218215	Malkampiddy	Malkampiddy	GND	126
LK-5218220	Malayadikiramam 04	Malayadikiramam 04	GND	444
LK-5218225	Malayadikiramam 02	Malayadikiramam 02	GND	690
LK-5218230	Vilinayadi 02	Vilinayadi 02	GND	362
LK-5218235	Vilinayadi 03	Vilinayadi 03	GND	400
LK-5218240	Kallarichchel 01	Kallarichchel 01	GND	288
LK-5218245	Valathapitty 02	Valathapitty 02	GND	61
LK-5218250	Valathapitty 01	Valathapitty 01	GND	920
LK-5218255	Malwatte 04	Malwatte 04	GND	164
LK-5221	Kalmunai	Kalmunai North Sub	DSD	8675
LK-5221005	nan	Periyaneelavanai  01B	GND	609
LK-5221010	nan	Periyaneelavanai  01A	GND	252
LK-5221015	nan	Periyaneelavanai  01	GND	414
LK-5221020	nan	Periyaneelavanai  02	GND	940
LK-5221025	nan	Chenaikudiyiruppu 01A	GND	393
LK-5221030	nan	Pandiruppu 01	GND	289
LK-5221035	nan	Pandiruppu 01B	GND	231
LK-5221040	nan	Pandiruppu 01C	GND	238
LK-5221045	nan	Pandiruppu 01A	GND	240
LK-5221050	nan	"Pandiruppu 02_x000D_
"	GND	467
LK-5221055	nan	Pandiruppu 02B	GND	189
LK-5221060	nan	Pandiruppu 02C	GND	293
LK-5221065	nan	Pandiruppu 02A	GND	208
LK-5221070	nan	Kalmunai  01D	GND	255
LK-5221075	nan	Kalmunai  01B	GND	119
LK-5221080	nan	Kalmunai  01A	GND	254
LK-5221085	nan	Kalmunai  01	GND	307
LK-5221090	nan	Natpiddimunai (T.P ) 03	GND	296
LK-5221095	nan	Natpiddimunai (T.P ) 02	GND	347
LK-5221100	nan	Natpiddimunai (T.P ) 01	GND	227
LK-5221105	nan	Chenaikudiyiruppu 01B	GND	268
LK-5221110	nan	Chenaikudiyiruppu 01	GND	264
LK-5221115	nan	Kalmunai  01C	GND	193
LK-5221120	nan	Kalmunai  01E	GND	278
LK-5221125	nan	Kalmunai  02B	GND	171
LK-5221130	nan	Kalmunai  02A	GND	228
LK-5221135	nan	Kalmunai  02	GND	356
LK-5221140	nan	Kalmunai  03	GND	242
LK-5221145	nan	Kalmunai  03A	GND	107
LK-5224	Kalmunai	Kalmunai	DSD	13481
LK-5224005	Periyaneelavanai 01B	Periyaneelavanai  Muslim Section	GND	626
LK-5224010	Periyaneelavanai 01A	Periyaneelavanai  Muslim Section	GND	315
LK-5224015	Periyaneelavanai 01	Maruthamunai 01	GND	274
LK-5224020	Periyaneelavanai 02	Maruthamunai 02	GND	381
LK-5224025	Chenaikudiyiruppu 01A	Maruthamunai 03	GND	1236
LK-5224030	Pandiruppu 01	Maruthamunai 04	GND	549
LK-5224035	Pandiruppu 01B	Maruthamunai 05	GND	369
LK-5224040	Pandiruppu 01C	Maruthamunai 06	GND	1111
LK-5224045	Pandiruppu 01A	Natpiddimunai (M.P ) 03	GND	309
LK-5224050	Pandiruppu 02	Natpiddimunai (M.P ) 02	GND	244
LK-5224055	Pandiruppu 02B	Natpiddimunai (M.P ) 01	GND	284
LK-5224060	Pandiruppu 02C	Natpiddimunai (M.P ) 05	GND	276
LK-5224065	Pandiruppu 02A	Natpiddimunai (M.P ) 04	GND	305
LK-5224070	Kalmunai 01D	Islamabad & kalmunai Town	GND	334
LK-5224075	Kalmunai 01B	Kalmunai Muslim Section	GND	827
LK-5224080	Kalmunai 01A	Kalmunaikudi 01	GND	372
LK-5224085	Kalmunai 01	Kalmunaikudi 03	GND	711
LK-5224090	Natpiddimunai Td 03	Kalmunaikudi 02	GND	377
LK-5224095	Natpiddimunai Td 02	Kalmunaikudi 04	GND	206
LK-5224100	Natpiddimunai Td 01	Kalmunaikudi 05	GND	452
LK-5224105	Chenaikudiyiruppu 01B	Kalmunaikudi 06	GND	340
LK-5224110	Chenaikudiyiruppu 01	Kalmunaikudi 08	GND	314
LK-5224115	Kalmunai 01C	Kalmunaikudi 09	GND	842
LK-5224120	Kalmunai 01E	Kalmunaikudi 07	GND	419
LK-5224125	Kalmunai 02B	Kalmunaikudi 10	GND	296
LK-5224130	Kalmunai 02A	Kalmunaikudi 11	GND	312
LK-5224135	Kalmunai 02	Kalmunaikudi 12	GND	304
LK-5224140	Kalmunai 03	Kalmunaikudi 13	GND	518
LK-5224145	Kalmunai 03A	Kalmunaikudi 14	GND	578
LK-5225	Sainthamaruthu	Sainthamaruthu	DSD	7804
LK-5225005	Sainthamaruthu 01	Sainthamaruthu 01	GND	576
LK-5225010	Sainthamaruthu 02	Sainthamaruthu 02	GND	554
LK-5225015	Sainthamaruthu 03	Sainthamaruthu 03	GND	609
LK-5225020	Sainthamaruthu 04	Sainthamaruthu 04	GND	386
LK-5225025	Sainthamaruthu 05	Sainthamaruthu 05	GND	335
LK-5225030	Sainthamaruthu 06	Sainthamaruthu 06	GND	304
LK-5225035	Sainthamaruthu 07	Sainthamaruthu 07	GND	401
LK-5225040	Sainthamaruthu 08	Sainthamaruthu 08	GND	338
LK-5225045	Sainthamaruthu 09	Sainthamaruthu 09	GND	739
LK-5225050	Sainthamaruthu 10	Sainthamaruthu 10	GND	394
LK-5225055	Sainthamaruthu 11	Sainthamaruthu 11	GND	461
LK-5225060	Sainthamaruthu 13	Sainthamaruthu 13	GND	305
LK-5225065	Sainthamaruthu 12	Sainthamaruthu 12	GND	422
LK-5225070	Sainthamaruthu 17	Sainthamaruthu 17	GND	504
LK-5225075	Sainthamaruthu 14	Sainthamaruthu 14	GND	348
LK-5225080	Sainthamaruthu 15	Sainthamaruthu 15	GND	555
LK-5225085	Sainthamaruthu 16	Sainthamaruthu 16	GND	573
LK-5227	Karaitivu	Karaitheevu	DSD	5241
LK-5227005	Mavadipalli West	Mavadipalli West	GND	458
LK-5227010	Mavadipalli East	Mavadipalli East	GND	463
LK-5227015	Maligaikadu West	Maligaikadu West	GND	453
LK-5227020	Maligaikadu Central	Maligaikadu Central	GND	400
LK-5227025	Maligaikadu East	Maligaikadu East	GND	412
LK-5227030	Karaitheevu 03	Karaitheevu 03	GND	152
LK-5227035	Karaitheevu 02	Karaitheevu 02	GND	170
LK-5227040	Karaitheevu 01	Karaitheevu 01	GND	274
LK-5227045	Karaitheevu 06	Karaitheevu 06	GND	132
LK-5227050	Karaitheevu 05	Karaitheevu 05	GND	175
LK-5227055	Karaitheevu 04	Karaitheevu 04	GND	126
LK-5227060	Karaitheevu 08	Karaitheevu 08	GND	359
LK-5227065	Karaitheevu 07	Karaitheevu 07	GND	330
LK-5227070	Karaitheevu 10	Karaitheevu 10	GND	255
LK-5227075	Karaitheevu 09	Karaitheevu 09	GND	128
LK-5227080	Karaitheevu 11	Karaitheevu 11	GND	357
LK-5227085	Karaitheevu 12	Karaitheevu 12	GND	597
LK-5230	Nintavur	Ninthavur	DSD	8729
LK-5230005	Ninthavur 24	Ninthavur 24	GND	179
LK-5230010	Ninthavur 11	Ninthavur 11	GND	453
LK-5230015	Ninthavur 12	Ninthavur 12	GND	295
LK-5230020	Ninthavur 01	Ninthavur 01	GND	537
LK-5230025	Ninthavur 02	Ninthavur 02	GND	378
LK-5230030	Ninthavur 13	Ninthavur 13	GND	239
LK-5230035	Ninthavur 14	Ninthavur 14	GND	223
LK-5230040	Ninthavur 15	Ninthavur 15	GND	293
LK-5230045	Ninthavur 03	Ninthavur 03	GND	468
LK-5230050	Ninthavur 04	Ninthavur 04	GND	547
LK-5230055	Ninthavur 16	Ninthavur 16	GND	235
LK-5230060	Ninthavur 17	Ninthavur 17	GND	234
LK-5230065	Ninthavur 18	Ninthavur 18	GND	187
LK-5230070	Ninthavur 05	Ninthavur 05	GND	639
LK-5230075	Ninthavur 06	Ninthavur 06	GND	405
LK-5230080	Ninthavur 19	Ninthavur 19	GND	202
LK-5230085	Ninthavur 25	Ninthavur 25	GND	149
LK-5230090	Ninthavur 20	Ninthavur 20	GND	185
LK-5230095	Ninthavur 07	Ninthavur 07	GND	428
LK-5230100	Ninthavur 08	Ninthavur 08	GND	508
LK-5230105	Ninthavur 21	Ninthavur 21	GND	221
LK-5230110	Ninthavur 22	Ninthavur 22	GND	440
LK-5230115	Ninthavur 09	Ninthavur 09	GND	699
LK-5230120	Ninthavur 10	Ninthavur 10	GND	267
LK-5230125	Ninthavur 23	Ninthavur 23	GND	318
LK-5233	Addalaichenai	Addalachchenai	DSD	13178
LK-5233005	Deegawapie 01	Deeghawapiya 01	GND	387
LK-5233010	Oluvil 01	Oluvil 01	GND	366
LK-5233015	Oluvil 04	Oluvil 04	GND	412
LK-5233020	Oluvil 06	Oluvil 06	GND	363
LK-5233025	Oluvil 05	Oluvil 05	GND	234
