region_id	region_name	region_name_in_data	region_ent_type	single_house_single_storeyed	single_house_two_storeyed	single_house_more_than_two_storeyed	attached_house_1st_floor	attached_house_2nd_floor	attached_house_from_3_to_4_floors	attached_house_from_5_to_10_floors	attached_house_from_11_to_19_floors	attached_house_from_20_floors_or_more	other
LK-5224060	Pandiruppu 02C	Natpiddimunai (M.P ) 05	GND	258	18	0	0	0	0	0	0	0	0
LK-5224065	Pandiruppu 02A	Natpiddimunai (M.P ) 04	GND	297	8	0	0	0	0	0	0	0	0
LK-5224070	Kalmunai 01D	Islamabad & kalmunai Town	GND	150	7	0	63	56	58	0	0	0	0
LK-5224075	Kalmunai 01B	Kalmunai Muslim Section	GND	691	131	5	0	0	0	0	0	0	0
LK-5224080	Kalmunai 01A	Kalmunaikudi 01	GND	210	155	7	0	0	0	0	0	0	0
LK-5224085	Kalmunai 01	Kalmunaikudi 03	GND	195	81	4	141	143	147	0	0	0	0
LK-5224090	Natpiddimunai Td 03	Kalmunaikudi 02	GND	326	50	1	0	0	0	0	0	0	0
LK-5224095	Natpiddimunai Td 02	Kalmunaikudi 04	GND	173	32	1	0	0	0	0	0	0	0
LK-5224100	Natpiddimunai Td 01	Kalmunaikudi 05	GND	345	107	0	0	0	0	0	0	0	0
LK-5224105	Chenaikudiyiruppu 01B	Kalmunaikudi 06	GND	226	106	8	0	0	0	0	0	0	0
LK-5224110	Chenaikudiyiruppu 01	Kalmunaikudi 08	GND	266	46	2	0	0	0	0	0	0	0
LK-5224115	Kalmunai 01C	Kalmunaikudi 09	GND	632	198	10	2	0	0	0	0	0	0
LK-5224120	Kalmunai 01E	Kalmunaikudi 07	GND	335	83	1	0	0	0	0	0	0	0
LK-5224125	Kalmunai 02B	Kalmunaikudi 10	GND	231	50	2	2	4	7	0	0	0	0
LK-5224130	Kalmunai 02A	Kalmunaikudi 11	GND	244	68	0	0	0	0	0	0	0	0
LK-5224135	Kalmunai 02	Kalmunaikudi 12	GND	218	75	10	1	0	0	0	0	0	0
LK-5224140	Kalmunai 03	Kalmunaikudi 13	GND	376	130	8	2	2	0	0	0	0	0
LK-5224145	Kalmunai 03A	Kalmunaikudi 14	GND	436	131	3	3	5	0	0	0	0	0
LK-5225	Sainthamaruthu	Sainthamaruthu	DSD	5366	2321	85	13	17	1	0	0	0	1
LK-5225005	Sainthamaruthu 01	Sainthamaruthu 01	GND	392	170	12	2	0	0	0	0	0	0
LK-5225010	Sainthamaruthu 02	Sainthamaruthu 02	GND	416	136	2	0	0	0	0	0	0	0
LK-5225015	Sainthamaruthu 03	Sainthamaruthu 03	GND	464	138	6	0	1	0	0	0	0	0
LK-5225020	Sainthamaruthu 04	Sainthamaruthu 04	GND	263	119	3	0	1	0	0	0	0	0
LK-5225025	Sainthamaruthu 05	Sainthamaruthu 05	GND	197	130	4	2	2	0	0	0	0	0
LK-5225030	Sainthamaruthu 06	Sainthamaruthu 06	GND	215	81	6	0	1	1	0	0	0	0
LK-5225035	Sainthamaruthu 07	Sainthamaruthu 07	GND	264	132	3	1	1	0	0	0	0	0
LK-5225040	Sainthamaruthu 08	Sainthamaruthu 08	GND	240	94	4	0	0	0	0	0	0	0
LK-5225045	Sainthamaruthu 09	Sainthamaruthu 09	GND	562	171	5	0	0	0	0	0	0	1
LK-5225050	Sainthamaruthu 10	Sainthamaruthu 10	GND	271	119	4	0	0	0	0	0	0	0
LK-5225055	Sainthamaruthu 11	Sainthamaruthu 11	GND	266	182	11	2	0	0	0	0	0	0
LK-5225060	Sainthamaruthu 13	Sainthamaruthu 13	GND	226	78	0	0	1	0	0	0	0	0
LK-5225065	Sainthamaruthu 12	Sainthamaruthu 12	GND	306	114	1	1	0	0	0	0	0	0
LK-5225070	Sainthamaruthu 17	Sainthamaruthu 17	GND	319	183	2	0	0	0	0	0	0	0
LK-5225075	Sainthamaruthu 14	Sainthamaruthu 14	GND	188	155	5	0	0	0	0	0	0	0
LK-5225080	Sainthamaruthu 15	Sainthamaruthu 15	GND	345	193	12	2	3	0	0	0	0	0
LK-5225085	Sainthamaruthu 16	Sainthamaruthu 16	GND	432	126	5	3	7	0	0	0	0	0
LK-5227	Karaitivu	Karaitheevu	DSD	4473	708	19	34	1	0	0	0	0	6
LK-5227005	Mavadipalli West	Mavadipalli West	GND	443	14	0	1	0	0	0	0	0	0
LK-5227010	Mavadipalli East	Mavadipalli East	GND	437	26	0	0	0	0	0	0	0	0
LK-5227015	Maligaikadu West	Maligaikadu West	GND	371	80	2	0	0	0	0	0	0	0
LK-5227020	Maligaikadu Central	Maligaikadu Central	GND	328	69	3	0	0	0	0	0	0	0
LK-5227025	Maligaikadu East	Maligaikadu East	GND	341	64	1	0	0	0	0	0	0	6
LK-5227030	Karaitheevu 03	Karaitheevu 03	GND	150	2	0	0	0	0	0	0	0	0
LK-5227035	Karaitheevu 02	Karaitheevu 02	GND	108	61	1	0	0	0	0	0	0	0
LK-5227040	Karaitheevu 01	Karaitheevu 01	GND	225	49	0	0	0	0	0	0	0	0
LK-5227045	Karaitheevu 06	Karaitheevu 06	GND	96	35	1	0	0	0	0	0	0	0
LK-5227050	Karaitheevu 05	Karaitheevu 05	GND	131	41	3	0	0	0	0	0	0	0
LK-5227055	Karaitheevu 04	Karaitheevu 04	GND	107	19	0	0	0	0	0	0	0	0
LK-5227060	Karaitheevu 08	Karaitheevu 08	GND	291	33	1	33	1	0	0	0	0	0
LK-5227065	Karaitheevu 07	Karaitheevu 07	GND	289	40	1	0	0	0	0	0	0	0
LK-5227070	Karaitheevu 10	Karaitheevu 10	GND	196	58	1	0	0	0	0	0	0	0
LK-5227075	Karaitheevu 09	Karaitheevu 09	GND	126	2	0	0	0	0	0	0	0	0
LK-5227080	Karaitheevu 11	Karaitheevu 11	GND	268	84	5	0	0	0	0	0	0	0
LK-5227085	Karaitheevu 12	Karaitheevu 12	GND	566	31	0	0	0	0	0	0	0	0
LK-5230	Nintavur	Ninthavur	DSD	7698	947	13	60	10	1	0	0	0	0
LK-5230005	Ninthavur 24	Ninthavur 24	GND	130	48	1	0	0	0	0	0	0	0
LK-5230010	Ninthavur 11	Ninthavur 11	GND	393	59	1	0	0	0	0	0	0	0
LK-5230015	Ninthavur 12	Ninthavur 12	GND	217	74	2	1	1	0	0	0	0	0
LK-5230020	Ninthavur 01	Ninthavur 01	GND	506	31	0	0	0	0	0	0	0	0
LK-5230025	Ninthavur 02	Ninthavur 02	GND	315	63	0	0	0	0	0	0	0	0
LK-5230030	Ninthavur 13	Ninthavur 13	GND	197	36	1	1	4	0	0	0	0	0
LK-5230035	Ninthavur 14	Ninthavur 14	GND	164	57	1	1	0	0	0	0	0	0
LK-5230040	Ninthavur 15	Ninthavur 15	GND	228	65	0	0	0	0	0	0	0	0
LK-5230045	Ninthavur 03	Ninthavur 03	GND	424	44	0	0	0	0	0	0	0	0
LK-5230050	Ninthavur 04	Ninthavur 04	GND	477	64	0	4	2	0	0	0	0	0
LK-5230055	Ninthavur 16	Ninthavur 16	GND	180	54	1	0	0	0	0	0	0	0
LK-5230060	Ninthavur 17	Ninthavur 17	GND	179	55	0	0	0	0	0	0	0	0
LK-5230065	Ninthavur 18	Ninthavur 18	GND	149	35	0	3	0	0	0	0	0	0
LK-5230070	Ninthavur 05	Ninthavur 05	GND	597	42	0	0	0	0	0	0	0	0
LK-5230075	Ninthavur 06	Ninthavur 06	GND	379	25	0	1	0	0	0	0	0	0
LK-5230080	Ninthavur 19	Ninthavur 19	GND	152	29	3	15	2	1	0	0	0	0
LK-5230085	Ninthavur 25	Ninthavur 25	GND	117	32	0	0	0	0	0	0	0	0
LK-5230090	Ninthavur 20	Ninthavur 20	GND	167	18	0	0	0	0	0	0	0	0
LK-5230095	Ninthavur 07	Ninthavur 07	GND	389	39	0	0	0	0	0	0	0	0
LK-5230100	Ninthavur 08	Ninthavur 08	GND	484	16	0	7	1	0	0	0	0	0
LK-5230105	Ninthavur 21	Ninthavur 21	GND	189	29	3	0	0	0	0	0	0	0
LK-5230110	Ninthavur 22	Ninthavur 22	GND	421	19	0	0	0	0	0	0	0	0
LK-5230115	Ninthavur 09	Ninthavur 09	GND	690	9	0	0	0	0	0	0	0	0
LK-5230120	Ninthavur 10	Ninthavur 10	GND	239	2	0	26	0	0	0	0	0	0
LK-5230125	Ninthavur 23	Ninthavur 23	GND	315	2	0	1	0	0	0	0	0	0
LK-5233	Addalaichenai	Addalachchenai	DSD	12356	763	23	15	9	0	0	0	0	12
LK-5233005	Deegawapie 01	Deeghawapiya 01	GND	385	2	0	0	0	0	0	0	0	0
LK-5233010	Oluvil 01	Oluvil 01	GND	345	12	1	3	5	0	0	0	0	0
LK-5233015	Oluvil 04	Oluvil 04	GND	404	8	0	0	0	0	0	0	0	0
LK-5233020	Oluvil 06	Oluvil 06	GND	352	8	0	2	1	0	0	0	0	0
LK-5233025	Oluvil 05	Oluvil 05	GND	223	11	0	0	0	0	0	0	0	0
LK-5233030	Oluvil 03	Oluvil 03	GND	121	12	3	0	0	0	0	0	0	0
LK-5233035	Oluvil 02	Oluvil 02	GND	652	30	0	0	0	0	0	0	0	0
LK-5233040	Palamuna 06	Palamuna 06	GND	97	3	0	1	0	0	0	0	0	0
LK-5233045	Oluvil 07	Oluvil 07	GND	472	28	2	2	0	0	0	0	0	10
LK-5233050	Palamuna 02	Palamuna 02	GND	463	8	0	0	0	0	0	0	0	0
LK-5233055	Palamuna 01	Palamuna 01	GND	684	18	0	0	0	0	0	0	0	0
LK-5233060	Palamuna 03	Palamuna 03	GND	362	15	0	0	0	0	0	0	0	0
LK-5233065	Palamuna 04	Palamuna 04	GND	515	17	0	0	0	0	0	0	0	1
LK-5233070	Palamuna 05	Palamuna 05	GND	483	25	1	0	0	0	0	0	0	0
LK-5233075	Addalachchenai 02	Addalachchenai 02	GND	301	27	0	0	0	0	0	0	0	0
LK-5233080	Addalachchenai 09	Addalachchenai 09	GND	452	40	1	0	1	0	0	0	0	1
LK-5233085	Addalachchenai 10	Addalachchenai 10	GND	423	36	1	0	0	0	0	0	0	0
LK-5233090	Addalachchenai 08	Addalachchenai 08	GND	674	30	0	0	0	0	0	0	0	0
LK-5233095	Addalachchenai 06	Addalachchenai 06	GND	638	5	0	0	0	0	0	0	0	0
LK-5233100	Addalachchenai 01	Addalachchenai 01	GND	224	102	4	0	0	0	0	0	0	0
LK-5233105	Addalachchenai 11	Addalachchenai 11	GND	207	96	3	0	0	0	0	0	0	0
LK-5233110	Addalachchenai 03	Addalachchenai 03	GND	250	16	0	0	0	0	0	0	0	0
LK-5233115	Addalachchenai 07	Addalachchenai 07	GND	384	12	0	0	0	0	0	0	0	0
LK-5233120	Addalachchenai 12	Addalachchenai 12	GND	239	20	0	3	1	0	0	0	0	0
LK-5233125	Addalachchenai 14	Addalachchenai 14	GND	267	46	5	4	0	0	0	0	0	0
LK-5233130	Addalachchenai 13	Addalachchenai 13	GND	397	16	0	0	0	0	0	0	0	0
LK-5233135	Addalachchenai 04	Addalachchenai 04	GND	458	21	0	0	0	0	0	0	0	0
LK-5233140	Addalachchenai 15	Addalachchenai 15	GND	573	45	2	0	0	0	0	0	0	0
LK-5233145	Addalachchenai 16	Addalachchenai 16	GND	473	22	0	0	1	0	0	0	0	0
LK-5233150	Addalachchenai 05	Addalachchenai 05	GND	274	23	0	0	0	0	0	0	0	0
LK-5233155	Addalachchenai 17	Addalachchenai 17	GND	280	2	0	0	0	0	0	0	0	0
LK-5233160	Deegawapie 02	Deeghawapiya 02	GND	284	7	0	0	0	0	0	0	0	0
LK-5234	Irakkamam	Irakkamam	DSD	4487	156	1	4	1	0	0	0	0	0
LK-5234005	Irakkamam 07	Irakkamam 07	GND	356	2	0	0	0	0	0	0	0	0
LK-5234010	Varipathanchenai 01	Varipathanchenai 01	GND	382	27	0	0	0	0	0	0	0	0
LK-5234015	Irakkamam 02	Irakkamam 02	GND	393	7	0	1	0	0	0	0	0	0
LK-5234020	Irakkamam 08	Irakkamam 08	GND	357	22	0	1	0	0	0	0	0	0
LK-5234025	Irakkamam 09	Irakkamam 09	GND	136	8	0	0	0	0	0	0	0	0
LK-5234030	Irakkamam 06	Irakkamam 06	GND	188	15	1	2	0	0	0	0	0	0
LK-5234035	Irakkamam 01	Irakkamam 01	GND	242	15	0	0	0	0	0	0	0	0
LK-5234040	Irakkamam 03	Irakkamam 03	GND	646	16	0	0	1	0	0	0	0	0
LK-5234045	Varipathanchenai 03	Varipathanchenai 03	GND	526	4	0	0	0	0	0	0	0	0
LK-5234050	Irakkamam 05	Irakkamam 05	GND	409	10	0	0	0	0	0	0	0	0
LK-5234055	Irakkamam 04	Irakkamam 04	GND	324	18	0	0	0	0	0	0	0	0
LK-5234060	Varipathanchenai 02	Varipathanchenai 02	GND	528	12	0	0	0	0	0	0	0	0
LK-5236	Akkaraipattu	Akkaraipattu	DSD	10585	1393	57	11	6	0	0	0	0	0
LK-5236005	Alim Nagar	Alim Nagar	GND	369	7	0	0	0	0	0	0	0	0
LK-5236010	Easankanichcheemai	Easankanichcheemai	GND	164	0	0	0	0	0	0	0	0	0
LK-5236015	Pallikudiyiruppu 02	Pallikudiyiruppu 02	GND	568	21	0	0	0	0	0	0	0	0
LK-5236020	Paddiyadipiddy	Paddyadippiddy	GND	580	13	0	0	0	0	0	0	0	0
LK-5236025	Akkaraipattu 06	Akkaraipattu 06	GND	796	88	1	0	0	0	0	0	0	0
LK-5236030	Akkaraipattu 05	Akkaraipattu 05	GND	334	94	16	1	2	0	0	0	0	0
LK-5236035	Akkaraipattu 04	Akkaraipattu 04	GND	265	51	2	0	0	0	0	0	0	0
LK-5236040	Akkaraipattu 16	Akkaraipattu 16	GND	176	78	0	0	0	0	0	0	0	0
LK-5236045	Akkaraipattu 15	Akkaraipattu 15	GND	186	88	0	2	0	0	0	0	0	0
LK-5236050	Akkaraipattu 14	Akkaraipattu 14	GND	665	35	0	0	0	0	0	0	0	0
LK-5236055	Akkaraipattu 13	Akkaraipattu 13	GND	840	36	1	1	0	0	0	0	0	0
LK-5236060	Akkaraipattu 12	Akkaraipattu 12	GND	365	57	3	0	0	0	0	0	0	0
LK-5236065	Akkaraipattu 11	Akkaraipattu 11	GND	396	21	0	0	0	0	0	0	0	0
LK-5236070	Akkaraipattu 01	Akkaraipattu 01	GND	278	45	3	0	0	0	0	0	0	0
LK-5236075	Town Division 03	Town Division 03	GND	405	23	2	1	0	0	0	0	0	0
LK-5236080	Akkaraipattu 10	Akkaraipattu 10	GND	274	76	3	0	0	0	0	0	0	0
LK-5236085	Town Division 02	Town Division 02	GND	291	91	6	0	0	0	0	0	0	0
LK-5236090	Akkaraipattu 02	Akkaraipattu 02	GND	285	21	1	0	0	0	0	0	0	0
LK-5236095	Akkaraipattu 03	Akkaraipattu 03	GND	174	19	1	0	0	0	0	0	0	0
LK-5236100	Akkaraipattu 17	Akkaraipattu 17	GND	212	108	6	0	0	0	0	0	0	0
LK-5236105	Akkaraipattu 18	Akkaraipattu 18	GND	243	66	0	0	0	0	0	0	0	0
LK-5236110	Akkaraipattu 20	Akkaraipattu 20	GND	356	27	0	0	0	0	0	0	0	0
LK-5236115	Akkaraipattu 21	Akkaraipattu 21	GND	321	63	2	2	1	0	0	0	0	0
LK-5236120	Pallikudiyiruppu 01	Pallikudiyiruppu 01	GND	510	25	0	2	0	0	0	0	0	0
LK-5236125	Akkaraipattu 19	Akkaraipattu 19	GND	232	77	5	0	0	0	0	0	0	0
LK-5236130	Town Division 01	Town Division 01	GND	168	77	2	1	2	0	0	0	0	0
LK-5236135	Town Division 05	Town Division 05	GND	776	32	0	1	1	0	0	0	0	0
LK-5236140	Town Division 04	Town Division 04	GND	356	54	3	0	0	0	0	0	0	0
LK-5239	Alayadivembu	Alayadiwembu	DSD	6711	293	13	0	0	0	0	0	0	0
LK-5239005	Akkaraipattu 8/1	Akkaraipattu 8/1	GND	108	5	0	0	0	0	0	0	0	0
LK-5239010	Akkaraipattu 09	Akkaraipattu 9	GND	169	12	0	0	0	0	0	0	0	0
LK-5239015	Akkaraipattu 8/3	Akkaraipattu 8/3	GND	158	14	1	0	0	0	0	0	0	0
LK-5239020	Akkaraipattu 8/2	Akkaraipattu 8/2	GND	131	21	0	0	0	0	0	0	0	0
LK-5239025	Akkaraipattu 7/1	Akkaraipattu 7/1	GND	109	17	2	0	0	0	0	0	0	0
LK-5239030	Akkaraipattu 7/2	Akkaraipattu 7/2	GND	125	20	3	0	0	0	0	0	0	0
LK-5239035	Vachchikudah	Vachchikuda	GND	376	18	0	0	0	0	0	0	0	0
LK-5239040	Kannakigramam 01	Kannahikiramam 01	GND	214	3	0	0	0	0	0	0	0	0
LK-5239045	Aligambai	Aligambai	GND	290	0	0	0	0	0	0	0	0	0
LK-5239050	Akkaraipattu 7/4	Akkaraipattu 7/4	GND	424	20	0	0	0	0	0	0	0	0
LK-5239055	Akkaraipattu 7/3	Akkaraipattu 7/3	GND	144	13	0	0	0	0	0	0	0	0
LK-5239060	Akkaraipattu 7	Akkaraipattu 7	GND	192	29	2	0	0	0	0	0	0	0
LK-5239065	Akkaraipattu 8	Akkaraipattu 8	GND	323	14	1	0	0	0	0	0	0	0
LK-5239070	Sinnamugathuwaram	Sinnamugathuwaram	GND	71	1	0	0	0	0	0	0	0	0
LK-5239075	Kolavil 03	Kolavil 03	GND	484	11	0	0	0	0	0	0	0	0
LK-5239080	Navatkadu	Navatkadu	GND	537	17	0	0	0	0	0	0	0	0
LK-5239085	Kolavil 02	Kolavil 02	GND	547	14	1	0	0	0	0	0	0	0
LK-5239090	Kolavil 01	Kolavil 01	GND	450	14	1	0	0	0	0	0	0	0
LK-5239095	Panankadu	Panankadu	GND	462	28	1	0	0	0	0	0	0	0
LK-5239100	Sinna Panankadu	Sinna Panankadu	GND	350	3	1	0	0	0	0	0	0	0
LK-5239105	Kannakigramam 02	Kannahikiramam 02	GND	264	0	0	0	0	0	0	0	0	0
LK-5239110	Alayadivembu	Alayadivembu	GND	783	19	0	0	0	0	0	0	0	0
LK-5242	Damana	Damana	DSD	11165	300	5	5	3	0	0	0	0	0
LK-5242005	Keenawatta	Keenawatta	GND	253	2	0	0	0	0	0	0	0	0
LK-5242010	Muwangala	Muwangala	GND	575	17	0	0	0	0	0	0	0	0
LK-5242015	Galmaduwa	Galmaduwa	GND	384	16	0	0	0	0	0	0	0	0
LK-5242020	Uksiripura	Uksiripura	GND	595	15	0	0	0	0	0	0	0	0
LK-5242025	Helagampura	Helagampura	GND	159	3	0	0	0	0	0	0	0	0
LK-5242030	Karalewa	Karalewa	GND	731	46	3	0	0	0	0	0	0	0
LK-5242035	Hingurana	Hingurana	GND	238	2	0	1	0	0	0	0	0	0
LK-5242040	Diviyagala	Diviyagala	GND	449	15	0	0	0	0	0	0	0	0
LK-5242045	Padagoda	Padagoda	GND	315	11	0	3	3	0	0	0	0	0
LK-5242050	Pahalalanda	Pahalalanda	GND	341	14	0	0	0	0	0	0	0	0
LK-5242055	Hindakalugama	Hindakalugama	GND	352	6	0	0	0	0	0	0	0	0
LK-5242060	Kalugolla	Kalugolla	GND	110	7	1	0	0	0	0	0	0	0
LK-5242065	Dewalahinda	Dewalahida	GND	381	3	0	0	0	0	0	0	0	0
LK-5242070	Koknahara	Koknahara	GND	502	19	0	0	0	0	0	0	0	0
LK-5242075	Moragahapallama	Moragahapallama	GND	303	6	0	0	0	0	0	0	0	0
LK-5242080	Damana	Damana	GND	292	12	0	0	0	0	0	0	0	0
LK-5242085	Alahena	Alahena	GND	287	19	0	0	0	0	0	0	0	0
LK-5242090	Madawalalanda	Madawalalanda	GND	332	4	0	0	0	0	0	0	0	0
LK-5242095	Madana	Madana	GND	327	10	0	0	0	0	0	0	0	0
LK-5242100	Eggaloya	Ekgaloya	GND	293	8	1	0	0	0	0	0	0	0
LK-5242105	Kethsirigama	Kethsirigama	GND	287	15	0	0	0	0	0	0	0	0
LK-5242110	Galkanda	Galkanda	GND	259	7	0	0	0	0	0	0	0	0
LK-5242115	Pallanoya	Pallanoya	GND	170	5	0	0	0	0	0	0	0	0
LK-5242120	Kivulegama	Kivulegama	GND	86	2	0	0	0	0	0	0	0	0
LK-5242125	Thimbirigolla	Thimbirigolla	GND	416	0	0	0	0	0	0	0	0	0
LK-5242130	Ambalanoya	Ambalanoya	GND	400	4	0	1	0	0	0	0	0	0
LK-5242135	Veheragala	Veheragala	GND	137	0	0	0	0	0	0	0	0	0
LK-5242140	18A. Janapadaya	18A Janapadaya	GND	299	4	0	0	0	0	0	0	0	0
LK-5242145	Thottama	Thottama	GND	493	7	0	0	0	0	0	0	0	0
LK-5242150	Kumana	Kumana	GND	270	4	0	0	0	0	0	0	0	0
LK-5242155	Wadinagala	Wadinagala	GND	622	9	0	0	0	0	0	0	0	0
LK-5242160	Pannalgama	Pannalgama	GND	334	8	0	0	0	0	0	0	0	0
LK-5242165	Bakmitiyawa	Bakmitiyawa	GND	173	0	0	0	0	0	0	0	0	0
LK-5245	Tirukkovil	Thirukkovil	DSD	8012	285	3	0	0	0	0	0	0	38
LK-5245005	Thambiluvil 2	Thambiluvil 2	GND	125	0	0	0	0	0	0	0	0	0
LK-5245010	Thambiluvil 1	Thambiluvil 1	GND	230	1	0	0	0	0	0	0	0	0
LK-5245015	Thambiluvil 1 West	Thambiluvil 1 West	GND	410	12	0	0	0	0	0	0	0	0
LK-5245020	Thambiluvil 1 East	Thambiluvil 1 East	GND	513	41	0	0	0	0	0	0	0	6
LK-5245025	Thambiluvil 1 South	Thambiluvil 1 South	GND	297	25	0	0	0	0	0	0	0	0
LK-5245030	Sagamam	Sangamam	GND	157	0	0	0	0	0	0	0	0	0
LK-5245035	Thambiluvil 2 West	Thambiluvil 2 West	GND	340	13	0	0	0	0	0	0	0	0
LK-5245040	Thambiluvil 2 North	Thambiluvil 2 North	GND	324	45	0	0	0	0	0	0	0	0
LK-5245045	Thambiluvil 2 East	Thambiluvil 2 East	GND	343	33	1	0	0	0	0	0	0	0
LK-5245050	Thirukkovil 3	Thirukkovil 3	GND	416	33	1	0	0	0	0	0	0	10
LK-5245055	Thirukkovil 1	Thirukkovil 1	GND	373	24	0	0	0	0	0	0	0	0
LK-5245060	Thirukkovil 2	Thirukkovil 2	GND	388	12	0	0	0	0	0	0	0	0
LK-5245065	Vinayahapuram 4	Vinayagapuram 4	GND	551	10	1	0	0	0	0	0	0	0
LK-5245070	Vinayahapuram 1	Vinayagapuram 1	GND	363	5	0	0	0	0	0	0	0	0
LK-5245075	Vinayahapuram 2	Vinayagapuram 2	GND	465	6	0	0	0	0	0	0	0	0
LK-5245080	Thirukkovil 4	Thirukkovil 4	GND	1198	12	0	0	0	0	0	0	0	22
LK-5245085	Kanchirankudah	Kanchirankuda	GND	148	2	0	0	0	0	0	0	0	0
LK-5245090	Kanchikudicharu	Kanchikudicharu	GND	89	0	0	0	0	0	0	0	0	0
LK-5245095	Vinayahapuram 3	Vinayagapuram 3	GND	679	8	0	0	0	0	0	0	0	0
LK-5245100	Sangamangramam	Sangamangramam	GND	301	1	0	0	0	0	0	0	0	0
LK-5245105	Thandiyadi	Thandiyadi	GND	164	2	0	0	0	0	0	0	0	0
LK-5245110	Thangavelauthapuram	Thangavelayudapuram	GND	138	0	0	0	0	0	0	0	0	0
LK-5248	Pottuvil	Pothuvil	DSD	11089	277	4	75	4	1	0	0	0	16
LK-5248005	Sangamankanda	Sangaman Kandy	GND	242	8	0	0	0	0	0	0	0	6
LK-5248010	Sinna Ullai	Sinna Ullai	GND	373	14	0	3	0	0	0	0	0	0
LK-5248015	Sinna Puthukkudiyiruppu	Sinna Puthukudiyiruppu	GND	710	19	0	0	1	0	0	0	0	0
LK-5248020	Victor Estate 2	Victor Estate 2	GND	520	6	0	68	0	0	0	0	0	0
LK-5248025	Vaddively	Vaddively	GND	179	4	0	0	1	0	0	0	0	5
LK-5248030	Victor Estate 1	Victor Estate 1	GND	509	2	0	0	0	0	0	0	0	0
LK-5248035	Rasak Moulana Nagar	Rasak Moulana Nagar	GND	872	23	1	1	0	0	0	0	0	1
LK-5248040	Sarvodayapuram	Sarvodayapuram	GND	800	5	0	0	0	0	0	0	0	0
LK-5248045	Pothuvil 02 / Unit 3	Pothuvil 02/Unit II	GND	211	10	0	0	0	0	0	0	0	0
LK-5248050	Kundumadu	Kundumadu	GND	345	5	0	0	0	0	0	0	0	0
LK-5248055	Pothuvil 01/Unit II	Pothuvil 01/Unit II	GND	285	15	0	1	1	0	0	0	0	0
LK-5248060	Pakkiyawatta 2	Pakkiyawatta 2	GND	300	15	0	0	0	0	0	0	0	0
LK-5248065	Pasarichchenai	Pasarichchenai	GND	467	1	0	0	0	0	0	0	0	0
LK-5248070	Pothuvil Town	Pothuvil Town	GND	104	8	0	0	0	0	0	0	0	0
LK-5248075	Pakkiyawatta 1	Pakkiyawatta 1	GND	280	10	0	0	0	0	0	0	0	0
LK-5248080	Komarie 02	Komarie 02	GND	377	11	0	0	0	1	0	0	0	0
LK-5248085	Komarie 01	Komarie 01	GND	412	12	0	0	0	0	0	0	0	4
LK-5248090	Kalappukaddu	Kalappukaddu	GND	1007	34	0	2	1	0	0	0	0	0
LK-5248095	Jalaldeen Square	Jalaldeen Square	GND	418	4	0	0	0	0	0	0	0	0
LK-5248100	Hidayapuram 2	Hidayapuram 2	GND	414	0	0	0	0	0	0	0	0	0
LK-5248105	Hidayapuram 1	Hidayapuram 1	GND	611	2	0	0	0	0	0	0	0	0
LK-5248110	Kanagarkiramam	Kanagarkiramam	GND	267	2	0	0	0	0	0	0	0	0
LK-5248115	Hijra Nagar	Hijra Nagar	GND	270	0	0	0	0	0	0	0	0	0
LK-5248120	Pothuvil 01/Unit I	Pothuvil 01/Unit I	GND	142	46	3	0	0	0	0	0	0	0
LK-5248125	Pothuvil 01/Unit III	Pothuvil 01/Unit III	GND	360	8	0	0	0	0	0	0	0	0
LK-5248130	Inspector Etham	Inspector Etham	GND	293	5	0	0	0	0	0	0	0	0
LK-5248135	Pothuvil 02 / Unit 2	Pothuvil 02/Unit I	GND	321	8	0	0	0	0	0	0	0	0
LK-5251	Lahugala	Lahugala	DSD	2817	84	0	0	1	0	0	0	0	0
LK-5251005	Kandahindagama	Kandahindagama	GND	128	1	0	0	0	0	0	0	0	0
LK-5251010	Hulannuge West	Hulannugee West	GND	191	6	0	0	0	0	0	0	0	0
LK-5251015	Hulannuge	Hulannuge	GND	260	4	0	0	0	0	0	0	0	0
LK-5251020	Perani Lahugala	Perani Lahugala	GND	163	5	0	0	0	0	0	0	0	0
LK-5251025	Lahugala	Lahugala	GND	206	7	0	0	0	0	0	0	0	0
LK-5251030	Dewalagoda	Dewalagoda	GND	203	5	0	0	0	0	0	0	0	0
LK-5251035	Pansalgoda	Pansalgoda	GND	150	2	0	0	0	0	0	0	0	0
LK-5251040	Panama West	Panama West	GND	227	9	0	0	0	0	0	0	0	0
LK-5251045	Shasthrawela	Shasthrawela	GND	247	2	0	0	1	0	0	0	0	0
LK-5251050	Panama Central	Panama Central	GND	196	7	0	0	0	0	0	0	0	0
LK-5251055	Panama North	Panama North	GND	436	29	0	0	0	0	0	0	0	0
LK-5251060	Panama South	Panama South	GND	410	7	0	0	0	0	0	0	0	0
LK-53	Trincomalee	Trincomalee	DISTRICT	113267	5264	265	296	77	62	8	0	0	112
LK-5303	Padavi Sri Pura	Padavi Sri Pura	DSD	3357	77	2	0	1	0	0	0	0	1
LK-5303005	Seva Janapadaya	Seva Janapadaya	GND	582	17	2	0	0	0	0	0	0	0
LK-5303010	Gemunupura	Gemunupura	GND	139	5	0	0	0	0	0	0	0	0
LK-5303015	Kavanthissapura	Kawanthissapura	GND	157	9	0	0	0	0	0	0	0	0
LK-5303020	Lassanagama	Lassanagama	GND	228	2	0	0	0	0	0	0	0	0
