region_id	region_name	region_name_in_data	region_ent_type	protected_well	semi_protected_well	unprotected_well	tube_well	spring_fountain	pipe_borne_nwsdb	pipe_borne_local_authority	pipe_borne_community	pipe_borne_private	tank_river_stream	rain_water	bottled_water	filter_ro	bowser	other
LK-1230635	Palugama West	Palugama West	gnd	217	1	2	5	0	13	0	0	0	0	0	0	0	0	0
LK-1230640	Welgama	Welgama	gnd	185	11	3	0	0	24	1	0	1	0	0	0	0	0	0
LK-1230645	Lansiyahena	Lansiyahena	gnd	269	19	5	8	4	0	0	0	0	0	0	0	0	0	0
LK-1230650	Samanabedda North	Samanabedda North	gnd	365	29	5	17	0	0	0	0	0	0	0	0	0	0	0
LK-1230655	Mahawalawatta	Mahawalawatta	gnd	395	43	2	9	0	2	0	0	0	0	0	0	0	0	0
LK-1230660	Thittapattara	Thittapattara	gnd	251	18	9	17	0	0	0	0	8	0	0	0	0	0	0
LK-1230665	Samanabedda	Samanabedda	gnd	454	4	0	5	0	8	0	0	0	0	0	0	0	0	0
LK-1233005	Kimbulgoda	Kimbulgoda	gnd	497	16	0	11	0	33	0	0	0	0	0	7	0	0	0
LK-1233010	Pituwalgoda	Pituwalgoda	gnd	414	10	6	11	0	2	0	1	1	0	0	0	0	0	0
LK-1233015	Kinigama	Kinigama	gnd	525	43	13	21	0	1	0	0	0	0	0	0	0	0	0
LK-1233020	Maharagama	Maharagama	gnd	289	16	0	5	0	276	0	0	0	0	0	1	0	0	0
LK-1233025	Siwralumulla	Siwralumulla	gnd	329	3	2	3	0	125	0	0	0	0	0	0	0	0	0
LK-1233030	Pilikuttuwa	Pilikuttuwa	gnd	517	10	2	7	0	3	0	0	0	0	0	0	0	0	0
LK-1233035	Yongammulla	Yongammulla	gnd	202	2	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1233040	Ambagaspitiya	Ambagaspitiya	gnd	300	59	11	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233045	Warapalana	Warapalana	gnd	441	68	16	11	0	0	0	0	0	0	0	1	0	0	0
LK-1233050	Kandumulla	Kandumulla	gnd	167	79	12	10	0	0	0	0	1	0	0	0	0	0	0
LK-1233055	Pasgammana	Pasgammana	gnd	231	139	3	1	0	0	0	0	0	0	0	0	0	0	0
LK-1233060	Maligathenna	Maligathenna	gnd	331	53	4	6	0	4	0	0	1	0	0	0	0	0	0
LK-1233065	Batepola North	Batepola North	gnd	258	0	3	4	0	3	0	0	1	0	0	0	0	0	0
LK-1233070	Batepola	Batepola	gnd	267	65	0	1	0	1	0	0	1	0	0	0	0	0	0
LK-1233075	Amunukumbura	Amunukumbura	gnd	335	10	5	10	0	0	0	144	6	0	0	3	0	0	1
LK-1233080	Malwathuhiripitiya	Malwathuhiripitiya	gnd	272	3	0	5	0	23	0	0	0	0	0	0	0	0	0
LK-1233085	Buthpitiya North	Buthpitiya North	gnd	117	2	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1233090	Uruwala East	Uruwala East	gnd	356	27	1	6	0	0	0	163	0	0	0	0	0	0	0
LK-1233095	Uruwala West	Uruwala West	gnd	502	8	0	2	0	17	0	0	1	0	0	0	0	0	0
LK-1233100	Buthpitiya South	Buthpitiya South	gnd	289	11	3	0	0	3	0	2	0	0	0	0	0	0	0
LK-1233105	Neelamahara North	Neelamahara North	gnd	223	0	0	4	0	0	0	20	0	0	0	0	0	0	0
LK-1233110	Neelamahara South	Neelamahara South	gnd	126	21	0	1	0	1	0	3	0	0	0	0	0	0	0
LK-1233115	Aramangoda North	Aramangoda North	gnd	103	13	12	5	0	0	0	0	0	0	0	0	0	0	0
LK-1233120	Puwakpitiya	Puwakpitiya	gnd	227	66	4	4	0	31	0	1	0	0	0	0	0	0	0
LK-1233125	Amunukumbura South	Amunukumbura South	gnd	188	0	0	0	0	4	1	148	1	0	0	0	0	0	0
LK-1233130	Balivila	Balivila	gnd	260	3	0	4	0	13	0	15	0	0	0	0	0	0	0
LK-1233135	Vilimbula North	Vilimbula North	gnd	496	9	0	5	0	36	0	13	0	0	0	0	0	0	0
LK-1233140	Vilimbula South	Vilimbula South	gnd	622	24	0	1	0	11	1	229	2	1	0	1	0	0	0
LK-1233145	Aramangoda	Aramangoda	gnd	354	18	17	3	0	0	0	0	0	0	0	0	0	0	0
LK-1233150	Kahatana	Kahatana	gnd	285	3	2	2	0	2	0	48	0	0	0	0	0	0	0
LK-1233155	Henegama	Henegama	gnd	630	33	2	8	1	0	0	16	0	0	0	0	0	0	0
LK-1233160	Etikehelgalla East	Etikehelgalla East	gnd	225	117	48	13	0	14	0	31	1	0	1	3	0	0	0
LK-1233165	Etikehelgalla West	Etikehelgalla West	gnd	340	41	5	13	0	17	1	1	1	0	0	2	0	0	0
LK-1233170	Kirikitta North	Kirikitta North	gnd	363	1	0	0	0	16	0	0	0	0	0	0	0	0	0
LK-1233175	Kirikitta East	Kirikitta East	gnd	374	7	10	7	0	0	0	72	0	0	0	0	0	0	0
LK-1233180	Kirikitta West	Kirikitta West	gnd	555	37	9	5	1	2	0	43	2	0	0	0	0	0	1
LK-1233185	Ahugammana	Ahugammana	gnd	322	101	19	6	0	101	1	0	0	0	0	2	0	0	0
LK-1233190	Naranwala South	Naranwala South	gnd	469	24	4	11	0	18	2	0	0	0	0	0	0	0	0
LK-1233195	Naranwala	Naranwala	gnd	576	45	3	8	0	240	2	0	0	0	0	2	0	0	0
LK-1233200	Udupila East	Udupila East	gnd	756	7	1	0	0	78	0	0	0	0	0	0	0	0	0
LK-1233205	Udupila South	Udupila South	gnd	431	4	0	8	0	156	2	21	0	0	0	0	0	0	0
LK-1233210	Udupila North	Udupila North	gnd	772	41	3	1	0	683	1	10	1	0	0	1	0	0	0
LK-1233215	Webada South	Webada South	gnd	350	6	0	6	0	276	0	0	0	0	0	0	0	0	0
LK-1233220	Webada North	Webada North	gnd	301	12	0	0	0	177	0	0	0	0	0	0	0	0	0
LK-1233225	Webada West	Webada West	gnd	492	17	1	4	0	311	7	1	0	0	0	0	0	0	0
LK-1233230	Kirillawala North	Kirillawala North	gnd	299	12	1	4	0	438	5	0	0	0	0	2	0	0	0
LK-1233235	Kirillawala	Kirillawala	gnd	315	3	0	4	0	357	0	0	0	0	0	3	0	0	0
LK-1233240	Kirillawala West	Kirillawala West	gnd	256	1	0	5	1	376	0	0	0	0	0	5	0	0	0
LK-1233245	Sooriyapaluwa North	Sooriyapaluwa North	gnd	604	7	1	4	0	779	11	4	7	0	0	2	0	0	1
LK-1233250	Kendaliyeddapaluwa East	Kendaliyeddapaluwa East	gnd	607	64	1	4	0	937	6	6	2	0	0	3	0	0	0
LK-1233255	Kendaliyeddapaluwa North	Kendaliyeddapaluwa North	gnd	529	12	10	6	0	639	5	0	0	0	0	3	0	0	0
LK-1233260	Dangahawela	Dangahawela	gnd	396	33	0	4	0	654	6	1	0	1	0	2	0	0	0
LK-1233265	Kendaliyeddapaluwa West	Kendaliyeddapaluwa West	gnd	312	4	0	5	0	1178	5	0	0	0	1	0	0	0	0
LK-1233270	Mahara Nugegoda North	Mahara Nugegoda North	gnd	149	2	0	4	0	566	0	0	0	0	0	0	0	0	0
LK-1233275	Mahara Nugegoda West	Mahara Nugegoda West	gnd	271	4	0	0	0	410	1	0	0	0	0	0	0	0	0
LK-1233280	Mahara Nugegoda East	Mahara Nugegoda East	gnd	249	1	0	2	0	348	1	1	0	0	0	0	0	0	0
LK-1233285	Sooriyapaluwa East	Sooriyapaluwa East	gnd	502	14	0	3	0	885	4	1	0	0	0	3	0	0	0
LK-1233290	Sooriyapaluwa South	Sooriyapaluwa South	gnd	175	1	1	8	0	851	12	0	0	0	0	2	0	0	0
LK-1233295	Rammuthugala	Rammuthugala	gnd	322	7	0	1	2	577	3	0	5	0	0	1	1	0	0
LK-1233300	Kirillawala South	Kirillawala South	gnd	610	11	0	4	0	623	0	0	0	1	0	1	0	0	0
LK-1233305	Webada East	Webada East	gnd	402	8	2	5	0	396	2	0	1	0	0	1	0	0	0
LK-1233310	Gonahena East	Gonahena East	gnd	376	2	0	2	0	237	0	0	0	0	0	0	0	0	0
LK-1233315	Gonahena North	Gonahena North	gnd	300	13	2	0	0	599	0	0	0	0	0	0	0	0	0
LK-1233320	Gonahena South	Gonahena South	gnd	273	3	0	2	0	281	0	0	0	0	0	0	0	0	0
LK-1233325	Gonahena West	Gonahena West	gnd	237	4	0	9	0	715	6	0	0	0	0	0	0	0	0
LK-1233330	Eldeniya East	Eldeniya East	gnd	296	10	1	4	0	803	0	2	2	0	0	1	0	0	0
LK-1233335	Eldeniya West	Eldeniya West	gnd	243	7	0	3	0	527	7	0	0	0	0	2	0	0	0
LK-1233340	Puwakwetiya	Puwakwetiya	gnd	128	7	1	6	0	564	3	0	0	0	0	1	0	0	0
LK-1233345	Ihala Karagahamuna South	Ihala Karagahamuna South	gnd	64	14	0	2	0	517	1	0	0	0	0	0	0	0	0
LK-1233350	Ihala Karagahamuna East	Ihala Karagahamuna East	gnd	172	1	0	4	0	514	1	0	1	0	0	0	0	0	0
LK-1233355	Ihala Karagahamuna North	Ihala Karagahamuna North	gnd	193	2	0	0	0	1147	2	0	0	0	0	0	0	0	0
LK-1233360	Mahara Nugegoda South	Mahara Nugegoda South	gnd	304	4	0	5	1	594	1	0	1	0	0	0	0	0	0
LK-1233365	Neligama	Neligama	gnd	219	1	0	6	0	438	0	0	0	0	0	2	0	0	0
LK-1233370	Pahala Karagahamuna North	Pahala Karagahamuna North	gnd	156	1	1	3	1	362	3	0	0	0	0	1	0	0	0
LK-1233375	Pahala Karagahamuna East	Pahala Karagahamuna East	gnd	151	3	0	2	0	514	1	0	0	0	0	0	0	0	0
LK-1233380	Pahala Karagahamuna West	Pahala Karagahamuna West	gnd	146	7	0	1	0	951	0	0	0	0	0	13	1	0	0
LK-1233385	Kopiwatta	Kopiwatta	gnd	75	1	0	0	0	528	4	0	0	0	0	0	0	0	0
LK-1233390	Dalupitiya East	Dalupitiya East	gnd	130	4	1	4	0	436	0	0	0	0	0	0	0	0	0
LK-1233395	Kirimetiyagara	Kirimetiyagara	gnd	86	14	0	1	3	558	1	0	1	0	0	4	0	0	0
LK-1233400	Dalupitiya South	Dalupitiya South	gnd	59	1	1	15	0	684	5	0	0	0	0	0	0	0	0
LK-1233405	Dalupitiya West	Dalupitiya West	gnd	136	3	0	1	0	547	1	1	1	0	0	3	1	0	0
LK-1233410	Pinnameda West	Pinnameda West	gnd	43	3	2	1	0	647	1	0	0	0	0	0	0	0	0
LK-1233415	Gongithota	Gongithota	gnd	20	7	0	5	0	993	1	0	0	0	0	0	0	0	0
LK-1233420	Appugewatta	Appugewatta	gnd	15	20	0	2	0	453	1	0	1	0	0	0	0	0	0
LK-1233425	Gongithota West	Gongithota West	gnd	22	9	0	0	0	772	3	0	0	0	0	0	0	0	0
LK-1233430	Enderamulla South	Enderamulla South	gnd	15	4	0	2	0	664	2	0	0	0	0	0	0	0	1
LK-1233435	Enderamulla East	Enderamulla East	gnd	42	20	70	29	18	438	1	5	1	0	1	2	1	0	1
LK-1233440	Pinnameda	Pinnameda	gnd	58	9	1	3	0	756	25	0	0	0	0	0	0	0	0
LK-1233445	Nathuduwa	Nathuduwa	gnd	50	0	0	2	0	598	18	1	0	0	0	2	0	0	0
LK-1233450	Enderamulla West	Enderamulla West	gnd	30	5	0	8	0	638	7	2	0	1	0	0	0	0	0
LK-1233455	Nathuduwa West	Nathuduwa West	gnd	36	1	0	1	0	470	1	1	0	1	0	0	1	0	0
LK-1233460	Akbar Town	Akbar Town	gnd	23	4	0	1	0	818	2	0	0	0	0	0	0	0	0
LK-1236005	Welegoda	Welegoda	gnd	12	10	0	3	0	1938	10	0	0	0	0	0	0	0	0
LK-1236010	Hunupitiya North	Hunupitiya North	gnd	1	0	0	0	1	886	2	0	0	0	0	0	0	0	0
LK-1236015	Nahena	Nahena	gnd	58	11	4	5	1	1486	29	0	2	0	0	1	0	0	0
LK-1236020	Eriyawetiya	Eriyawetiya	gnd	20	2	1	0	0	1287	0	0	2	0	0	0	0	0	0
LK-1236025	Kiribathgoda	Kiribathgoda	gnd	70	0	0	3	0	840	7	0	0	0	0	0	0	0	0
LK-1236030	Thalawathuhenpita North	Thalawathuhenpita North	gnd	34	4	5	3	0	1022	4	0	0	0	0	1	0	0	0
LK-1236035	Thalawathuhenpita South	Thalawathuhenpita South	gnd	35	0	0	1	0	300	2	0	0	1	0	12	0	0	0
LK-1236040	Kendahena	Kendahena	gnd	43	1	0	3	0	994	13	2	0	0	0	0	0	0	0
LK-1236045	Egoda Eriyawetiya	Egoda Eriyawetiya	gnd	13	0	0	0	7	747	0	0	0	0	0	0	0	0	0
LK-1236050	Hunupitiya East	Hunupitiya East	gnd	33	1	0	3	0	1533	5	0	0	0	0	3	1	0	0
LK-1236055	Hunupitiya South	Hunupitiya South	gnd	11	1	1	4	6	1038	0	0	0	0	0	0	0	0	0
LK-1236060	Wanawasala West	Wanawasala West	gnd	23	4	0	0	0	1014	4	0	0	0	0	0	0	0	0
LK-1236065	Wanawasala East	Wanawasala East	gnd	14	11	0	2	0	1126	1	1	0	0	0	0	0	0	0
LK-1236070	Dippitigoda	Dippitigoda	gnd	11	0	4	0	0	1079	3	0	0	0	0	0	0	0	0
LK-1236075	Weweldoowa	Weweldoowa	gnd	13	2	0	0	0	645	2	0	0	0	0	0	0	0	0
LK-1236080	Warakanatta	Warakanatta	gnd	35	1	0	14	0	777	3	0	0	0	0	4	0	0	0
LK-1236085	Koholvila	Koholvila	gnd	132	3	0	19	0	960	1	0	0	0	0	1	0	0	0
LK-1236090	Dalugamgoda	Dalugamgoda	gnd	109	0	1	7	0	573	1	0	0	0	0	3	0	0	0
LK-1236095	Nungamugoda	Nungamugoda	gnd	38	0	0	14	3	619	1	0	0	0	0	0	0	0	0
LK-1236100	Dalugama	Dalugama	gnd	24	2	0	4	0	636	3	0	0	0	0	0	0	0	0
LK-1236105	Himbutuwelgoda	Himbutuwelgoda	gnd	31	5	0	4	1	1023	2	0	0	0	0	0	0	0	0
LK-1236110	Pattiya East	Pattiya East	gnd	4	3	1	4	1	902	5	0	0	0	0	0	0	0	0
LK-1236115	Pattiya North	Pattiya North	gnd	0	23	0	0	0	1633	9	0	0	0	0	0	0	0	0
LK-1236120	Meegahawatta	Meegahawatta	gnd	16	14	0	12	0	1260	6	0	0	0	0	2	0	0	0
LK-1236125	Peliyagodawatta	Peliyagodawatta	gnd	3	0	0	0	0	937	1	0	1	0	0	0	0	0	0
LK-1236130	Peliyagoda Gangabada	Peliyagoda Gangabada	gnd	1	1	0	2	0	864	1	0	1	0	0	0	0	0	0
LK-1236135	Peliyagoda Gangabada East	Peliyagoda Gangabada East	gnd	2	1	0	0	1	379	0	0	0	0	0	0	0	0	0
LK-1236140	Pattiya West	Pattiya West	gnd	4	5	1	4	0	1059	1	0	0	1	0	0	0	0	0
LK-1236145	Wedamulla	Wedamulla	gnd	60	2	0	0	0	1182	0	0	1	0	0	11	1	0	0
LK-1236150	Galborella	Galborella	gnd	45	0	0	1	0	689	1	0	0	0	0	0	0	0	0
LK-1236155	Polhena	Polhena	gnd	40	6	0	3	0	711	7	0	0	0	0	0	0	0	0
LK-1236160	Kelaniya	Kelaniya	gnd	48	6	0	5	0	768	0	2	0	0	0	1	0	0	0
LK-1236165	Sinharamulla North	Sinharamulla North	gnd	21	11	3	2	0	1067	4	0	0	0	0	0	0	0	0
LK-1236170	Pilapitiya	Pilapitiya	gnd	13	1	0	1	0	497	0	0	0	0	0	0	0	0	0
LK-1236175	Pethiyagoda	Pethiyagoda	gnd	30	0	2	6	0	1215	18	1	1	0	0	0	0	0	0
LK-1236180	Mewella	Mewella	gnd	16	6	0	18	0	1140	16	1	0	0	0	1	0	0	0
LK-1236185	Sinharamulla	Sinharamulla	gnd	16	2	0	1	0	764	9	0	0	0	0	1	0	0	0
LK-1239005	Pahala Biyanvila East	Pahala Biyanvila East	gnd	101	6	1	0	0	674	1	0	0	0	1	3	0	0	0
LK-1239010	Ihala Biyanvila North	Ihala Biyanvila North	gnd	142	1	0	22	0	854	3	0	0	0	0	1	0	0	0
LK-1239015	Ihala Biyanvila Central	Ihala Biyanvila Central	gnd	282	9	1	9	1	1135	12	0	0	0	0	0	0	0	0
LK-1239020	Mawaramandiya	Mawaramandiya	gnd	358	10	1	5	0	1371	4	0	0	0	0	3	0	0	0
LK-1239025	Meegahawatta West	Meegahawatta West	gnd	336	4	2	4	0	602	1	0	0	0	1	1	0	0	0
LK-1239030	Meegahawatta East	Meegahawatta East	gnd	378	8	0	5	0	468	0	0	0	0	0	3	0	0	0
LK-1239035	Kammalwatta	Kammalwatta	gnd	388	9	1	9	0	576	0	0	0	0	0	1	0	0	0
LK-1239040	Delgoda	Delgoda	gnd	424	7	3	6	0	410	4	0	0	1	0	2	0	0	0
LK-1239045	Athurumulla	Athurumulla	gnd	319	2	0	0	0	244	0	0	0	0	0	0	0	0	0
LK-1239050	Kanduboda East	Kanduboda East	gnd	357	10	1	1	0	661	3	0	0	0	0	0	0	0	0
LK-1239055	Kanduboda West	Kanduboda West	gnd	354	6	0	5	1	569	0	0	0	0	0	0	0	0	0
LK-1239060	Siyambalape Watta	Siyambalape Watta	gnd	665	21	2	5	0	906	13	1	0	0	0	3	1	0	0
LK-1239065	Daranagama	Daranagama	gnd	330	7	0	1	2	697	0	0	0	0	0	0	0	0	0
LK-1239070	Siyambalape North	Siyambalape North	gnd	583	10	0	3	0	1018	0	0	0	0	0	0	0	0	0
LK-1239075	Heiyanthuduwa North	Heiyanthuduwa North	gnd	437	10	4	8	0	1185	6	0	0	0	0	3	0	0	0
LK-1239080	Makola South Ihala	Makola South Ihala	gnd	194	3	1	5	0	1220	1	1	0	1	0	0	0	0	0
LK-1239085	Makola North Ihala	Makola North Ihala	gnd	79	2	1	2	0	913	3	0	1	0	0	2	0	0	0
LK-1239090	Makola North Central	Makola North Central	gnd	186	16	6	5	0	1904	4	0	1	0	0	1	0	0	0
LK-1239095	Pahala Biyanvila West	Pahala Biyanvila West	gnd	195	4	3	3	0	1198	2	0	1	0	0	0	0	0	0
LK-1239100	Pahala Biyanvila Central	Pahala Biyanvila Central	gnd	98	1	0	0	0	612	0	0	0	0	0	0	0	0	0
LK-1239105	Makola North Pahala	Makola North Pahala	gnd	112	5	0	2	0	1416	4	0	1	0	0	5	0	0	0
LK-1239110	Makola South Pahala	Makola South Pahala	gnd	142	3	0	4	0	771	3	8	0	0	0	5	1	0	0
LK-1239115	Pamunuvila	Pamunuvila	gnd	200	13	0	3	1	1353	15	0	0	0	0	5	0	0	0
LK-1239120	Gonawala East	Gonawala East	gnd	58	0	2	2	0	1169	2	0	2	1	2	7	0	0	0
LK-1239125	Sapugaskanda	Sapugaskanda	gnd	154	4	2	13	1	1769	0	0	0	0	0	2	24	0	0
LK-1239130	Heiyanthuduwa West	Heiyanthuduwa West	gnd	112	0	1	1	0	553	2	0	0	0	0	0	0	0	0
LK-1239135	Heiyanthuduwa East	Heiyanthuduwa East	gnd	411	13	2	1	1	1090	1	0	0	0	0	1	0	0	0
LK-1239140	Siyambalape South	Siyambalape South	gnd	570	6	0	9	2	1410	9	0	1	0	1	0	0	0	0
LK-1239145	Yatihena	Yatihena	gnd	358	17	0	14	0	1525	6	0	0	0	0	0	0	0	0
LK-1239150	Ulahitiwala	Ulahitiwala	gnd	106	2	0	27	0	648	1	1	0	0	0	0	0	0	0
LK-1239155	Walgama West	Walgama West	gnd	282	10	0	27	0	1319	3	0	0	0	0	5	0	0	1
LK-1239160	Biyagama North	Biyagama North	gnd	377	100	4	20	0	1860	5	0	0	0	0	0	0	0	2
LK-1239165	Biyagama West	Biyagama West	gnd	156	7	1	0	0	744	0	0	0	0	0	0	0	0	0
LK-1239170	Heiyanthuduwa South	Heiyanthuduwa South	gnd	135	3	0	0	0	575	2	0	0	0	0	0	0	0	0
LK-1239175	Mabima East	Mabima East	gnd	167	2	0	0	0	799	9	0	0	0	0	3	0	0	0
LK-1239180	Mabima West	Mabima West	gnd	158	1	0	4	0	701	1	0	0	0	0	0	0	0	0
LK-1239185	Pattivila North	Pattivila North	gnd	33	3	1	1	0	759	3	1	1	1	0	0	0	0	0
LK-1239190	Gonawala Central	Gonawala Central	gnd	124	2	3	0	1	1358	3	0	0	1	0	3	0	0	0
LK-1239195	Galedanda	Galedanda	gnd	143	0	0	5	0	584	4	0	1	0	0	2	0	0	0
LK-1239200	Gonawala West	Gonawala West	gnd	242	5	0	3	1	1629	4	0	0	0	0	7	0	0	0
LK-1239205	Thalwatta	Thalwatta	gnd	128	1	0	1	0	608	0	1	0	0	0	0	0	0	0
LK-1239210	Bollegala	Bollegala	gnd	150	2	1	10	0	1043	8	0	0	0	0	0	0	0	0
LK-1239215	Pattivila South	Pattivila South	gnd	62	3	0	0	0	735	2	0	0	0	0	0	0	0	0
LK-1239220	Biyagama South	Biyagama South	gnd	310	5	0	6	0	597	2	0	2	0	0	6	0	0	0
LK-1239225	Biyagama East	Biyagama East	gnd	286	6	0	4	0	773	2	0	8	0	0	1	0	1	0
LK-1239230	Yabaraluwa North	Yabaraluwa North	gnd	72	15	1	18	2	652	0	0	0	0	0	1	0	0	0
LK-1239235	Yabaraluwa South	Yabaraluwa South	gnd	55	18	2	5	0	696	2	0	0	1	0	0	0	0	0
LK-1239240	Malwana Town	Malwana Town	gnd	58	4	0	7	0	1303	8	0	1	0	0	0	0	0	0
LK-1239245	Walgama East	Walgama East	gnd	346	7	1	3	0	880	0	0	0	0	0	0	1	0	0
LK-1303005	Horethuduwa North	Horethuduwa North	gnd	2	0	0	0	0	412	0	0	0	0	0	0	0	0	0
LK-1303010	Horethuduwa	Horethuduwa	gnd	0	0	0	0	0	467	2	0	0	0	0	0	0	1	0
LK-1303015	Horethuduwa Central	Horethuduwa Central	gnd	7	0	1	0	0	339	2	0	0	0	0	0	0	0	0
LK-1303020	Horethuduwa South	Horethuduwa South	gnd	3	1	0	69	7	373	3	0	0	0	0	0	0	0	0
LK-1303025	Gorakana	Gorakana	gnd	82	0	0	3	0	518	0	3	0	0	0	2	0	0	0
LK-1303030	Gorakana South	Gorakana South	gnd	62	3	1	1	0	991	1	6	1	0	0	0	0	0	0
LK-1303035	Paratta West	Paratta West	gnd	89	5	0	0	1	585	0	0	0	0	0	0	0	0	1
LK-1303040	Paratta	Paratta	gnd	80	10	0	2	0	736	9	0	0	0	0	0	0	0	0
LK-1303045	Diggala	Diggala	gnd	196	16	0	16	0	901	0	0	0	1	0	0	0	0	0
LK-1303050	Keselwatta	Keselwatta	gnd	144	3	2	16	0	1384	47	2	1	0	0	5	0	0	0
LK-1303055	Sarikkamulla	Sarikkamulla	gnd	43	1	0	4	0	660	11	0	102	0	0	0	0	0	0
LK-1303060	Henamulla	Henamulla	gnd	12	0	0	0	0	768	0	0	0	0	0	0	0	0	0
LK-1303065	Wattalpola	Wattalpola	gnd	107	1	1	19	0	1008	4	0	1	0	0	1	0	0	0
LK-1303070	Miriyawatta	Miriyawatta	gnd	52	8	6	8	0	583	3	2	1	0	0	0	0	0	0
LK-1303075	Thotawatta	Thotawatta	gnd	99	2	1	14	0	996	1	0	0	0	0	0	0	0	0
LK-1303080	Werawatta	Werawatta	gnd	16	0	0	4	0	675	1	0	0	0	0	0	0	0	0
LK-1303085	Pallimulla	Pallimulla	gnd	19	1	0	1	0	474	0	0	0	0	0	0	0	0	0
LK-1303090	Gorakapola	Gorakapola	gnd	18	0	0	1	0	498	3	0	0	0	0	1	0	0	0
LK-1303095	Walana North	Walana North	gnd	61	9	1	1	0	785	7	0	0	0	0	0	0	0	0
LK-1303100	Ambalanduwa	Ambalanduwa	gnd	49	3	0	3	0	857	3	0	0	1	0	0	0	0	0
LK-1303105	Galthude North	Galthude North	gnd	139	1	0	5	0	480	2	0	0	0	0	0	0	0	0
LK-1303110	Galthude	Galthude	gnd	104	1	0	6	0	426	0	0	0	0	0	0	0	0	0
LK-1303115	Hirana West	Hirana West	gnd	351	4	2	7	0	929	3	0	0	0	0	0	0	0	0
LK-1303120	Hirana	Hirana	gnd	200	14	0	1	0	548	1	0	0	0	0	0	0	0	0
LK-1303125	Thanthirimulla East	Thanthirimulla East	gnd	75	8	1	2	0	501	1	0	0	0	0	0	0	0	0
LK-1303130	Thanthirimulla	Thanthirimulla	gnd	68	1	0	0	0	346	0	0	0	0	0	0	0	0	0
LK-1303135	Bekkegama	Bekkegama	gnd	102	9	2	4	0	751	5	0	0	0	0	3	0	0	0
LK-1303140	Walana South	Walana South	gnd	90	6	1	10	0	566	4	1	0	0	0	19	0	0	0
LK-1303145	Walana	Walana	gnd	6	0	0	0	0	901	1	0	0	0	0	0	0	0	0
LK-1303150	Udahamulla	Udahamulla	gnd	8	0	0	0	0	545	0	0	0	0	0	0	0	0	0
LK-1303155	Punchideniya	Punchideniya	gnd	88	0	0	0	0	424	0	0	0	0	0	0	0	0	0
LK-1303160	Malamulla West	Malamulla West	gnd	240	26	0	3	0	1190	8	0	0	0	0	0	0	0	0
LK-1303165	Kiriberiya	Kiriberiya	gnd	289	9	0	2	1	986	5	0	2	0	0	1	0	0	0
LK-1303170	Malamulla	Malamulla	gnd	311	11	0	4	0	806	18	0	3	0	0	0	0	0	0
LK-1303175	Kuruppumulla	Kuruppumulla	gnd	25	1	2	1	0	364	0	0	0	0	0	0	0	0	0
LK-1303180	Etambagoda	Etambagoda	gnd	42	1	0	1	0	544	0	0	1	0	0	0	0	0	0
LK-1303185	Pattiya North	Pattiya North	gnd	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0
LK-1303190	Bazaar North	Bazaar North	gnd	1	0	1	0	0	202	1	2	0	0	0	0	0	0	0
LK-1303195	Sagara Place	Sagara Place	gnd	0	1	0	0	1	126	0	0	0	0	0	0	0	0	0
LK-1303200	Bazaar West	Bazaar West	gnd	1	0	0	0	0	182	0	0	0	0	0	0	0	0	0
LK-1303205	Bazaar	Bazaar	gnd	1	0	0	0	0	159	0	0	0	0	0	0	0	0	0
LK-1303210	Walapala Pattiya	Walapala Pattiya	gnd	7	0	0	1	0	425	3	0	0	0	0	0	0	0	0
LK-1303215	Walapala	Walapala	gnd	38	1	0	3	0	625	6	0	2	0	0	0	0	0	0
LK-1303220	Eluvila	Eluvila	gnd	104	1	0	11	0	797	3	0	0	0	1	0	0	0	0
LK-1303225	Wekada East	Wekada East	gnd	100	1	1	10	1	622	17	1	0	0	0	0	0	0	0
LK-1303230	Wekada North	Wekada North	gnd	21	0	0	1	0	689	1	0	0	0	0	1	0	0	0
LK-1303235	Wekada West	Wekada West	gnd	15	4	0	0	0	751	6	2	0	0	0	0	0	0	0
LK-1303240	Pattiya	Pattiya	gnd	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0
LK-1303245	Uyankele	Uyankele	gnd	4	2	0	0	0	408	0	0	0	0	0	0	0	0	0
LK-1303250	Pattiya South	Pattiya South	gnd	0	0	0	0	0	351	2	0	0	0	0	0	0	0	0
LK-1303255	Kaludewala	Kaludewala	gnd	61	12	0	12	0	523	0	0	0	0	0	2	0	0	0
LK-1303260	Kaludewala East	Kaludewala East	gnd	211	4	0	1	0	647	5	0	1	1	0	0	0	0	0
LK-1303265	Moravinna	Moravinna	gnd	65	0	0	1	4	987	1	0	0	0	0	2	0	0	0
LK-1303270	Nallooruwa North	Nallooruwa North	gnd	2	0	0	0	0	522	0	0	0	0	0	0	0	0	0
LK-1303275	Nallooruwa	Nallooruwa	gnd	8	1	0	0	0	755	5	0	0	0	0	0	0	0	0
LK-1303280	Dibbedda	Dibbedda	gnd	28	1	0	5	0	425	0	0	0	0	0	0	0	0	0
LK-1303285	Dibbedda North	Dibbedda North	gnd	83	1	1	2	2	752	1	0	0	0	0	0	0	0	0
