region_id	region_name	region_name_in_data	region_ent_type	sinhalese	sri_lanka_tamil	indian_malaiyaga_tamil	sri_lanka_moor_muslim	burgher	malay	sri_lanka_chetty	bharatha	veddha
LK-1209300	Induragara South	Induragara South	GND	774	0	0	0	0	0	0	0	0
LK-1209305	Kadawala North	Kadawala North	GND	2072	24	0	0	14	0	0	0	0
LK-1209310	Kadawala	Kadawala	GND	1031	14	0	0	0	0	0	0	0
LK-1209315	Kaluwarippuwa East - Dakuna	Kaluwarippuwa East - Dakuna	GND	2788	118	21	0	0	0	0	0	0
LK-1209320	Miriswatta	Miriswatta	GND	1763	43	0	0	0	0	0	0	0
LK-1209325	Dagonna North	Dagonna North	GND	1583	0	0	0	0	0	0	0	0
LK-1209330	Dagonna East	Dagonna East	GND	1582	0	0	0	0	0	0	0	0
LK-1209335	Halgahawelawatta	Halgahawelawatta	GND	638	0	0	0	0	0	0	0	0
LK-1209340	Katuwellegama North	Katuwellegama North	GND	1176	0	0	0	0	0	0	0	0
LK-1209345	Kadawala South	Kadawala South	GND	1169	0	0	0	0	0	0	0	0
LK-1209350	Batepola	Batepola	GND	1643	0	0	0	0	0	0	0	0
LK-1209355	Doonagaha South	Doonagaha South	GND	1859	0	0	0	0	0	0	0	0
LK-1209360	Doonagaha	Doonagaha	GND	979	0	0	0	0	0	0	0	0
LK-1209365	Palliyapitiya East	Palliyapitiya East	GND	1587	0	0	0	0	0	0	0	0
LK-1209370	Hunumulla	Hunumulla	GND	1881	0	0	0	0	0	0	0	0
LK-1209375	Hapugahagama	Hapugahagama	GND	835	0	0	0	0	0	0	0	0
LK-1209380	Barawavila	Barawavila	GND	1238	0	0	0	0	0	0	0	0
LK-1209385	Kudagammana	Kudagammana	GND	1975	0	0	0	21	0	0	0	0
LK-1209390	Pahala Madithiyawala	Pahala Madithiyawala	GND	1143	0	0	0	0	0	0	0	0
LK-1209395	Kaluaggala	Kaluaggala	GND	982	0	0	0	0	0	0	0	0
LK-1209400	Kuleegedara	Kuleegedara	GND	971	0	0	0	0	0	0	0	0
LK-1209405	Nawana East	Nawana East	GND	592	0	0	0	0	0	0	0	0
LK-1209410	Nariyamulla	Nariyamulla	GND	565	0	0	0	0	0	0	0	0
LK-1209415	Halpe 2	Halpe	GND	3098	0	0	0	17	0	0	0	0
LK-1209420	Parana Halpe West	Parana Halpe West	GND	1201	0	0	0	0	0	0	0	0
LK-1209425	Parana Halpe East	Parana Halpe East	GND	786	0	0	0	0	0	0	0	0
LK-1209430	Gurullagama	Gurullagama	GND	811	18	0	0	0	0	0	0	0
LK-1209435	Kithulwala Ihala	Kithulwala Ihala	GND	1174	0	0	0	0	0	0	0	0
LK-1209440	Kithulwala Pahala	Kithulwala Pahala	GND	959	0	0	0	0	0	0	0	0
LK-1209445	Kithulwala North	Kithulwala North	GND	1056	0	0	0	0	0	0	0	0
LK-1209450	Kaluaggala Pahalagama	Kaluaggala Pahalagama	GND	658	0	0	0	0	0	0	0	0
LK-1209455	Wattemulla	Wattemulla	GND	1272	0	0	0	0	0	0	0	0
LK-1209460	Ihala Madithiyawala	Ihala Madithiyawala	GND	947	0	0	0	0	0	0	0	0
LK-1209465	Hangawatta	Hangawatta	GND	467	0	0	0	0	0	0	0	0
LK-1209470	Rassapana	Rassapana	GND	497	0	0	0	0	0	0	0	0
LK-1209475	Balagalla West	Balagalla West	GND	1193	10	0	0	0	0	0	0	0
LK-1209480	Parana Handiya	Parana Handiya	GND	406	0	0	0	0	0	0	0	0
LK-1209485	Pinnakele	Pinnakele	GND	897	0	0	0	0	0	0	0	0
LK-1209490	Pinnakele South	Pinnakele South	GND	972	0	0	0	0	0	0	0	0
LK-1209495	Urapana	Urapana	GND	1528	10	0	0	0	0	0	0	0
LK-1209500	Kelepitimulla	Kelepitimulla	GND	2399	17	0	0	0	0	0	0	0
LK-1209505	Sayakkaramulla	Sayakkaramulla	GND	757	0	0	0	0	0	0	0	0
LK-1209510	Henpitagedara	Henpitagedara	GND	1234	17	0	0	0	0	0	0	0
LK-1209515	Aluthepola West	Aluthepola West	GND	1833	0	0	0	0	0	0	0	0
LK-1209520	Thotillagahawatta	Thotillagahawatta	GND	1428	0	0	0	0	0	0	0	0
LK-1209525	Katuwellegama South	Katuwellegama South	GND	1692	10	13	0	0	0	0	0	0
LK-1209530	Palugahawela	Palugahawela	GND	1376	0	0	0	0	0	0	0	0
LK-1209535	Dagonna South	Dagonna South	GND	3219	29	0	0	0	0	0	0	0
LK-1209540	Hapuwalana South	Hapuwalana South	GND	817	0	0	0	0	0	0	0	0
LK-1209545	Hapuwalana	Hapuwalana	GND	787	0	0	0	0	0	0	0	0
LK-1209550	Bomugammana North	Bomugammana North	GND	1916	27	0	0	0	0	0	0	0
LK-1209555	Bomugammana South	Bomugammana South	GND	1055	0	0	0	0	0	0	0	0
LK-1209560	Pinnalanda	Pinnalanda	GND	821	0	0	0	0	0	0	0	0
LK-1209565	Divulapitiya	Divulapitiya	GND	1801	0	0	0	0	0	0	0	0
LK-1209570	Balagalla East	Balagalla East	GND	880	0	0	0	0	0	0	0	0
LK-1209575	Ullalapola East	Ullalapola East	GND	1171	0	0	0	0	0	0	0	0
LK-1209580	Ullalapola West	Ullalapola West	GND	1228	0	0	0	0	0	0	0	0
LK-1209585	Wewagedara	Wewagedara	GND	1047	0	0	0	0	0	0	0	0
LK-1209590	Horagasmulla	Horagasmulla	GND	1672	0	0	0	0	0	0	0	0
LK-1209595	Assennawatta East	Assennawatta East	GND	3315	13	0	0	0	0	0	0	0
LK-1209600	Hapuwalana North	Hapuwalana North	GND	856	0	0	0	0	0	0	0	0
LK-1209605	Assennawatta West	Assennawatta West	GND	1051	0	0	0	0	0	0	0	0
LK-1209610	Weragodamulla	Weragodamulla	GND	2217	0	0	0	0	0	0	0	0
LK-1209615	Aluthepola East	Aluthepola East	GND	1347	24	0	0	0	0	0	0	0
LK-1212	Mirigama	Mirigama	DSD	166648	730	12	8507	0	0	0	135	0
LK-1212005	Nalla	Nalla	GND	3936	0	0	0	0	0	0	0	0
LK-1212010	Giriullagama	Giriullagama	GND	1604	12	0	0	0	0	0	0	0
LK-1212015	Loluwagoda	Loluwagoda	GND	2593	23	0	16	0	0	0	0	0
LK-1212020	Delwala South	Delwala South	GND	800	0	0	0	0	0	0	0	0
LK-1212025	Delwala	Delwala	GND	788	0	0	0	0	0	0	0	0
LK-1212030	Loluwagoda South	Loluwagoda South	GND	1122	0	0	0	0	0	0	0	0
LK-1212035	Madurupitiya	Madurupitiya	GND	863	13	0	0	0	0	0	0	0
LK-1212040	Hapugahagedara	Hapugahagedara	GND	1026	0	0	0	0	0	0	0	0
LK-1212045	Kandangamuwa	Kandangamuwa	GND	1459	19	0	0	0	0	0	0	0
LK-1212050	Henegama	Henegama	GND	1048	0	0	0	0	0	0	0	0
LK-1212055	Maladeniya	Maladeniya	GND	1126	0	0	0	0	0	0	0	0
LK-1212060	Kahandawa	Kahandawa	GND	1674	0	0	0	0	0	0	0	0
LK-1212065	Kandalama	Kandalama	GND	1461	13	0	0	0	0	0	0	0
LK-1212070	Walbothale	Walbothale	GND	2360	0	0	0	0	0	0	0	0
LK-1212075	Pirisyala	Pirisyala	GND	1029	0	0	0	0	0	0	0	0
LK-1212080	Kamarangawa	Kamarangawa	GND	777	0	0	0	0	0	0	0	0
LK-1212085	Keenadeniya	Keenadeniya	GND	1336	11	0	0	0	0	0	0	0
LK-1212090	Bothale Pahalagama North	Bothale Pahalagama North	GND	1379	0	0	0	0	0	0	0	0
LK-1212095	Maveehena	Maveehena	GND	998	11	0	0	0	0	0	0	0
LK-1212100	Kurunduwatta	Kurunduwatta	GND	1166	0	0	0	0	0	0	0	0
LK-1212105	Purana Meerigama	Purana Mirigama	GND	1002	19	0	0	0	0	0	0	0
LK-1212110	Hakurukumbura	Hakurukumbura	GND	2453	15	0	0	0	0	0	0	0
LK-1212115	Mugurugampala	Mugurugampala	GND	1867	0	0	0	0	0	0	0	0
LK-1212120	Vilwatta	Vilwatta	GND	1471	0	0	0	0	0	0	0	0
LK-1212125	Thawalampitiya	Thawalampitiya	GND	978	12	0	0	0	0	0	0	0
LK-1212130	Bothale Pahalagama	Bothale Pahalagama	GND	1013	0	0	0	0	0	0	0	0
LK-1212135	Bothale Pahalagama West	Bothale Pahalagama West	GND	1002	0	0	0	0	0	0	0	0
LK-1212140	Bothale Medagama	Bothale Medagama	GND	885	0	0	0	0	0	0	0	0
LK-1212145	Bothale Pahalagama East	Bothale Pahalagama East	GND	1891	0	0	0	0	0	0	0	0
LK-1212150	Thalagama East	Thalagama East	GND	523	0	0	0	0	0	0	0	0
LK-1212155	Thalagama	Thalagama	GND	777	0	0	0	0	0	0	0	0
LK-1212160	Balathawa	Balathawa	GND	852	0	0	0	0	0	0	0	0
LK-1212165	Makoora	Makoora	GND	480	0	0	0	0	0	0	0	0
LK-1212170	Pottekanda	Pottekanda	GND	634	0	0	0	0	0	0	0	0
LK-1212175	Bothale Ihalagama	Bothale Ihalagama	GND	959	0	0	0	0	0	0	0	0
LK-1212180	Andagalakanda	Andagalakanda	GND	622	0	0	0	0	0	0	0	0
LK-1212185	Halugama Ihala	Halugama Ihala	GND	865	0	0	0	0	0	0	0	0
LK-1212190	Kindiwala	Kindiwala	GND	605	0	0	0	0	0	0	0	0
LK-1212195	Halugama Pahala	Halugama Pahala	GND	585	0	0	0	0	0	0	0	0
LK-1212200	Meerigama	Mirigama	GND	445	0	0	0	0	0	0	0	0
LK-1212205	Walawwatta	Walawwatta	GND	1208	0	0	0	0	0	0	0	0
LK-1212210	Thilinagama	Thilinagama	GND	1311	22	0	0	0	0	0	0	0
LK-1212215	Vijayarajadahana	Vijayarajadahana	GND	860	0	0	0	0	0	0	0	0
LK-1212220	Neligama Ihala	Neligama Ihala	GND	548	0	0	0	0	0	0	0	0
LK-1212225	Neligama Central	Neligama Central	GND	737	0	0	0	0	0	0	0	0
LK-1212230	Neligama	Neligama	GND	978	0	0	0	0	0	0	0	0
LK-1212235	Lindara	Lindara	GND	960	0	0	0	0	0	0	0	0
LK-1212240	Halugama	Halugama	GND	1541	0	0	0	0	0	0	0	0
LK-1212245	Siyambalagoda	Siyambalagoda	GND	768	0	0	0	0	0	0	0	0
LK-1212250	Lindara Pahala	Lindara Pahala	GND	606	0	0	0	0	0	0	0	0
LK-1212255	Pohonnaruwa	Pohonnaruwa	GND	1251	0	0	0	0	0	0	0	0
LK-1212260	Indiparape	Indiparape	GND	1007	0	0	0	0	0	0	0	0
LK-1212265	Kosetadeniya	Kosetadeniya	GND	752	0	0	0	0	0	0	0	0
LK-1212270	Imbulanwala	Imbulanwala	GND	896	0	0	0	0	0	0	0	0
LK-1212275	Uduulla	Uduulla	GND	573	0	0	0	0	0	0	0	0
LK-1212280	Gaspe	Gaspe	GND	1576	0	0	0	0	0	0	0	0
LK-1212285	Banduragoda	Banduragoda	GND	973	12	0	0	0	0	0	0	0
LK-1212290	Keppitiwalana	Keppitiwalana	GND	1347	10	0	0	0	0	0	0	0
LK-1212295	Gaspe Pahalagama	Gaspe Pahalagama	GND	843	0	0	0	0	0	0	0	0
LK-1212300	Galgana	Galgana	GND	418	0	0	0	0	0	0	0	0
LK-1212305	Pelapitigama	Pelapitigama	GND	1315	0	0	0	0	0	0	0	0
LK-1212310	Elhena	Elhena	GND	1816	0	0	0	0	0	0	0	0
LK-1212315	Ganegoda	Ganegoda	GND	1129	0	0	0	0	0	0	0	0
LK-1212320	Hiriwala	Hiriwala	GND	1789	0	0	0	0	0	0	0	0
LK-1212325	Handurumulla	Handurumulla	GND	786	0	0	0	0	0	0	0	0
LK-1212330	Pamunuwatta	Pamunuwatta	GND	1496	0	0	0	0	0	0	0	0
LK-1212335	Lindara Ihala	Lindara Ihala	GND	457	0	0	0	0	0	0	0	0
LK-1212340	Arukgoda	Arukgoda	GND	549	0	0	0	0	0	0	0	0
LK-1212345	Madabavita	Madabavita	GND	1369	0	0	0	0	0	0	0	0
LK-1212350	Madabavita Ihalagama	Madabavita Ihalagama	GND	928	0	0	0	0	0	0	0	0
LK-1212355	Newgala	Newgala	GND	1074	0	0	0	0	0	0	0	0
LK-1212360	Danovita	Danovita	GND	1453	27	0	22	0	0	0	0	0
LK-1212365	Weweldeniya Pahalagama	Weweldeniya Pahalagama	GND	954	0	0	32	0	0	0	0	0
LK-1212370	Weweldeniya Pahalagama West	Weweldeniya Pahalagama West	GND	1449	0	0	0	0	0	0	0	0
LK-1212375	Henepola	Henepola	GND	545	0	0	0	0	0	0	0	0
LK-1212380	Palmada	Palmada	GND	689	0	0	0	0	0	0	0	0
LK-1212385	Kal/ Pallewela	Kal/Pallewela	GND	1171	0	0	0	0	0	0	0	0
LK-1212390	Raddalgoda	Raddalgoda	GND	863	0	0	0	0	0	0	0	0
LK-1212395	Ihala Bokalagama	Ihala Bokalagama	GND	1142	0	0	0	0	0	0	0	0
LK-1212400	Pahala Bokalagama	Pahala Bokalagama	GND	2272	0	0	0	0	0	0	0	0
LK-1212405	Kukulnape	Kukulnape	GND	773	0	0	0	0	0	0	0	0
LK-1212410	Gaspe South	Gaspe South	GND	892	0	0	0	0	0	0	0	0
LK-1212415	Muddaragama	Muddaragama	GND	989	0	0	0	0	0	0	0	0
LK-1212420	Hanchapola	Hanchapola	GND	1020	0	0	0	0	0	0	0	0
LK-1212425	Hirikuluwa	Hirikuluwa	GND	609	0	0	0	0	0	0	135	0
LK-1212430	Pathagama	Pathagama	GND	738	0	0	0	0	0	0	0	0
LK-1212435	Borukgamuwa West	Borukgamuwa West	GND	916	0	0	0	0	0	0	0	0
LK-1212440	Borukgamuwa	Borukgamuwa	GND	1217	24	0	0	0	0	0	0	0
LK-1212445	Pallewela	Pallewela	GND	725	0	0	0	0	0	0	0	0
LK-1212450	Weragoda/ Kakkele	Weragoda/Kakkele	GND	1203	0	0	0	0	0	0	0	0
LK-1212455	Hansagiriya	Hansagiriya	GND	388	0	0	1815	0	0	0	0	0
LK-1212460	Wellevilamulla North	Wellevilamulla North	GND	911	13	0	96	0	0	0	0	0
LK-1212465	Wellevilamulla	Wellevilamulla	GND	88	23	0	1461	0	0	0	0	0
LK-1212470	Udawela	Udawela	GND	1345	17	0	116	0	0	0	0	0
LK-1212475	Hapitigama	Hapitigama	GND	1038	0	0	0	0	0	0	0	0
LK-1212480	Makkanigoda North	Makkanigoda North	GND	1713	10	0	0	0	0	0	0	0
LK-1212485	Pahalawela	Pahalawela	GND	640	0	0	0	0	0	0	0	0
LK-1212490	Millawala	Millawala	GND	1188	0	0	0	0	0	0	0	0
LK-1212495	Weweldeniya Ihalagama West	Weweldeniya Ihalagama West	GND	542	13	0	191	0	0	0	0	0
LK-1212500	Weweldeniya Ihalagama	Weweldeniya Ihalagama	GND	744	0	0	90	0	0	0	0	0
LK-1212505	Kotadeniya	Kotadeniya	GND	1029	0	0	0	0	0	0	0	0
LK-1212510	Ilukpatha/ Weragoda	Ilukpatha/Weragoda	GND	1180	0	0	0	0	0	0	0	0
LK-1212515	Hedidenikanda	Hedidenikanda	GND	638	58	0	67	0	0	0	0	0
LK-1212520	Radawadunna	Radawadunna	GND	1017	0	0	0	0	0	0	0	0
LK-1212525	Bataleeya	Bataleeya	GND	1215	0	0	0	0	0	0	0	0
LK-1212530	Bataleeya South	Bataleeya South	GND	991	0	0	0	0	0	0	0	0
LK-1212535	Bolana	Bolana	GND	894	0	0	0	0	0	0	0	0
LK-1212540	Mallehewa	Mallehewa	GND	941	0	0	0	0	0	0	0	0
LK-1212545	Webadamulla	Webadamulla	GND	1535	23	12	863	0	0	0	0	0
LK-1212550	Weragoda	Weragoda	GND	900	0	0	0	0	0	0	0	0
LK-1212555	Midellawala	Midellawala	GND	493	0	0	0	0	0	0	0	0
LK-1212560	Kendalanda	Kendalanda	GND	1124	0	0	0	0	0	0	0	0
LK-1212565	Nungamuwa	Nungamuwa	GND	1291	0	0	0	0	0	0	0	0
LK-1212570	Uthuwanbogahawatta	Uthuwanbogahawatta	GND	1561	0	0	0	0	0	0	0	0
LK-1212575	Maligathenna Pahala	Maligathenna Pahala	GND	1675	0	0	0	0	0	0	0	0
LK-1212580	Maligathenna Central	Maligathenna Central	GND	1897	0	0	0	0	0	0	0	0
LK-1212585	Wandurawa	Wandurawa	GND	1824	12	0	0	0	0	0	0	0
LK-1212590	Galgamuwa West	Galgamuwa West	GND	1620	0	0	0	0	0	0	0	0
LK-1212595	Galgamuwa East	Galgamuwa East	GND	1023	0	0	0	0	0	0	0	0
LK-1212600	Kumbaloluwa	Kumbaloluwa	GND	527	0	0	0	0	0	0	0	0
LK-1212605	Kumbaloluwa Ihala	Kumbaloluwa Ihala	GND	1240	0	0	0	0	0	0	0	0
LK-1212610	Kumbaloluwa Pahala	Kumbaloluwa Pahala	GND	1165	0	0	23	0	0	0	0	0
LK-1212615	Dumunnegedara South	Dumunnegedara South	GND	771	0	0	0	0	0	0	0	0
LK-1212620	Dumunnegedara	Dumunnegedara	GND	823	0	0	0	0	0	0	0	0
LK-1212625	Pasyala	Pasyala	GND	1074	10	0	21	0	0	0	0	0
LK-1212630	Pasyala West	Pasyala West	GND	754	0	0	16	0	0	0	0	0
LK-1212635	Muruthawala	Muruthawala	GND	580	0	0	0	0	0	0	0	0
LK-1212640	Kithanawatta	Kithanawatta	GND	900	49	0	2335	0	0	0	0	0
LK-1212645	Kammalpitiya	Kammalpitiya	GND	1091	0	0	215	0	0	0	0	0
LK-1212650	Radawadunna Central	Radawadunna Central	GND	869	0	0	0	0	0	0	0	0
LK-1212655	Imbulgasovita	Imbulgasovita	GND	949	0	0	0	0	0	0	0	0
LK-1212660	Radawadunna Pahala	Radawadunna Pahala	GND	767	0	0	0	0	0	0	0	0
LK-1212665	Weerasooriyakanda	Weerasooriyakanda	GND	1644	78	0	0	0	0	0	0	0
LK-1212670	Pasyala East	Pasyala East	GND	947	13	0	177	0	0	0	0	0
LK-1212675	Udugama	Udugama	GND	1560	0	0	0	0	0	0	0	0
LK-1212680	Panawala	Panawala	GND	925	0	0	0	0	0	0	0	0
LK-1212685	Delgahamedilla	Delgahamedilla	GND	1378	0	0	0	0	0	0	0	0
LK-1212690	Mottunna West	Mottunna West	GND	1003	0	0	0	0	0	0	0	0
LK-1212695	Mottunna	Mottunna	GND	806	0	0	0	0	0	0	0	0
LK-1212700	Maligathenna	Maligathenna	GND	2663	19	0	0	0	0	0	0	0
LK-1212705	Kureekotuwa	Kureekotuwa	GND	3587	88	0	12	0	0	0	0	0
LK-1212710	Hakwadunna	Hakwadunna	GND	1202	0	0	0	0	0	0	0	0
LK-1212715	Kureekotuwa Pahala	Kureekotuwa Pahala	GND	891	14	0	0	0	0	0	0	0
LK-1212720	Ellalamulla	Ellalamulla	GND	1442	22	0	612	0	0	0	0	0
LK-1212725	Debahera	Debahera	GND	1211	12	0	51	0	0	0	0	0
LK-1212730	Mawathahena	Mawathahena	GND	1198	0	0	0	0	0	0	0	0
LK-1212735	Meevitiya	Meevitiya	GND	1535	13	0	276	0	0	0	0	0
LK-1212740	Ketakalapitiya	Ketakalapitiya	GND	730	0	0	0	0	0	0	0	0
LK-1212745	Dambutuwa	Dambutuwa	GND	1036	0	0	0	0	0	0	0	0
LK-1215	Minuwangoda	Minuwangoda	DSD	190169	873	67	6664	70	75	0	0	0
LK-1215005	Medemulla North	Medemulla North	GND	1686	0	0	0	0	0	0	0	0
LK-1215010	Nilpanagoda West	Nilpanagoda West	GND	1647	11	0	0	0	0	0	0	0
LK-1215015	Nilpanagoda East	Nilpanagoda East	GND	1509	10	0	18	0	0	0	0	0
LK-1215020	Nilpanagoda	Nilpanagoda	GND	2819	18	0	0	0	0	0	0	0
LK-1215025	Arangawa	Arangawa	GND	1841	0	0	0	0	0	0	0	0
LK-1215030	Horampella North	Horampella North	GND	2042	0	0	0	0	0	0	0	0
LK-1215035	Galkanda	Galkanda	GND	919	0	0	0	0	0	0	0	0
LK-1215040	Bodhipihituwala	Bodhipihituwala	GND	2094	0	0	0	0	0	0	0	0
LK-1215045	Watinapaha	Watinapaha	GND	1264	0	0	0	0	0	0	0	0
LK-1215050	Mabodala West	Mabodala West	GND	2073	14	0	14	0	0	0	0	0
LK-1215055	Mabodala North	Mabodala North	GND	1305	25	0	0	0	0	0	0	0
LK-1215060	Ihala Vithanamulla	Ihala Vithanamulla	GND	1243	0	0	0	0	0	0	0	0
LK-1215065	Nalapaha	Nalapaha	GND	887	0	0	0	0	0	0	0	0
LK-1215070	Pahala Vithanamulla	Pahala Vithanamulla	GND	800	0	0	0	0	0	0	0	0
LK-1215075	Mabodala East	Mabodala East	GND	1140	0	0	0	0	0	0	0	0
LK-1215080	Mabodala South	Mabodala South	GND	814	0	0	0	0	0	0	0	0
LK-1215085	Watinapaha South	Watinapaha South	GND	1284	0	0	0	0	0	0	0	0
LK-1215090	Wankepumulla	Wankepumulla	GND	519	0	0	0	0	0	0	0	0
LK-1215095	Kamaragoda	Kamaragoda	GND	1274	0	0	0	0	0	0	0	0
LK-1215100	Kudagoda	Kudagoda	GND	1160	0	0	0	0	0	0	0	0
LK-1215105	Horampella South	Horampella South	GND	1187	0	0	0	14	0	0	0	0
LK-1215110	Mahagama	Mahagama	GND	1954	0	0	19	0	0	0	0	0
LK-1215115	Wegowwa South	Wegowwa South	GND	1761	11	0	0	0	0	0	0	0
LK-1215120	Minuwangoda East	Minuwangoda East	GND	1957	12	0	0	0	0	0	0	0
LK-1215125	Minuwangoda North	Minuwangoda North	GND	1109	20	0	28	0	0	0	0	0
LK-1215130	Medemulla South	Medemulla South	GND	3449	16	0	10	0	0	0	0	0
LK-1215135	Boragodawatta North	Boragodawatta North	GND	1991	18	0	95	0	0	0	0	0
LK-1215140	Yatiyana	Yatiyana	GND	2968	0	0	0	0	0	0	0	0
LK-1215145	Peellawatta	Peellawatta	GND	2365	16	0	0	0	0	0	0	0
LK-1215150	Unnaruwa	Unnaruwa	GND	1733	0	0	0	0	0	0	0	0
LK-1215155	Yatiyana Central	Yatiyana Central	GND	1574	0	0	0	0	0	0	0	0
LK-1215160	Yatiyana East	Yatiyana East	GND	2295	0	0	24	0	34	0	0	0
LK-1215165	Kopiwatta	Kopiwatta	GND	1043	0	0	582	0	0	0	0	0
LK-1215170	Boragodawatta South	Boragodawatta South	GND	1960	17	0	24	0	0	0	0	0
LK-1215175	Minuwangoda West	Minuwangoda West	GND	1101	0	0	27	0	0	0	0	0
LK-1215180	Meda Minuwangoda	Meda Minuwangoda	GND	619	31	12	200	0	0	0	0	0
LK-1215185	Pansilgoda	Pansilgoda	GND	1219	0	0	0	0	0	0	0	0
LK-1215190	Wegowwa East	Wegowwa East	GND	899	0	0	0	0	0	0	0	0
LK-1215195	Helakandana	Helakandana	GND	2225	0	0	0	0	0	0	0	0
LK-1215200	Peralanda	Peralanda	GND	1017	0	0	0	0	0	0	0	0
LK-1215205	Dewalapola	Dewalapola	GND	1889	0	0	0	0	0	0	0	0
LK-1215210	Wadumulla	Wadumulla	GND	1579	0	0	0	0	0	0	0	0
LK-1215215	Metikotumulla	Metikotumulla	GND	1272	11	0	0	0	0	0	0	0
LK-1215220	Essella	Essella	GND	734	0	0	0	0	0	0	0	0
LK-1215225	Yatagama	Yatagama	GND	998	0	0	0	0	0	0	0	0
LK-1215230	Naiwala North	Naiwala North	GND	1671	26	0	0	0	0	0	0	0
LK-1215235	Naiwala East	Naiwala East	GND	1639	0	0	10	0	0	0	0	0
LK-1215240	Naiwala West	Naiwala West	GND	1315	18	0	0	0	10	0	0	0
LK-1215245	Walpitamulla	Walpitamulla	GND	2827	0	0	0	0	0	0	0	0
LK-1215250	Balabowa	Balabowa	GND	1874	33	0	0	0	0	0	0	0
LK-1215255	Balabowa West	Balabowa West	GND	2155	10	0	0	0	0	0	0	0
LK-1215260	Pethiyagoda North	Pethiyagoda North	GND	1025	0	0	0	0	0	0	0	0
LK-1215265	Gallegedara	Gallegedara	GND	1082	0	0	0	0	0	0	0	0
LK-1215270	Ganihimulla	Ganihimulla	GND	1634	18	0	0	0	0	0	0	0
LK-1215275	Hendimahara	Hendimahara	GND	1739	0	0	0	0	0	0	0	0
LK-1215280	Kalawana	Kalawana	GND	1637	10	0	0	0	0	0	0	0
LK-1215285	Wattegedara	Wattegedara	GND	1055	0	0	0	0	0	0	0	0
LK-1215290	Ambagahawatta	Ambagahawatta	GND	845	30	0	142	0	0	0	0	0
LK-1215295	Galloluwa East	Galloluwa East	GND	809	0	0	2313	0	20	0	0	0
LK-1215300	Galloluwa	Galloluwa	GND	1117	11	20	2911	0	11	0	0	0
LK-1215305	Kalahugoda	Kalahugoda	GND	1693	20	0	0	0	0	0	0	0
LK-1215310	Polwatta West	Polwatta west	GND	1257	21	0	53	0	0	0	0	0
LK-1215315	Polwatta East	Polwatta East	GND	1361	17	0	12	0	0	0	0	0
LK-1215320	Pattanduwana North	Pattanduwana North	GND	1018	33	0	107	0	0	0	0	0
LK-1215325	Ellangala	Ellangala	GND	737	0	0	12	0	0	0	0	0
LK-1215330	Burullapitiya	Burullapitiya	GND	904	78	0	11	0	0	0	0	0
LK-1215335	Mathammana	Mathammana	GND	1941	10	10	0	0	0	0	0	0
LK-1215340	Weediyawatta East	Weediyawatta East	GND	1592	0	0	0	12	0	0	0	0
LK-1215345	Goigama	Goigama	GND	1171	0	0	0	0	0	0	0	0
LK-1215350	Ihala Udugampala	Ihala Udugampala	GND	1960	13	0	0	0	0	0	0	0
LK-1215355	Pethiyagoda South	Pethiyagoda South	GND	1103	0	0	0	0	0	0	0	0
LK-1215360	Korase	Korase	GND	1185	0	0	0	0	0	0	0	0
LK-1215365	Korase Meda	Korase Meda	GND	1719	0	0	0	0	0	0	0	0
LK-1215370	Marapola	Marapola	GND	2747	30	11	0	0	0	0	0	0
LK-1215375	Vigoda	Vigoda	GND	2185	0	0	0	0	0	0	0	0
LK-1215380	Doranagoda East	Doranagoda East	GND	1329	0	0	0	0	0	0	0	0
LK-1215385	Korase East	Korase East	GND	964	0	0	0	0	0	0	0	0
LK-1215390	Doranagoda North	Doranagoda North	GND	1553	11	0	0	0	0	0	0	0
LK-1215395	Doranagoda West	Doranagoda West	GND	1284	0	0	0	0	0	0	0	0
LK-1215400	Pahala Udugampola East	Pahala Udugampola East	GND	2075	36	0	0	0	0	0	0	0
LK-1215405	Pahala Udugampola North	Pahala Udugampola North	GND	1835	17	0	0	0	0	0	0	0
LK-1215410	Pahala Udugampola West	Pahala Udugampola West	GND	1737	0	0	0	0	0	0	0	0
LK-1215415	Weediyawatta West	Weediyawatta West	GND	2659	0	0	0	0	0	0	0	0
LK-1215420	Welhena	Welhena	GND	1749	0	0	0	0	0	0	0	0
LK-1215425	Weliya	Weliya	GND	1520	0	0	15	0	0	0	0	0
LK-1215430	Pattanduwana	Pattanduwana	GND	1341	0	14	0	0	0	0	0	0
LK-1215435	Pattanduwana West	Pattanduwana West	GND	1515	0	0	0	0	0	0	0	0
LK-1215440	Yagodamulla North	Yagodamulla North	GND	2178	0	0	0	0	0	0	0	0
LK-1215445	Yagodamulla	Yagodamulla	GND	1223	0	0	0	0	0	0	0	0
LK-1215450	Uggalboda West	Uggalboda West	GND	1845	0	0	0	0	0	0	0	0
LK-1215455	Uggalboda	Uggalboda	GND	1691	16	0	0	0	0	0	0	0
LK-1215460	Kehelbaddara West	Kehelbaddara West	GND	1710	0	0	0	0	0	0	0	0
LK-1215465	Kehelbaddara East	Kehelbaddara East	GND	1805	14	0	0	0	0	0	0	0
LK-1215470	Pahala Udugampola South	Pahala Udugampola South	GND	1490	13	0	0	0	0	0	0	0
LK-1215475	Asgiriwalpola North	Asgiriwalpola North	GND	1632	0	0	0	17	0	0	0	0
