region_id	region_name	region_name_in_data	region_ent_type	sinhalese	sri_lanka_tamil	indian_malaiyaga_tamil	sri_lanka_moor_muslim	burgher	malay	sri_lanka_chetty	bharatha	veddha
LK-1131005	Mount Lavinia	Mount Lavinia	GND	5083	1173	311	1334	81	41	0	0	0
LK-1131010	Kawdana West	Kawdana West	GND	3099	706	38	2763	14	14	0	0	0
LK-1131015	Watarappala	Watarappala	GND	3173	687	18	2190	67	46	0	0	0
LK-1131020	Wathumulla	Wathumulla	GND	2459	744	34	979	27	0	0	0	0
LK-1131025	Katukurunduwatta	Katukurunduwatta	GND	6782	2259	92	1838	41	38	0	0	0
LK-1131030	Attidiya North	Attidiya North	GND	6413	273	73	754	91	16	0	0	0
LK-1131035	Attidiya South	Attidiya South	GND	6480	441	40	491	51	12	0	0	0
LK-1131040	Piriwena	Piriwena	GND	4101	438	68	465	29	11	0	0	0
LK-1131045	Wedikanda	Wedikanda	GND	5096	692	35	928	35	43	0	0	0
LK-1131050	Vihara	Vihara	GND	4770	427	22	809	30	19	0	0	0
LK-1131055	Rathmalana West	Ratmalana West	GND	4621	336	10	104	22	0	0	0	0
LK-1131060	Rathmalana East	Ratmalana East	GND	4827	317	0	244	16	12	0	0	0
LK-1131065	Kandawala	Kandawala	GND	7120	513	57	384	19	0	0	0	0
LK-1133	Moratuwa	Moratuwa	DSD	149858	5837	242	3375	360	147	0	0	0
LK-1133005	Angulana North	Angulana North	GND	4711	69	18	14	0	10	0	0	0
LK-1133010	Kaldemulla	Kaldemulla	GND	3854	282	15	187	31	15	0	0	0
LK-1133015	Soysapura North	Soysapura North	GND	1187	1155	43	124	36	20	0	0	0
LK-1133020	Soysapura South	Soysapura South	GND	1341	759	22	169	13	23	0	0	0
LK-1133025	Dahampura	Dahampura	GND	2395	95	0	53	10	0	0	0	0
LK-1133030	Thelawala North	Thelawala North	GND	4884	314	14	120	32	0	0	0	0
LK-1133035	Borupana	Borupana	GND	4667	496	24	231	0	16	0	0	0
LK-1133040	Thelawala South	Thelawala South	GND	3881	150	0	97	0	0	0	0	0
LK-1133045	Lakshapathiya North	Lakshapathiya North	GND	3759	228	0	97	33	21	0	0	0
LK-1133050	Lakshapathiya Central	Lakshapathiya Central	GND	3215	82	11	27	0	0	0	0	0
LK-1133055	Angulana South	Angulana South	GND	2488	29	0	27	0	0	0	0	0
LK-1133060	Uyana South	Uyana South	GND	4846	132	14	42	33	0	0	0	0
LK-1133065	Uyana North	Uyana North	GND	3743	61	0	0	15	0	0	0	0
LK-1133070	Rawathawatta South	Rawathawatta South	GND	1948	38	0	0	0	0	0	0	0
LK-1133075	Rawathawatta East	Rawathawatta East	GND	3144	250	12	187	23	0	0	0	0
LK-1133080	Lakshapathiya South	Lakshapathiya South	GND	5407	138	0	44	24	10	0	0	0
LK-1133085	Kuduwamulla	Kuduwamulla	GND	2944	63	0	15	13	0	0	0	0
LK-1133090	Katubedda	Katubedda	GND	9607	432	19	101	12	20	0	0	0
LK-1133095	Molpe	Molpe	GND	6311	156	0	58	0	0	0	0	0
LK-1133100	Moratumulla North	Moratumulla North	GND	2854	22	0	0	0	0	0	0	0
LK-1133105	Kadalana	Kadalana	GND	3333	50	0	0	10	0	0	0	0
LK-1133110	Rawathawatta West	Rawathawatta West	GND	3035	73	14	0	25	0	0	0	0
LK-1133115	Idama	Idama	GND	2752	86	0	15	0	0	0	0	0
LK-1133120	Uswatta	Uswatta	GND	1747	35	0	170	15	0	0	0	0
LK-1133125	Moratuwella South	Moratuwella South	GND	4055	102	0	30	24	12	0	0	0
LK-1133130	Indibedda West	Indibedda West	GND	3955	0	0	0	0	0	0	0	0
LK-1133135	Moratumulla East	Moratumulla East	GND	3427	13	0	0	0	0	0	0	0
LK-1133140	Moratumulla West	Moratumulla West	GND	3322	67	0	0	0	0	0	0	0
LK-1133145	Villorawatta East	Villorawatta East	GND	3454	25	0	0	0	0	0	0	0
LK-1133150	Villorawatta West	Villorawatta West	GND	4176	13	0	0	0	0	0	0	0
LK-1133155	Indibedda East	Indibedda East	GND	3474	13	0	0	0	0	0	0	0
LK-1133160	Moratuwella North	Moratuwella North	GND	1965	81	13	54	11	0	0	0	0
LK-1133165	Moratuwella West	Moratuwella West	GND	2379	17	0	13	0	0	0	0	0
LK-1133170	Koralawella North	Koralawella North	GND	5736	68	0	0	0	0	0	0	0
LK-1133175	Koralawella East	Koralawella Eest	GND	2192	40	0	0	0	0	0	0	0
LK-1133180	Koralawella West	Koralawella West	GND	3153	20	0	0	0	0	0	0	0
LK-1133185	Koralawella South	Koralawella South	GND	3173	24	0	0	0	0	0	0	0
LK-1133190	Katukurunda North	Katukurunda North	GND	3247	23	10	0	0	0	0	0	0
LK-1133195	Katukurunda South	Katukurunda South	GND	3704	30	0	0	0	0	0	0	0
LK-1133200	Egoda Uyana North	Egoda Uyana North	GND	4515	20	0	15	0	0	0	0	0
LK-1133205	Egoda Uyana Central	Egoda Uyana Central	GND	2593	68	0	44	0	0	0	0	0
LK-1133210	Egoda Uyana South	Egoda Uyana South	GND	3285	18	13	1441	0	0	0	0	0
LK-1136	Kesbewa	Kesbewa	DSD	255180	3869	175	1955	1198	356	0	0	0
LK-1136005	Pepiliyana West	Pepiliyana West	GND	4203	194	24	321	108	15	0	0	0
LK-1136010	Pepiliyana East	Pepiliyana East	GND	1405	38	11	16	0	0	0	0	0
LK-1136015	Divulpitiya East	Divulpitiya East	GND	2018	45	0	51	0	12	0	0	0
LK-1136020	Divulpitiya West	Divulpitiya West	GND	2757	92	0	31	30	15	0	0	0
LK-1136025	Bellanvila	Bellanvila	GND	3159	172	0	251	78	0	0	0	0
LK-1136030	Boralesgamuwa West A	Boralesgamuwa West A	GND	3663	155	0	200	71	11	0	0	0
LK-1136035	Boralesgamuwa West C	Boralesgamuwa West C	GND	1355	69	0	64	0	0	0	0	0
LK-1136040	Rattanapitiya	Rattanapitiya	GND	3666	98	15	65	24	0	0	0	0
LK-1136045	Egodawatta	Egodawatta	GND	3136	164	10	83	11	15	0	0	0
LK-1136050	Boralesgamuwa East A	Boralesgamuwa East A	GND	4066	43	35	51	26	15	0	0	0
LK-1136055	Boralesgamuwa West B	Boralesgamuwa West B	GND	2493	79	0	41	78	0	0	0	0
LK-1136060	Werahera North	Werahera North	GND	1680	29	0	34	17	0	0	0	0
LK-1136065	Boralesgamuwa East B	Boralesgamuwa East B	GND	4853	93	0	95	31	31	0	0	0
LK-1136070	Neelammahara	Neelammahara	GND	3655	62	0	31	14	0	0	0	0
LK-1136075	Katuwawala North	Katuwawala North	GND	3310	58	0	11	24	0	0	0	0
LK-1136080	Vishwakalawa	Vishwakalawa	GND	1725	11	0	0	0	0	0	0	0
LK-1136085	Werahera South	Werahera South	GND	6074	116	25	50	55	22	0	0	0
LK-1136090	Katuwawala South	Katuwawala South	GND	1688	42	0	0	15	0	0	0	0
LK-1136095	Niwanthidiya	Niwanthidiya	GND	3539	38	0	11	12	16	0	0	0
LK-1136100	Erewwala West	Erewwala West	GND	6390	39	0	66	28	12	0	0	0
LK-1136105	Erewwala North	Erewwala North	GND	4701	65	0	28	22	0	0	0	0
LK-1136110	Erewwala East	Erewwala East	GND	2641	33	0	0	0	0	0	0	0
LK-1136115	Rathmaldeniya	Rathmaldeniya	GND	5341	79	20	0	40	24	0	0	0
LK-1136120	Mahalwarawa	Mahalwarawa	GND	2858	31	0	0	0	0	0	0	0
LK-1136125	Bangalawatta	Bangalawatta	GND	2009	15	0	11	0	24	0	0	0
LK-1136130	Pelenwatta East	Pelenwatta East	GND	4527	37	0	0	0	11	0	0	0
LK-1136135	Pelenwatta North	Pelenwatta North	GND	5227	59	0	10	0	13	0	0	0
LK-1136140	Pelenwatta West	Pelenwatta West	GND	6585	45	0	30	21	28	0	0	0
LK-1136145	Paligedara	Paligedara	GND	3891	76	0	35	10	0	0	0	0
LK-1136150	Kaliyammahara	Kaliyammahara	GND	3448	21	0	20	0	0	0	0	0
LK-1136155	Bokundara	Bokundara	GND	3635	58	15	15	44	0	0	0	0
LK-1136160	Thumbovila South	Thumbovila South	GND	4044	90	0	16	34	0	0	0	0
LK-1136165	Thumbovila North	Thumbovila North	GND	5069	146	10	20	10	0	0	0	0
LK-1136170	Wewala West	Wewala West	GND	4799	72	0	0	33	0	0	0	0
LK-1136175	Wewala East	Wewala East	GND	2699	37	0	18	0	0	0	0	0
LK-1136180	Thumbovila West	Thumbovila West	GND	2596	107	0	0	12	0	0	0	0
LK-1136185	Mampe North	Mampe North	GND	5439	57	0	33	10	21	0	0	0
LK-1136190	Makuludoowa	Makuludoowa	GND	3541	31	0	14	16	11	0	0	0
LK-1136195	Gorakapitiya	Gorakapitiya	GND	2052	0	0	19	0	0	0	0	0
LK-1136200	Nampamunuwa	Nampamunuwa	GND	3613	35	0	0	0	0	0	0	0
LK-1136205	Mavittara North	Mavittara North	GND	3056	16	0	0	14	0	0	0	0
LK-1136210	Mampe East	Mampe East	GND	2187	12	0	0	0	0	0	0	0
LK-1136215	Bodhirajapura	Bodhirajapura	GND	1973	48	0	17	0	0	0	0	0
LK-1136220	Mampe West	Mampe West	GND	2959	42	0	0	0	0	0	0	0
LK-1136225	Mampe South	Mampe South	GND	1937	38	0	0	0	0	0	0	0
LK-1136230	Kolamunna	Kolamunna	GND	3689	39	0	21	0	0	0	0	0
LK-1136235	Suwarapola East	Suwarapola East	GND	2673	57	0	10	0	0	0	0	0
LK-1136240	Suwarapola West	Suwarapola West	GND	1413	41	0	0	0	0	0	0	0
LK-1136245	Hedigama	Hedigama	GND	4642	41	10	16	13	0	0	0	0
LK-1136250	Batakettara North	Batakettara North	GND	6471	66	0	18	41	12	0	0	0
LK-1136255	Kesbewa North	Kesbewa North	GND	4090	41	0	11	15	0	0	0	0
LK-1136260	Kesbewa East	Kesbewa East	GND	1981	27	0	0	0	0	0	0	0
LK-1136265	Mavittara South	Mavittara South	GND	1974	29	0	0	17	0	0	0	0
LK-1136270	Honnanthara North	Honnanthara North	GND	3682	36	0	0	0	0	0	0	0
LK-1136275	Honnanthara South	Honnanthara South	GND	4895	16	0	0	13	0	0	0	0
LK-1136280	Makandana East	Makandana East	GND	5318	36	0	0	15	13	0	0	0
LK-1136285	Kesbewa South	Kesbewa South	GND	6570	58	0	37	51	24	0	0	0
LK-1136290	Batakettara South	Batakettara South	GND	7072	90	0	20	50	0	0	0	0
LK-1136295	Madapatha	Madapatha	GND	3954	124	0	0	20	0	0	0	0
LK-1136300	Delthara West	Delthara West	GND	2349	18	0	0	0	0	0	0	0
LK-1136305	Delthara East	Delthara East	GND	1656	16	0	0	0	0	0	0	0
LK-1136310	Dampe	Dampe	GND	4912	49	0	11	29	0	0	0	0
LK-1136315	Makandana West	Makandana west	GND	5402	48	0	22	26	11	0	0	0
LK-1136320	Nivungama	Nivungama	GND	2411	0	0	0	0	0	0	0	0
LK-1136325	Halpita	Halpita	GND	5920	41	0	0	0	0	0	0	0
LK-1136330	Horathuduwa	Horathuduwa	GND	1928	40	0	0	0	0	0	0	0
LK-1136335	Morenda	Morenda	GND	1521	0	0	0	0	0	0	0	0
LK-1136340	Batuwandara North	Batuwandara North	GND	1696	0	0	0	0	0	0	0	0
LK-1136345	Batuwandara South	Batuwandara South	GND	1615	0	0	10	0	0	0	0	0
LK-1136350	Jamburaliya	Jamburaliya	GND	3949	20	0	10	10	0	0	0	0
LK-1136355	Polhena	Polhena	GND	2872	30	0	11	10	0	0	0	0
LK-1136360	Regidel Watta	Regidel watta	GND	1285	0	0	0	0	0	0	0	0
LK-1136365	Kahapola	Kahapola	GND	3578	19	0	0	0	0	0	0	0
LK-12	Gampaha	Gampaha	DISTRICT	2188512	96007	5392	121910	5607	8476	1704	205	0
LK-1203	Negombo	Negombo	DSD	101250	11799	791	23203	366	86	26	0	0
LK-1203005	Kammalthura	Kammalthura	GND	1393	112	0	2776	183	0	0	0	0
LK-1203010	Pallansena North	Pallansena North	GND	2680	666	23	523	12	0	0	0	0
LK-1203015	Kochchikade	Kochchikade	GND	2108	235	0	141	0	0	0	0	0
LK-1203020	Pallansena South	Pallansena South	GND	1538	251	12	2591	0	0	0	0	0
LK-1203025	Daluwakotuwa	Daluwakotuwa	GND	2407	57	60	2689	10	0	26	0	0
LK-1203030	Palangathure	Palangathure	GND	3945	112	16	921	0	0	0	0	0
LK-1203035	Ettukala	Ettukala	GND	2482	636	18	118	0	0	0	0	0
LK-1203040	Daluwakotuwa East	Daluwakotuwa East	GND	4953	439	25	153	25	0	0	0	0
LK-1203045	Kattuwa	Kattuwa	GND	3559	1257	59	302	0	0	0	0	0
LK-1203050	Dalupotha East	Dalupatha East	GND	5430	737	78	721	19	0	0	0	0
LK-1203055	Dalupotha	Dalupatha	GND	2038	361	60	1203	14	28	0	0	0
LK-1203060	Kudapaduwa	Kudapaduwa	GND	1184	307	0	1545	0	0	0	0	0
LK-1203065	Kudapaduwa North	Kudapaduwa North	GND	3071	457	26	39	0	0	0	0	0
LK-1203070	Kudapaduwa South	Kudapaduwa South	GND	2182	509	27	161	0	0	0	0	0
LK-1203075	Wellaweediya	Wellaweediya	GND	3038	476	25	0	0	0	0	0	0
LK-1203080	Wellaweediya East	Wellaweediya East	GND	1773	460	26	74	0	0	0	0	0
LK-1203085	Periyamulla	Periyamulla	GND	1186	307	33	1232	19	38	0	0	0
LK-1203090	Hunupitiya	Hunupitiya	GND	301	166	28	6229	0	0	0	0	0
LK-1203095	Angurukaramulla	Angurukaramulla	GND	2312	85	0	681	0	10	0	0	0
LK-1203100	Udayarthoppuwa	Udayarthoppuwa	GND	2831	385	58	303	0	0	0	0	0
LK-1203105	Wellaweediya South	Wellaweediya South	GND	769	1189	101	418	0	10	0	0	0
LK-1203110	Muttakkarai North	Munnakkaraya North	GND	1605	431	16	244	0	0	0	0	0
LK-1203115	Doowa	Doowa	GND	2420	28	0	0	0	0	0	0	0
LK-1203120	Pitipana North	Pitipana North	GND	2932	52	0	0	0	0	0	0	0
LK-1203125	Pitipana Central	Pitipana Central	GND	2466	16	22	0	0	0	0	0	0
LK-1203130	Muttakkarai	Munnakkaraya	GND	2352	97	11	0	0	0	0	0	0
LK-1203135	Muttakkarai East	Munnakkaraya East	GND	1778	91	0	0	0	0	0	0	0
LK-1203140	Thaladoowa	Thaladoowa	GND	5554	1171	13	87	14	0	0	0	0
LK-1203145	Udayarthoppuwa South	Udayarthoppuwa South	GND	2126	160	0	25	0	0	0	0	0
LK-1203150	Bolawalana	Bolawalana	GND	4437	177	28	13	39	0	0	0	0
LK-1203155	Kurana West	Kurana West	GND	3373	76	10	14	15	0	0	0	0
LK-1203160	Kurana East	Kurana East	GND	2504	62	0	0	16	0	0	0	0
LK-1203165	Siriwardana Pedesa	Siriwardana Pedesa	GND	3192	49	0	0	0	0	0	0	0
LK-1203170	Pitipana South - East	Pitipana South - East	GND	3066	42	0	0	0	0	0	0	0
LK-1203175	Pitipana South - West	Pitipana South - West	GND	3320	80	0	0	0	0	0	0	0
LK-1203180	Thalahena	Thalahena	GND	3484	39	16	0	0	0	0	0	0
LK-1203185	Dungalpitiya	Dungalpitiya	GND	1904	11	0	0	0	0	0	0	0
LK-1203190	Settappaduwa	Settappaduwa	GND	1785	13	0	0	0	0	0	0	0
LK-1203195	Kepungoda	Kepungoda	GND	1772	0	0	0	0	0	0	0	0
LK-1206	Katana	Katana	DSD	218375	13305	986	5201	281	698	1610	12	0
LK-1206005	Muruthana	Muruthana	GND	1101	77	0	0	0	0	0	0	0
LK-1206010	Manaveriya	Manaveriya	GND	1346	414	17	27	0	0	15	0	0
LK-1206015	Udangawa	Udangawa	GND	765	945	85	0	0	0	16	0	0
LK-1206020	Thoppuwa	Thoppuwa	GND	1083	1476	135	13	0	0	372	0	0
LK-1206025	Bambukuliya	Bambukuliya	GND	1560	925	19	0	0	0	276	0	0
LK-1206030	Katana North	Katana North	GND	2573	336	13	0	0	0	25	0	0
LK-1206035	Katana East	Katana East	GND	2007	19	0	0	0	0	0	0	0
LK-1206040	Katana West	Katana West	GND	3178	50	10	0	0	0	0	0	0
LK-1206045	Maha Ethgala	Maha Ethgala	GND	1588	75	0	0	0	0	81	0	0
LK-1206050	Ethgala	Ethgala	GND	2307	862	43	15	0	0	264	0	0
LK-1206055	Adikkandiya	Adikkandiya	GND	528	565	12	0	0	0	0	0	0
LK-1206060	Welihena North	Welihena North	GND	1329	375	46	14	0	0	11	0	0
LK-1206065	Welihena South	Welihena South	GND	4038	762	86	67	16	0	91	0	0
LK-1206070	Pahala Kandawala	Pahala Kandawala	GND	1802	73	0	0	0	0	0	0	0
LK-1206075	Ethgala South	Ethgala South	GND	717	69	0	0	0	0	277	0	0
LK-1206080	Ihala Kandawala	Ihala Kandawala	GND	5329	152	25	0	0	0	0	0	0
LK-1206085	Kaluwarippuwa West	Kaluwarippuwa West	GND	4631	62	0	0	10	0	0	0	0
LK-1206090	Kondagammulla	Kondagammulla	GND	3171	32	0	0	0	0	0	0	0
LK-1206095	Katiyala	Katiyala	GND	3664	36	10	0	0	0	0	0	0
LK-1206100	Kadirana North	Kadirana North	GND	6027	165	31	57	0	13	0	0	0
LK-1206105	K.C. De Silva Puraya	K.C. De Silva Puraya	GND	3762	12	0	0	0	0	0	0	0
LK-1206110	Thimbirigaskatuwa	Thimbirigaskatuwa	GND	2761	40	13	0	0	0	0	0	0
LK-1206115	Sellakanda	Sellakanda	GND	1800	269	33	3159	0	23	0	0	0
LK-1206120	Katuwapitiya	Katuwapitiya	GND	2197	77	0	499	0	0	0	0	0
LK-1206125	Mahahunupitiya West	Mahahunupitiya West	GND	2150	110	0	88	10	10	0	0	0
LK-1206130	Mahahunupitiya East	Mahahunupitiya East	GND	2465	70	0	0	0	0	0	0	0
LK-1206135	Pahala Kadirana	Pahala Kadirana	GND	2428	81	0	0	0	0	0	0	0
LK-1206140	Kadirana	Kadirana	GND	6352	114	20	49	30	0	0	0	0
LK-1206145	Akkara 50	Akkara 50	GND	7523	232	0	28	23	12	0	0	0
LK-1206150	Kadirana South	Kadirana South	GND	3252	164	0	0	0	0	0	0	0
LK-1206155	Kimbulapitiya West	Kimbulapitiya West	GND	2865	42	16	0	0	0	0	0	0
LK-1206160	Kimbulapitiya North	Kimbulapitiya North	GND	2289	70	0	0	0	0	0	0	0
LK-1206165	Kimbulapitiya South	Kimbulapitiya South	GND	3909	19	0	0	0	0	0	0	0
LK-1206170	Kimbulapitiya Central	Kimbulapitiya Central	GND	4000	24	0	17	0	0	0	0	0
LK-1206175	Andiambalama West	Andiambalama West	GND	6386	149	27	13	0	0	0	0	0
LK-1206180	Walpola	Walpola	GND	2040	17	0	0	0	0	0	0	0
LK-1206185	Andiambalama East	Andiambalama East	GND	3415	32	0	17	0	0	0	0	0
LK-1206190	Dewamottawa	Dewamottawa	GND	3849	332	19	0	0	0	13	0	0
LK-1206195	Kovinna	Kovinna	GND	3728	47	0	118	0	0	0	0	0
LK-1206200	Evariwatta	Evariwatta	GND	4735	1015	100	62	0	0	82	0	0
LK-1206205	Air Force Camp	Air Force Camp	GND	952	0	0	0	0	0	0	0	0
LK-1206210	Kurana Katunayaka West	Kurana Katunayaka Central	GND	3123	77	22	0	26	0	0	0	0
LK-1206215	Kurana Katunayaka North	Kurana Katunayaka North	GND	2759	55	0	0	12	0	0	0	0
LK-1206220	Kurana Katunayaka South	Kurana Katunayaka South	GND	1601	18	0	11	0	0	0	0	0
LK-1206225	Katunayaka North	Katunayaka North	GND	1913	33	15	0	0	0	0	0	0
LK-1206230	Katunayaka South	Katunayaka South	GND	4507	110	39	23	0	0	0	0	0
LK-1206235	Walanagoda	Walanagoda	GND	2136	213	38	0	0	0	0	0	0
LK-1206240	Kalahapitiya	Kalahapitiya	GND	2301	23	0	16	0	0	0	0	0
LK-1206245	Madawala	Madawala	GND	2605	48	0	0	0	0	0	0	0
LK-1206250	Muthuwadiya	Muthuwadiya	GND	1406	67	0	0	0	0	0	0	0
LK-1206255	Liyanagemulla North	Liyanagemulla North	GND	4453	131	0	33	0	0	0	0	0
LK-1206260	Liyanagemulla South	Liyanagemulla South	GND	4110	155	0	51	0	14	0	0	0
LK-1206265	Amandoluwa	Amandoluwa	GND	7839	369	25	25	0	0	0	0	0
LK-1206270	Thempala	Thempala	GND	1523	24	0	16	0	0	0	0	0
LK-1206275	Kuswala	Kuswala	GND	1968	34	0	137	0	228	0	0	0
LK-1206280	Ganepola	Ganepola	GND	2157	23	0	44	0	24	0	0	0
LK-1206285	Heenatiyana West	Heenatiyana West	GND	2691	17	0	0	0	0	0	0	0
LK-1206290	Heenatiyana South	Heenatiyana South	GND	2656	0	0	0	0	0	0	0	0
LK-1206295	Heenatiyana East	Heenatiyana East	GND	2280	0	0	0	0	0	0	0	0
LK-1206300	Raddolugama North A	Raddolugama North A	GND	756	50	11	50	23	51	0	0	0
LK-1206305	Raddolugama North	Raddolugama North	GND	814	56	10	85	22	113	0	0	0
LK-1206310	Raddolugama South	Raddolugama South	GND	1197	89	0	151	14	123	0	0	0
LK-1206315	Raddolugama South A	Raddolugama South A	GND	1248	63	0	149	21	15	0	0	0
LK-1206320	Raddoluwa North	Raddoluwa North	GND	2888	32	0	39	0	29	0	0	0
LK-1206325	Raddoluwa West	Raddoluwa West	GND	3073	54	0	38	10	0	0	0	0
LK-1206330	Seeduwa	Seeduwa	GND	4906	188	0	0	12	0	20	0	0
LK-1206335	Mookalangamuwa West	Mookalangamuwa West	GND	2788	79	0	12	0	0	0	0	0
LK-1206340	Mookalangamuwa East	Mookalangamuwa East	GND	1940	87	0	0	0	0	0	0	0
LK-1206345	Bandarawatta East	Bandarawatta East	GND	1356	24	0	13	0	0	0	0	0
LK-1206350	Bandarawatta West	Bandarawatta West	GND	5350	146	25	20	18	0	10	0	0
LK-1206355	Dambaduraya	Dambaduraya	GND	1618	21	11	0	0	0	0	0	0
LK-1206360	Raddoluwa South	Raddoluwa South	GND	3184	96	0	16	10	14	0	0	0
LK-1206365	Lansiyawadiya	Lansiyawadiya	GND	2470	27	0	0	24	18	0	0	0
LK-1206370	Kotugoda	Kotugoda	GND	2601	306	0	19	0	0	57	0	0
LK-1206375	Kasagahawatta	Kasagahawatta	GND	1790	39	0	0	0	11	0	0	0
LK-1206380	Udammita North	Udammita North	GND	1655	19	0	0	0	0	0	0	0
LK-1206385	Alawathupitiya	Alawathupitiya	GND	1208	21	0	0	0	0	0	0	0
LK-1206390	Udammita South	Udammita South	GND	1489	33	0	0	0	0	0	0	0
LK-1206395	Ambalammulla	Ambalammulla	GND	2414	92	30	10	0	0	0	12	0
LK-1209	Divulapitiya	Divulapitiya	DSD	155173	1005	61	41	52	0	0	0	0
LK-1209005	Andimulla	Andimulla	GND	1492	0	0	0	0	0	0	0	0
LK-1209010	Ambalayaya	Ambalayaya	GND	1226	13	0	0	0	0	0	0	0
LK-1209015	Bolagala	Bolagala	GND	712	0	0	0	0	0	0	0	0
LK-1209020	Otharawadiya	Otharawadiya	GND	932	0	0	0	0	0	0	0	0
LK-1209025	Godigamuwa West	Godigamuwa West	GND	875	0	0	0	0	0	0	0	0
LK-1209030	Godigamuwa East	Godigamuwa East	GND	1641	14	0	0	0	0	0	0	0
LK-1209035	Balawala	Balawala	GND	512	14	0	0	0	0	0	0	0
LK-1209040	Badalgama	Badalgama	GND	1368	36	10	0	0	0	0	0	0
LK-1209045	Delpakadawara	Delpakadawara	GND	481	20	0	0	0	0	0	0	0
LK-1209050	Siringapathawatta	Siringapathawatta	GND	262	61	0	0	0	0	0	0	0
LK-1209055	Pethigoda	Pethigoda	GND	1756	0	0	0	0	0	0	0	0
LK-1209060	Alugolla	Alugolla	GND	1497	55	17	0	0	0	0	0	0
LK-1209065	Polwatta	Polwatta	GND	1215	0	0	11	0	0	0	0	0
LK-1209070	Polhena	Polhena	GND	1043	0	0	0	0	0	0	0	0
LK-1209075	Mellawagedara	Mellawagedara	GND	1610	21	0	0	0	0	0	0	0
LK-1209080	Diklanda	Diklanda	GND	713	22	0	0	0	0	0	0	0
LK-1209085	Katukenda	Katukenda	GND	1664	65	0	0	0	0	0	0	0
LK-1209090	Akarangaha	Akarangaha	GND	1156	0	0	0	0	0	0	0	0
LK-1209095	Kehelella West	Kehelella West	GND	995	0	0	0	0	0	0	0	0
LK-1209100	Lihiniyagammana	Lihiniyagammana	GND	1025	11	0	0	0	0	0	0	0
LK-1209105	Akaragama East	Akaragama East	GND	904	0	0	0	0	0	0	0	0
LK-1209110	Akaragama West	Akaragama West	GND	1752	0	0	0	0	0	0	0	0
LK-1209115	Akaragama North	Akaragama North	GND	1417	11	0	0	0	0	0	0	0
LK-1209120	Pahala Madampella	Pahala Madampella	GND	1779	16	0	0	0	0	0	0	0
LK-1209125	Halpe 1	Halpe	GND	2376	25	0	0	0	0	0	0	0
LK-1209130	Kaluwarippuwa East - Uthura	Kaluwarippuwa East - Uthura	GND	1776	85	0	0	0	0	0	0	0
LK-1209135	Kongodamulla North	Kongodamulla North	GND	908	0	0	0	0	0	0	0	0
LK-1209140	Kongodamulla West	Kongodamulla West	GND	1809	15	0	0	0	0	0	0	0
LK-1209145	Kongodamulla South	Kongodamulla South	GND	1508	48	0	0	0	0	0	0	0
LK-1209150	Kongodamulla East	Kongodamulla East	GND	1807	14	0	0	0	0	0	0	0
LK-1209155	Ihala Madampella North	Ihala Madampella North	GND	869	16	0	0	0	0	0	0	0
LK-1209160	Ihala Madampella West	Ihala Madampella West	GND	1143	0	0	0	0	0	0	0	0
LK-1209165	Ihala Madampella East	Ihala Madampella East	GND	988	0	0	0	0	0	0	0	0
LK-1209170	Ihalagama	Ihalagama	GND	830	0	0	0	0	0	0	0	0
LK-1209175	Kehelella South	Kehelella South	GND	1583	0	0	0	0	0	0	0	0
LK-1209180	Kehelella North	Kehelella North	GND	1012	0	0	0	0	0	0	0	0
LK-1209185	Delwagura	Delwagura	GND	898	0	0	0	0	0	0	0	0
LK-1209190	Wekada	Wekada	GND	986	0	0	0	0	0	0	0	0
LK-1209195	Kalumada	Kalumada	GND	686	0	0	0	0	0	0	0	0
LK-1209200	Agalegedara	Agalegedara	GND	1051	0	0	0	0	0	0	0	0
LK-1209205	Waradala	Waradala	GND	1805	0	0	0	0	0	0	0	0
LK-1209210	Kotadeniyawa	Kotadeniyawa	GND	2112	16	0	0	0	0	0	0	0
LK-1209215	Erabadda	Erabadda	GND	726	0	0	0	0	0	0	0	0
LK-1209220	Diyagampala	Diyagampala	GND	1395	0	0	0	0	0	0	0	0
LK-1209225	Koradaminna	Koradaminna	GND	935	0	0	0	0	0	0	0	0
LK-1209230	Dimbuldeniya	Dimbuldeniya	GND	1023	0	0	0	0	0	0	0	0
LK-1209235	Paragoda North	Paragoda North	GND	835	0	0	0	0	0	0	0	0
LK-1209240	Paragoda South	Paragoda South	GND	665	0	0	0	0	0	0	0	0
LK-1209245	Moragalkanda	Moragalkanda	GND	328	0	0	0	0	0	0	0	0
LK-1209250	Nawana West	Nawana West	GND	801	0	0	0	0	0	0	0	0
LK-1209255	Hettimulla	Hettimulla	GND	1042	0	0	0	0	0	0	0	0
LK-1209260	Haloluwa	Haloluwa	GND	893	0	0	0	0	0	0	0	0
LK-1209265	Kelegedara	Kelegedara	GND	835	0	0	0	0	0	0	0	0
LK-1209270	Heeralugedara	Heeralugedara	GND	1718	17	0	0	0	0	0	0	0
LK-1209275	Walpita	Walpita	GND	1277	23	0	30	0	0	0	0	0
LK-1209280	Welagana	Welagana	GND	984	0	0	0	0	0	0	0	0
LK-1209285	Thammita	Thammita	GND	1724	13	0	0	0	0	0	0	0
LK-1209290	Palliyapitiya West	Palliyapitiya West	GND	952	0	0	0	0	0	0	0	0
LK-1209295	Induragara North	Induragara North	GND	2199	0	0	0	0	0	0	0	0
