region_id	region_name	region_name_in_data	region_ent_type	bricks	cement_block	granite_cube_stones	cabook	pressed_soil_bricks	warichchi_mud	cadjan_palmyrah	planks_metal_sheets_asbestos	zink_aluminium_sheets	other	not_relevant
LK-2109040	Arambepola	Arambepola	GND	242	101	1	0	2	3	0	2	0	0	0
LK-2109045	Delgasgoda	Delgasgoda	GND	197	230	3	0	4	3	0	2	0	0	0
LK-2109050	Dippitiya	Dippitiya	GND	225	135	0	0	2	1	0	0	0	0	0
LK-2109055	Malwanahinna	Malwanahinna	GND	454	21	0	0	3	6	0	0	0	0	0
LK-2109060	Konakalagala	Konakalagala	GND	203	97	0	0	13	1	0	2	0	0	0
LK-2109065	Malgamandeniya	Malgamandeniya	GND	78	180	2	0	5	6	0	2	0	0	0
LK-2109070	Rathukoho	Rathukoho	GND	233	58	0	0	0	1	0	0	0	0	0
LK-2109075	Marahela	Marahela	GND	149	129	0	0	0	1	0	1	0	0	0
LK-2109080	Hureegolla	Hureegolla	GND	437	53	3	0	3	4	0	0	0	0	0
LK-2109085	Neerella	Neerella	GND	442	42	0	0	0	1	0	3	0	0	0
LK-2109090	Melchena	Melchena	GND	298	36	0	0	1	6	0	0	1	0	0
LK-2109095	Bulugohothenna	Bulugohothenna	GND	427	54	0	0	1	8	0	1	0	0	0
LK-2109100	Kasawatta	Kasawatta	GND	386	112	0	0	1	2	0	1	0	0	0
LK-2109105	Udaweliketiya	Udaweliketiya	GND	615	58	2	0	2	1	0	3	0	0	0
LK-2109110	Palleweliketiya	Palleweliketiya	GND	399	44	0	0	1	1	0	1	0	0	0
LK-2109115	Dodangolla	Dodangolla	GND	599	86	0	0	1	0	0	1	0	0	0
LK-2109120	Akurana	Akurana	GND	531	45	0	0	4	1	0	1	0	0	0
LK-2109125	Delgasthenna	Delgasthenna	GND	252	166	1	4	8	1	0	0	0	0	0
LK-2109130	Kurugoda	Kurugoda	GND	340	95	0	0	6	0	0	2	0	0	0
LK-2109135	Deegala	Deegala	GND	136	91	0	0	1	3	0	2	0	0	0
LK-2109140	Pangollamada	Pangollamada	GND	95	78	0	0	2	3	0	1	0	0	0
LK-2109145	Dunuvila North	Dunuvila North	GND	345	113	2	0	20	15	0	1	0	0	0
LK-2109150	Dunuvila South	Dunuvila South	GND	206	112	2	1	16	17	0	0	0	0	0
LK-2109155	Palle Deegala	Palle Deegala	GND	146	63	1	0	6	2	0	0	0	0	0
LK-2109160	Thelambugahawatta	Thelambugahawatta	GND	604	184	10	0	4	9	0	4	0	0	0
LK-2109165	Waragashinna	Waragashinna	GND	367	80	0	0	8	2	0	0	0	0	0
LK-2109170	Kurudugahaela	Kurudugahaela	GND	430	41	2	0	0	0	0	0	0	0	1
LK-2109175	Uggala	Uggala	GND	253	228	0	0	2	2	0	3	0	0	0
LK-2112	Pathadumbara	Pathadumbara	DSD	17234	7201	75	16	502	194	1	53	5	1	1
LK-2112005	Yatawara	Yatawara	GND	332	46	2	0	16	10	0	0	0	0	0
LK-2112010	Yatawara Kandagama	Yatawara Kandagama	GND	130	182	8	0	12	6	0	1	1	0	0
LK-2112015	Ihala Yatawara	Ihala Yatawara	GND	258	378	2	1	15	4	0	1	0	0	1
LK-2112020	Udurawana	Udurawana	GND	227	79	6	0	4	2	0	0	0	0	0
LK-2112025	Doragamuwa	Doragamuwa	GND	354	195	1	0	22	7	0	0	1	0	0
LK-2112030	Bogahakumbura	Bogahakumbura	GND	308	25	3	0	19	7	0	0	0	0	0
LK-2112035	Deegahawathura	Deegahawathura	GND	53	249	0	0	2	0	0	0	0	0	0
LK-2112040	Mahakumbura	Mahakumbura	GND	164	108	2	0	7	1	0	0	0	0	0
LK-2112045	Mandandawela	Mandandawela	GND	178	124	0	0	0	0	0	0	0	0	0
LK-2112050	Paranagama	Paranagama	GND	130	88	1	0	6	0	0	0	0	0	0
LK-2112055	Aluthgama	Aluthgama	GND	253	79	2	0	9	7	0	0	0	0	0
LK-2112060	Walpaladeniya	Walpaladeniya	GND	290	77	0	0	20	3	0	2	0	0	0
LK-2112065	Puwakgahadeniya	Puwakgahadeniya	GND	139	80	5	0	9	4	0	0	0	0	0
LK-2112070	Wattegama	Wattegama	GND	474	195	1	0	12	3	0	3	0	0	0
LK-2112075	Wattegama North	Wattegama North	GND	596	271	5	0	18	4	0	5	0	0	0
LK-2112080	Gunembill	Gunembil	GND	81	98	2	1	30	2	0	0	0	0	0
LK-2112085	Eriyagasthenna	Eriyagasthenna	GND	236	164	2	0	9	4	1	0	0	0	0
LK-2112090	Pitiyegedara	Pitiyegedara	GND	281	54	0	0	2	5	0	0	0	0	0
LK-2112095	Yatirawana	Yatirawana	GND	503	150	2	1	4	10	0	6	1	0	0
LK-2112100	Meegammana	Meegammana	GND	375	129	0	2	14	15	0	3	1	1	0
LK-2112105	Meegammana West	Meegammana West	GND	224	124	0	0	6	6	0	0	0	0	0
LK-2112110	Galadeniya	Galadeniya	GND	544	243	0	0	11	4	0	0	0	0	0
LK-2112115	Udathalavinna	Udathalavinna	GND	382	275	1	0	47	2	0	0	0	0	0
LK-2112120	Pallethalavinna Ihala	Pallethalavinna Ihala	GND	181	180	5	0	2	2	0	0	0	0	0
LK-2112125	Moonamale	Moonamale	GND	175	32	2	0	2	3	0	0	0	0	0
LK-2112130	Kendaliyadda	Kendaliyadda	GND	253	97	11	0	4	4	0	1	0	0	0
LK-2112135	Girakaduwa	Girakaduwa	GND	56	235	0	1	20	2	0	1	0	0	0
LK-2112140	Ambathenna	Ambathenna	GND	299	163	1	0	5	1	0	3	0	0	0
LK-2112145	Molagodayawatta	Molagodayawatta	GND	379	132	0	0	5	5	0	5	0	0	0
LK-2112150	Megodagama	Megodagama	GND	241	26	0	1	4	5	0	2	0	0	0
LK-2112155	Egodagama	Egodagama	GND	428	17	0	0	2	0	0	1	0	0	0
LK-2112160	Millanga	Millanga	GND	314	41	0	1	0	0	0	0	0	0	0
LK-2112165	Pallethalavinna	Pallethalavinna	GND	382	158	0	0	4	1	0	1	0	0	0
LK-2112170	Udathalavinna Madige	Udathalavinna Madige	GND	677	320	1	0	4	9	0	3	0	0	0
LK-2112175	Meegamawatta	Meegamawatta	GND	462	256	2	0	40	11	0	3	1	0	0
LK-2112180	Madawala Madige	Madawala Madige	GND	995	124	0	0	3	4	0	2	0	0	0
LK-2112185	Madawala	Madawala	GND	465	137	0	0	4	5	0	1	0	0	0
LK-2112190	Walala	Walala	GND	202	41	0	0	6	0	0	0	0	0	0
LK-2112195	Ketakahala	Ketakahala	GND	299	59	0	0	1	1	0	0	0	0	0
LK-2112200	Thalkotuwa	Thalkotuwa	GND	294	65	2	0	9	0	0	0	0	0	0
LK-2112205	Napana	Napana	GND	330	69	0	0	3	0	0	0	0	0	0
LK-2112210	Leemagahadeniya	Leemagahadeniya	GND	446	111	0	0	14	0	0	0	0	0	0
LK-2112215	Pihilladeniya	Pihilladeniya	GND	400	139	1	0	4	11	0	2	0	0	0
LK-2112220	Gunnepana Madige	Gunnepana Madige	GND	540	171	0	1	5	2	0	0	0	0	0
LK-2112225	Polgolla	Polgolla	GND	271	309	3	0	8	5	0	0	0	0	0
LK-2112230	Balanagala	Balanagala	GND	242	161	1	2	6	0	0	0	0	0	0
LK-2112235	Nawayalathenna	Nawayalathenna	GND	581	73	1	2	4	0	0	1	0	0	0
LK-2112240	Kahalla	Kahalla	GND	414	232	0	0	29	5	0	2	0	0	0
LK-2112245	Kalugalawatta	Kalugalawatta	GND	512	143	0	2	3	0	0	3	0	0	0
LK-2112250	Galewatta	Galewatta	GND	338	169	0	1	0	0	0	0	0	0	0
LK-2112255	Abasingama	Abasingama	GND	291	36	0	0	15	9	0	1	0	0	0
LK-2112260	Hamindagoda	Hamindagoda	GND	255	92	0	0	2	3	0	0	0	0	0
LK-2115	Panvila	Panvila	DSD	1097	4080	1491	17	385	121	0	11	0	1	0
LK-2115005	Kelebokka	Kelebokka	GND	289	259	418	0	143	4	0	1	0	0	0
LK-2115010	Watakele	Watakele	GND	2	159	58	1	3	1	0	0	0	0	0
LK-2115015	Mahapathana	Mahapathana	GND	14	564	24	0	4	1	0	0	0	0	0
LK-2115020	Kosgama	Kosgama	GND	188	269	127	1	18	34	0	1	0	0	0
LK-2115025	Thawalanthenna	Thawalanthenna	GND	93	438	201	0	59	12	0	0	0	0	0
LK-2115030	Gomaraya	Gomaraya	GND	4	188	103	0	6	7	0	3	0	0	0
LK-2115035	Beddegama	Beddegama	GND	47	144	26	3	2	8	0	3	0	0	0
LK-2115040	Arattana	Arattana	GND	37	334	8	5	31	17	0	0	0	0	0
LK-2115045	Madulkele	Madulkele	GND	35	343	333	0	6	3	0	1	0	0	0
LK-2115050	Hathale	Hathale	GND	110	230	80	0	11	16	0	1	0	0	0
LK-2115055	Angammana	Angammana	GND	65	338	27	1	16	5	0	0	0	0	0
LK-2115060	Udugoda	Udugoda	GND	108	149	14	1	32	7	0	1	0	0	0
LK-2115065	Pitawala	Pitawala	GND	41	143	7	2	19	0	0	0	0	1	0
LK-2115070	Panvila	Panvila	GND	64	522	65	3	35	6	0	0	0	0	0
LK-2118	Ududumbara	Udadumbara	DSD	2803	1840	1630	16	293	126	1	7	2	2	0
LK-2118005	Meemure	Meemure	GND	41	13	34	0	7	2	0	0	0	0	0
LK-2118010	Kumbukgolla	Kumbukgolla	GND	5	19	26	0	19	8	0	1	0	0	0
LK-2118015	Kaikawala	Kaikawala	GND	5	16	12	0	0	1	0	0	0	0	0
LK-2118020	Pusseela	Pusseela	GND	21	26	32	0	1	0	0	0	0	0	0
LK-2118025	Karambaketiya	Karambaketiya	GND	0	3	13	0	0	1	0	0	0	0	0
LK-2118030	Geradigala	Gerandigala	GND	57	15	38	0	2	1	0	0	0	0	0
LK-2118035	Moonamalpelessa	Moonamalpelessa	GND	52	11	33	0	0	3	0	1	0	0	0
LK-2118040	Kalugala	Kalugala	GND	22	27	47	0	2	1	0	0	0	0	0
LK-2118045	Udailuka	Udailuka	GND	15	35	51	0	0	1	0	0	0	0	0
LK-2118050	Padupola	Padupola	GND	19	23	20	0	1	4	0	0	0	0	0
LK-2118055	Udakumbura	Udakumbura	GND	31	12	16	0	2	2	0	0	0	0	0
LK-2118060	Kalugaloya	Kalugaloya	GND	118	3	2	1	0	0	0	0	0	0	0
LK-2118065	Dumbaragama	Dumbaragama	GND	130	50	29	10	10	2	0	0	0	0	0
LK-2118070	Pallewela	Pallewela	GND	71	26	36	0	8	4	0	0	0	0	0
LK-2118075	Udawela	Udawela	GND	59	16	54	0	5	1	0	0	0	0	0
LK-2118080	Kandegama	Kandegama	GND	10	25	44	0	1	4	0	0	0	0	0
LK-2118085	Wadawalakanda	Wadawalakanda	GND	5	26	44	0	7	0	0	0	0	0	0
LK-2118090	Kobonilla	Kobonilla	GND	2	16	82	0	0	2	0	0	0	0	0
LK-2118095	Pallekanda	Pallekanda	GND	7	19	22	0	0	6	0	0	0	0	0
LK-2118100	Hanwella	Hanwella	GND	50	8	13	1	3	1	0	0	0	0	0
LK-2118105	Andideniya	Andideniya	GND	74	37	16	0	14	3	0	0	0	0	0
LK-2118110	Dambagahapitiya	Dambagahapitiya	GND	49	29	7	0	20	3	0	0	0	1	0
LK-2118115	Poppitiya	Poppitiya	GND	38	21	20	0	9	1	0	0	0	0	0
LK-2118120	Oyathenna	Oyathenna	GND	79	19	40	0	0	1	0	0	0	0	0
LK-2118125	Thalagune	Thalagune	GND	60	17	10	0	0	0	0	0	0	0	0
LK-2118130	Gedaramada	Gedaramada	GND	29	16	28	0	1	0	0	0	0	0	0
LK-2118135	Kirigankumbura	Kirigankumbura	GND	73	80	44	0	1	0	0	0	0	0	0
LK-2118140	Udadumbara	Udadumbara	GND	101	39	36	0	1	0	0	0	0	0	0
LK-2118145	Nawanagala	Nawanagala	GND	2	41	61	0	5	2	0	0	0	0	0
LK-2118150	Hunnasgiriya	Hunnasgiriya	GND	64	186	51	1	19	5	0	0	0	0	0
LK-2118155	Kiripattiya	Kiripattiya	GND	82	36	20	0	4	5	0	0	0	0	0
LK-2118160	Halyala	Halyala	GND	18	44	42	0	0	0	0	0	0	0	0
LK-2118165	Mendiriya	Mendiriya	GND	18	15	46	0	0	0	0	0	0	0	0
LK-2118170	Gangoda	Gangoda	GND	94	9	11	0	0	0	0	0	0	0	0
LK-2118175	Udapitawala	Udapitawala	GND	91	37	53	0	1	1	0	0	0	0	0
LK-2118180	Mahawala	Mahawala	GND	43	12	43	0	0	1	0	0	1	0	0
LK-2118185	Pitawala Udagammedda	Pitawala Udagammedda	GND	50	10	15	0	0	0	0	0	0	0	0
LK-2118190	Godakumbura	Godakumbura	GND	26	17	20	0	1	2	0	0	0	0	0
LK-2118195	Mediwaka	Mediwaka	GND	73	32	27	0	0	3	0	0	0	0	0
LK-2118200	Karandagolla	Karandagolla	GND	18	11	27	0	0	1	0	0	0	0	0
LK-2118205	Rambukwella East	Rambukwella East	GND	46	21	19	0	4	4	0	0	0	0	0
LK-2118210	Rambukwella West	Rambukwella West	GND	44	10	6	0	1	1	0	0	0	0	0
LK-2118215	Denapitiya	Denapitiya	GND	39	41	20	0	1	2	0	1	0	0	0
LK-2118220	Nugethenna East	Nugethenna East	GND	39	33	5	0	2	0	0	0	0	0	0
LK-2118225	Nugethenna West	Nugethenna West	GND	25	75	26	0	1	14	0	1	1	0	0
LK-2118230	Kevulgama	Kevulgama	GND	32	24	18	0	1	2	0	0	0	0	0
LK-2118235	Ganegala	Ganegala	GND	37	1	30	0	0	1	0	0	0	0	0
LK-2118240	Minuwangamuwa	Minuwangamuwa	GND	37	50	44	0	0	1	0	0	0	0	0
LK-2118245	Kalalgamuwa	Kalalgamuwa	GND	82	19	14	0	4	9	0	0	0	0	0
LK-2118250	Pitawala	Pitawala	GND	23	20	17	0	1	0	0	1	0	0	0
LK-2118255	Dewahandiya East	Dewahandiya East	GND	41	18	5	0	0	2	0	0	0	0	0
LK-2118260	Hapukanda East	Hapukanda East	GND	29	62	10	0	3	4	1	0	0	0	0
LK-2118265	Hapukanda West	Hapukanda West	GND	37	10	3	0	1	2	0	0	0	1	0
LK-2118270	Madugalla Udagammedda	Madugalla Udagammedda	GND	64	19	40	0	5	1	0	0	0	0	0
LK-2118275	Madugalla North	Madugalla North	GND	49	18	20	0	6	1	0	0	0	0	0
LK-2118280	Madugalla South	Madugalla South	GND	108	7	2	0	5	2	0	0	0	0	0
LK-2118285	Pamunethenna	Pamunethenna	GND	13	4	21	0	1	2	0	0	0	0	0
LK-2118290	Devinnegama	Devinnegama	GND	14	139	20	3	20	2	0	0	0	0	0
LK-2118295	Bambarabedda East	Bambarabedda East	GND	53	80	8	0	58	0	0	1	0	0	0
LK-2118300	Bambarabedda West	Bambarabedda West	GND	42	73	1	0	21	3	0	0	0	0	0
LK-2118305	Pitigoda	Pitigoda	GND	27	1	14	0	2	1	0	0	0	0	0
LK-2118310	Kalawala	Kalawala	GND	60	5	12	0	4	0	0	0	0	0	0
LK-2118315	Dewahandiya West	Dewahandiya West	GND	60	13	10	0	8	0	0	1	0	0	0
LK-2121	Minipe	Minipe	DSD	14269	1266	85	8	169	135	1	17	2	0	0
LK-2121005	Galamuduna	Galamuduna	GND	19	0	0	0	0	7	0	0	0	0	0
LK-2121010	Dungolla	Dungolla	GND	66	4	0	1	1	1	0	0	0	0	0
LK-2121015	Thotillagas Ella	Thotillagas Ella	GND	491	30	8	0	11	1	0	0	0	0	0
LK-2121020	Palugolla	Palugolla	GND	395	23	2	0	1	0	0	0	0	0	0
LK-2121025	Wewere	Wewere	GND	627	41	3	0	1	2	0	0	0	0	0
LK-2121030	Dehemigama	Dehemigama	GND	441	20	0	0	0	1	0	0	0	0	0
LK-2121035	Himbutuwa	Himbutuwa	GND	307	34	1	0	1	1	0	2	0	0	0
LK-2121040	Udattawa North	Udattawa North	GND	297	9	0	0	4	3	0	0	0	0	0
LK-2121045	Pallegaladebokka	Pallegaladebokka	GND	92	2	1	0	0	2	0	0	0	0	0
LK-2121050	Udagaladebokka	Udagaladebokka	GND	0	1	27	0	0	4	0	0	0	0	0
LK-2121055	Udattawa	Udattawa	GND	283	26	10	2	0	6	0	0	0	0	0
LK-2121060	Dambagahawela	Dambagahawela	GND	325	46	0	0	3	2	0	0	0	0	0
LK-2121065	Kindigoda North	Kindigoda North	GND	364	8	0	0	2	0	0	1	0	0	0
LK-2121070	Udawela	Udawela	GND	370	36	0	0	8	1	0	1	0	0	0
LK-2121075	Kindigoda South	Kindigoda South	GND	386	45	0	0	0	1	0	1	0	0	0
LK-2121080	Ulpathagama	Ulpathagama	GND	240	38	0	0	0	0	0	0	0	0	0
LK-2121085	Ambagolla	Ambagolla	GND	206	20	0	0	5	2	0	1	0	0	0
LK-2121090	Dambepitiya	Dambepitiya	GND	342	74	0	0	0	5	0	0	0	0	0
LK-2121095	Welgahawadiya	Welgahawadiya	GND	113	13	1	0	0	1	0	0	0	0	0
LK-2121100	Mahayaya North	Mahayaya North	GND	300	30	0	0	0	8	0	1	0	0	0
LK-2121105	08 Ela	08 Ela	GND	167	21	0	0	0	0	0	1	0	0	0
LK-2121110	Welgala	Welgala	GND	237	9	0	0	0	0	0	0	0	0	0
LK-2121115	Mahayaya South	Mahayaya South	GND	337	18	0	0	2	3	1	0	0	0	0
LK-2121120	Thorapitiya	Thorapitiya	GND	237	29	0	0	1	0	0	1	0	0	0
LK-2121125	Keenapelessa	Keenapelessa	GND	397	34	0	3	1	0	0	1	0	0	0
LK-2121130	Mahagalaheenna	Mahagalaheenna	GND	235	22	2	0	0	0	0	0	0	0	0
LK-2121135	Hasalaka	Hasalaka	GND	370	30	0	0	9	2	0	0	1	0	0
LK-2121140	Pallewatta	Pallewatta	GND	501	55	2	0	4	3	0	2	0	0	0
LK-2121145	Hasalaka Nagaraya	Hasalaka Nagaraya	GND	347	96	2	0	0	1	0	0	0	0	0
LK-2121150	Maha Eswedduma	Maha Eswedduma	GND	328	40	1	0	1	2	0	0	0	0	0
LK-2121155	Rathnella	Rathnella	GND	299	51	9	0	5	4	0	0	0	0	0
LK-2121160	Gurulupotha	Gurulupotha	GND	213	46	0	2	7	9	0	2	1	0	0
LK-2121165	Waragolla	Waragolla	GND	284	36	1	0	0	1	0	2	0	0	0
LK-2121170	Weragama	Weragama	GND	428	37	1	0	2	2	0	1	0	0	0
LK-2121175	Bulathwelkandura	Bulathwelkandura	GND	445	33	0	0	4	1	0	0	0	0	0
LK-2121180	Weraganthota	Weraganthota	GND	231	0	0	0	0	1	0	0	0	0	0
LK-2121185	Morayaya	Morayaya	GND	305	7	0	0	5	2	0	0	0	0	0
LK-2121190	Lunumadalaketiya	Lunumadalaketiya	GND	391	7	1	0	0	7	0	0	0	0	0
LK-2121195	Diyabubula	Diyabubula	GND	299	16	1	0	4	7	0	0	0	0	0
LK-2121200	Handaganawa	Handaganawa	GND	503	14	2	0	1	3	0	0	0	0	0
LK-2121205	Batumulla	Batumulla	GND	353	40	10	0	23	1	0	0	0	0	0
LK-2121210	Udayagala	Udayagala	GND	209	8	0	0	3	7	0	0	0	0	0
LK-2121215	Asamodagamyaya	Asamodagamyaya	GND	206	2	0	0	9	5	0	0	0	0	0
LK-2121220	Ambagahapelessa	Ambagahapelessa	GND	251	18	0	0	2	4	0	0	0	0	0
LK-2121225	Muttettuthenna	Muttettuthenna	GND	285	33	0	0	25	0	0	0	0	0	0
LK-2121230	Minipe	Minipe	GND	357	41	0	0	15	13	0	0	0	0	0
LK-2121235	Kolonyaya	Kolonyaya	GND	193	7	0	0	9	6	0	0	0	0	0
LK-2121240	Bembiya	Bembiya	GND	197	16	0	0	0	3	0	0	0	0	0
LK-2124	Medadumbara	Medadumbara	DSD	5421	8814	1844	38	1303	446	0	41	8	2	0
LK-2124005	Elliyadda	Elliyadda	GND	13	39	2	0	4	5	0	1	0	0	0
LK-2124010	Thunisgala	Thunisgala	GND	4	79	108	0	0	5	0	1	0	0	0
LK-2124015	Gonawala	Gonawala	GND	31	90	0	0	0	0	0	0	0	0	0
LK-2124020	Thangappuwa	Thangappuwa	GND	1	2	47	0	0	0	0	1	0	0	0
LK-2124025	Kotaganga	Kotaganga	GND	36	2	0	2	155	22	0	0	0	0	0
LK-2124030	Bulathwatta	Bulathwatta	GND	19	61	0	0	55	7	0	1	0	0	0
LK-2124035	Galabadawatta	Galabadawatta	GND	20	60	8	1	3	0	0	0	1	0	0
LK-2124040	Nagolla	Nagolla	GND	6	56	19	0	2	6	0	0	0	0	0
LK-2124045	Galkotuwa	Galkotuwa	GND	11	51	4	0	5	1	0	0	0	0	0
LK-2124050	Werapitiya	Werapitiya	GND	38	92	6	0	6	17	0	0	0	0	0
LK-2124055	Werathenna	Werathenna	GND	46	27	0	0	2	0	0	0	0	0	0
LK-2124060	Randiwela	Randiwela	GND	23	158	110	0	0	2	0	0	0	1	0
LK-2124065	Bobebila	Bobebila	GND	23	168	15	0	0	0	0	0	0	0	0
LK-2124070	Duckwariya	Duckwariya	GND	0	58	152	0	0	1	0	1	0	0	0
LK-2124075	Rangala Aluthwatta	Rangala Aluthwatta	GND	0	34	93	0	0	1	0	0	0	0	0
LK-2124080	Ferndail	Ferndail	GND	0	9	67	0	0	1	0	0	0	0	0
LK-2124085	Hakmana	Hakmana	GND	13	87	21	1	11	18	0	0	0	0	0
LK-2124090	Burnside	Burnside	GND	0	15	31	0	0	0	0	0	0	0	0
LK-2124095	Rangala	Rangala	GND	0	29	116	0	4	3	0	0	0	0	0
LK-2124100	Weladaramba	Weladaramba	GND	15	69	29	0	3	3	0	0	0	0	0
LK-2124105	Makuldeniya	Makuldeniya	GND	23	118	103	0	0	4	0	0	0	0	0
LK-2124110	Waradiwela	Waradiwela	GND	36	39	6	0	0	7	0	0	0	0	0
LK-2124115	Giddawa-Waradiwela	Giddawa-Waradiwela	GND	42	46	17	0	1	2	0	0	0	0	0
LK-2124120	Dunhinna	Dunhinna	GND	104	178	12	0	10	7	0	0	0	0	0
LK-2124125	Maneluwa	Maneluwa	GND	31	90	5	0	2	5	0	0	0	0	0
LK-2124130	Giddawa	Giddawa	GND	49	108	5	0	1	2	0	0	0	0	0
LK-2124135	Weliketiya	Weliketiya	GND	34	45	8	0	1	0	0	1	0	0	0
LK-2124140	Putuhapuwa	Putuhapuwa	GND	102	33	15	0	13	0	0	0	0	0	0
LK-2124145	Udabage	Udabage	GND	37	77	17	1	4	4	0	0	0	0	0
LK-2124150	Amupitiya	Amupitiya	GND	52	56	64	0	8	5	0	0	0	0	0
LK-2124155	Godamunna	Godamunna	GND	22	101	27	0	6	6	0	0	0	0	0
LK-2124160	Katugoda	Katugoda	GND	20	75	9	0	23	1	0	0	0	0	0
LK-2124165	Heeloya	Heeloya	GND	33	141	0	15	13	9	0	0	0	0	0
LK-2124170	Kandekumbura	Kandekumbura	GND	4	49	20	0	27	9	0	0	0	0	0
LK-2124175	Retiyagama	Retiyagama	GND	17	62	12	0	16	3	0	0	0	0	0
LK-2124180	Poddalgoda	Poddalgoda	GND	18	101	0	0	13	0	0	1	0	0	0
LK-2124185	Nilgala	Nilgala	GND	53	84	9	0	14	4	0	1	0	0	0
LK-2124190	Madeniyawaka	Madeniyawaka	GND	23	92	1	0	0	0	0	0	0	0	0
LK-2124195	Embalagama	Embalagama	GND	41	68	10	0	18	4	0	0	0	0	0
LK-2124200	Siridigana	Siridigana	GND	38	33	10	0	7	5	0	1	0	0	0
LK-2124205	Nugepathana	Nugepathana	GND	65	95	28	0	8	1	0	1	0	0	0
LK-2124210	Watapana	Watapana	GND	82	72	21	0	10	8	0	0	0	0	0
LK-2124215	Ambalagala	Ambalagala	GND	25	73	6	0	11	3	0	0	0	0	0
LK-2124220	Gangasirigama	Gangasirigama	GND	73	194	24	0	6	2	0	0	0	0	0
LK-2124225	Madapola	Madapola	GND	207	139	6	0	2	0	0	0	0	0	0
LK-2124230	Kandegama	Kandegama	GND	47	150	19	0	4	2	0	0	0	1	0
LK-2124235	Randeniya	Randeniya	GND	90	180	12	0	13	5	0	1	0	0	0
LK-2124240	Pallebage	Pallebage	GND	73	133	3	0	0	4	0	0	0	0	0
LK-2124245	Gabbela	Gabbela	GND	56	129	12	0	18	0	0	0	0	0	0
LK-2124250	Udispattuwa	Udispattuwa	GND	185	182	19	0	10	10	0	1	1	0	0
LK-2124255	Ranmulla	Ranmulla	GND	125	117	2	0	14	13	0	0	0	0	0
LK-2124260	Maharawela	Maharawela	GND	65	126	3	0	17	10	0	0	0	0	0
LK-2124265	Kurukohogama	Kurukohogama	GND	40	57	8	0	13	5	0	1	0	0	0
LK-2124270	Kiribattalawa	Kiribattalawa	GND	33	67	8	0	2	0	0	1	0	0	0
LK-2124275	Hathiyalwela	Hathiyalwela	GND	28	110	1	0	125	5	0	0	0	0	0
LK-2124280	Mangoda	Mangoda	GND	96	74	52	8	20	12	0	0	0	0	0
LK-2124285	Rambukpotha	Rambukpotha	GND	72	71	49	0	1	29	0	0	0	0	0
LK-2124290	Namandagala	Namandagala	GND	87	95	4	3	13	4	0	0	0	0	0
LK-2124295	Metideniya	Metideniya	GND	72	53	10	0	3	13	0	0	0	0	0
LK-2124300	Doraliyadda South	Doraliyadda South	GND	43	93	7	0	50	3	0	1	0	0	0
LK-2124305	Wegala	Wegala	GND	60	91	21	0	11	11	0	2	0	0	0
LK-2124310	Meegahamaditta	Meegahamaditta	GND	66	136	18	0	11	6	0	1	1	0	0
LK-2124315	Rambukwella - East	Rambukwella East	GND	49	74	3	0	6	3	0	1	0	0	0
LK-2124320	Rambukwella	Rambukwella	GND	79	66	23	0	4	0	0	0	1	0	0
LK-2124325	Udawela	Udawela	GND	69	89	3	0	8	3	0	1	0	0	0
LK-2124330	Wellethota	Wellethota	GND	89	105	5	0	8	1	0	2	0	0	0
LK-2124335	Vilamuna	Vilamuna	GND	148	173	2	2	3	2	0	0	0	0	0
LK-2124340	Karalliyadda	Karalliyadda	GND	135	444	4	0	5	2	0	0	0	0	0
LK-2124345	Ambagahalanda	Ambagahalanda	GND	111	261	19	0	8	0	0	6	0	0	0
LK-2124350	Hijrapura	Hijrapura	GND	256	178	0	0	7	3	0	2	2	0	0
LK-2124355	Galambalama	Galambalama	GND	88	188	0	0	9	4	0	2	1	0	0
LK-2124360	Maberiyathenna	Maberiyathenna	GND	68	56	15	2	100	3	0	1	0	0	0
LK-2124365	Ellepola	Ellepola	GND	61	179	6	0	5	1	0	0	0	0	0
LK-2124370	Wewegama	Wewegama	GND	40	98	2	0	8	0	0	2	0	0	0
LK-2124375	Senarathwela	Senarathwela	GND	34	186	10	0	8	7	0	1	0	0	0
LK-2124380	Nithulemada	Nithulemada	GND	26	566	6	0	29	12	0	0	0	0	0
LK-2124385	Udathenna	Udathenna	GND	144	84	14	1	25	1	0	0	0	0	0
LK-2124390	Medamahanuwara	Medamahanuwara	GND	130	79	4	0	16	11	0	2	0	0	0
LK-2124395	Bomure	Bomure	GND	39	45	4	0	26	6	0	0	0	0	0
LK-2124400	Rajagala	Rajagala	GND	77	90	0	0	18	21	0	0	0	0	0
LK-2124405	Wathuliyadda	Wathuliyadda	GND	90	31	8	1	17	5	0	1	0	0	0
LK-2124410	Moragahamula	Moragahamula	GND	87	65	7	0	6	0	0	0	0	0	0
LK-2124415	Mahadoraliyadda	Mahadoraliyadda	GND	99	51	29	1	20	0	0	0	0	0	0
LK-2124425	Puwakgahadiwela	Puwakgahadiwela	GND	162	41	9	0	34	10	0	0	0	0	0
LK-2124430	Ambale	Ambale	GND	107	51	14	0	15	9	0	0	0	0	0
LK-2124435	Meeriyagolla	Meeriyagolla	GND	11	76	8	0	50	1	0	0	0	0	0
LK-2124440	Bambaragahadeniya	Bambaragahadeniya	GND	20	136	57	0	24	9	0	2	0	0	0
