region_id	region_name	region_name_in_data	region_ent_type	bricks	cement_block	granite_cube_stones	cabook	pressed_soil_bricks	warichchi_mud	cadjan_palmyrah	planks_metal_sheets_asbestos	zink_aluminium_sheets	other	not_relevant
LK-2124445	Meegahalanda	Meegahalanda	GND	87	72	26	0	7	8	0	0	0	0	0
LK-2124450	Sandasiri Dunuvila	Sandasiri Dunuvila	GND	62	40	38	0	1	3	0	0	1	0	0
LK-2124455	Thennalanda	Thennalanda	GND	70	48	6	0	28	2	0	0	0	0	0
LK-2124460	Udagammedda	Udagammedda	GND	71	13	8	0	8	0	0	0	0	0	0
LK-2124465	Welapahala	Welapahala	GND	76	4	1	0	4	1	0	0	0	0	0
LK-2124470	Meda Gammedda	Meda Gammedda	GND	68	6	2	0	7	3	0	0	0	0	0
LK-2127	Kundasale	Kundasale	DSD	17667	19834	299	56	950	381	1	85	14	5	5
LK-2127005	Dunuhappawa	Dunuhappawa	GND	65	328	4	1	8	19	0	1	0	0	0
LK-2127010	Naranpanawa West	Naranpanawa West	GND	56	166	11	1	10	7	0	1	0	0	1
LK-2127015	Kandekumbura	Kandekumbura	GND	103	86	27	0	5	1	0	0	0	0	0
LK-2127020	Alawathugirigama	Alawathugirigama	GND	206	104	20	0	27	12	0	1	0	0	0
LK-2127025	Galpihilla	Galpihilla	GND	73	167	7	1	23	4	0	1	1	0	0
LK-2127030	Makkanigama	Makkanigama	GND	179	58	1	1	26	3	0	0	0	1	0
LK-2127035	Wavinna	Wavinna	GND	147	93	1	1	44	7	0	0	0	1	0
LK-2127040	Pallegama	Pallegama	GND	185	84	4	0	11	10	0	0	1	0	0
LK-2127045	Maharathenna West	Maharathenna West	GND	119	87	4	0	12	2	0	2	1	0	0
LK-2127050	Udagama North	Udagama North	GND	199	64	2	0	7	6	0	0	0	0	0
LK-2127055	Ihala Gonagama	Ihala Gonagama	GND	160	43	5	0	4	7	0	0	0	0	0
LK-2127060	Delgaslanda	Delgaslanda	GND	166	113	1	1	20	4	0	1	0	0	0
LK-2127065	Lunuketiyamaditta	Lunuketiyamaditta	GND	107	183	6	0	8	5	0	0	0	0	0
LK-2127070	Naranpanawa East	Naranpanawa East	GND	68	125	6	0	7	3	0	0	0	0	0
LK-2127075	Kuruambemuduna	Kuruambemuduna	GND	97	55	12	0	12	2	0	0	0	0	0
LK-2127080	Maluwegama	Maluwegama	GND	152	251	7	5	8	1	0	0	0	0	0
LK-2127085	Wepathana	Wepathana	GND	181	80	11	0	2	0	0	0	0	0	0
LK-2127090	Gonawala North	Gonawala North	GND	147	398	22	1	14	27	0	5	1	0	1
LK-2127095	Deliwalathenna	Deliwalathenna	GND	169	71	4	1	10	1	0	1	0	0	0
LK-2127100	Heepitiya	Heepitiya	GND	465	29	0	0	1	0	0	3	0	0	0
LK-2127105	Udagama South	Udagama South	GND	151	135	3	0	6	10	0	1	0	0	0
LK-2127110	Maharathenna East	Maharathenna East	GND	214	62	0	0	5	5	0	2	0	0	0
LK-2127115	Menikhinna	Menikhinna	GND	482	253	4	1	13	3	0	2	0	0	0
LK-2127120	Hurikaduwa North	Hurikaduwa North	GND	384	138	3	2	15	7	0	0	0	0	0
LK-2127125	Hurikaduwa West	Hurikaduwa West	GND	286	159	4	0	2	2	0	0	0	0	0
LK-2127130	Bogaskumbura	Bogaskumbura	GND	228	115	0	0	19	1	0	0	0	0	0
LK-2127135	Pilawala North	Pilawala North	GND	293	113	5	0	18	6	0	1	0	0	0
LK-2127140	Amunugama North	Amunugama North	GND	246	168	0	0	0	1	0	0	0	0	0
LK-2127145	Amunugama South	Amunugama South	GND	189	164	2	1	4	0	0	0	0	0	0
LK-2127150	Udagunnepana South	Udagunnepana South	GND	187	115	2	6	3	3	0	1	0	0	0
LK-2127155	Udagunnepana North	Udagunnepana North	GND	299	147	0	0	6	5	0	1	0	0	0
LK-2127160	Gabadagama South	Gabadagama South	GND	163	100	1	0	4	1	0	0	0	0	0
LK-2127165	Gabadagama North	Gabadagama North	GND	155	249	0	0	9	6	0	1	0	0	0
LK-2127170	Pallegunnepana South	Pallegunnepana South	GND	317	307	3	9	17	2	0	0	0	0	0
LK-2127175	Pallegunnepana North	Pallegunnepana North	GND	435	167	1	0	7	3	0	0	0	0	0
LK-2127180	Sirimalwatta West	Sirimalwatta West	GND	266	119	1	0	12	5	0	1	0	0	0
LK-2127185	Sirimalwatta East	Sirimalwatta East	GND	58	195	2	0	11	0	0	0	0	0	0
LK-2127190	Sirimalwatta Pallegama	Sirimalwatta Pallegama	GND	174	185	1	0	3	0	0	0	0	0	0
LK-2127195	Lewellagama	Lewellagama	GND	238	220	0	1	10	4	0	0	1	0	0
LK-2127200	Degaldoruwa	Degaldoruwa	GND	74	205	6	1	38	1	0	0	0	1	0
LK-2127205	Deekirimadawala	Deekirimadawala	GND	250	142	1	0	22	1	0	0	0	0	0
LK-2127210	Hapuwala	Hapuwala	GND	132	192	0	0	2	0	0	1	0	0	0
LK-2127215	Galapitaambe	Galapitaambe	GND	201	202	1	0	0	5	0	0	0	0	0
LK-2127220	Hathamuna	Hathamuna	GND	332	76	0	0	10	8	0	1	0	0	0
LK-2127225	Dodamgolla	Dodamgolla	GND	214	273	0	0	2	9	0	1	1	0	0
LK-2127230	Hurikaduwa South	Hurikaduwa South	GND	180	137	3	0	1	4	0	0	0	0	0
LK-2127235	Hurikaduwa East	Hurikaduwa East	GND	160	335	1	4	1	4	0	0	0	0	0
LK-2127240	Hurikaduwa Madige	Hurikaduwa Madige	GND	145	103	0	0	79	5	0	0	0	0	0
LK-2127245	Galamuna	Galamuna	GND	240	180	2	0	6	3	0	0	0	0	0
LK-2127250	Malpana	Malpana	GND	312	237	7	0	0	5	0	0	0	0	0
LK-2127255	Ahaspokuna North	Ahaspokuna North	GND	135	405	10	0	10	6	0	1	0	0	0
LK-2127260	Gonawala South	Gonawala South	GND	79	330	20	0	14	10	0	0	2	0	0
LK-2127265	Kumbukkandura South	Kumbukkandura South	GND	171	123	0	0	7	0	0	1	0	0	0
LK-2127270	Kumbukkandura North	Kumbukkandura North	GND	298	175	9	1	0	2	0	1	0	0	0
LK-2127275	Rajawella North	Rajawella North	GND	390	666	4	1	37	5	0	5	0	0	0
LK-2127280	Ahaspokuna South	Ahaspokuna South	GND	235	396	3	1	44	7	0	1	0	0	0
LK-2127285	Ihalawela	Ihalawela	GND	216	521	4	2	13	4	0	3	0	1	0
LK-2127290	Kengalla	Kengalla	GND	636	454	1	1	17	5	0	0	0	0	0
LK-2127295	Nithulethenna	Nithulethenna	GND	198	202	0	5	2	3	0	1	0	0	0
LK-2127300	Dambarawa	Dambarawa	GND	342	121	0	1	6	1	0	0	0	0	0
LK-2127305	Pilawala South	Pilawala South	GND	152	149	0	0	11	0	1	0	0	0	0
LK-2127310	Mahawatta East	Mahawatta East	GND	97	75	0	0	10	1	0	0	0	0	0
LK-2127315	Mahawatta North	Mahawatta North	GND	229	338	0	0	10	11	0	1	0	0	0
LK-2127320	Mahawatta West	Mahawatta West	GND	174	95	0	0	7	0	0	0	0	0	0
LK-2127325	Mahawatta South	Mahawatta South	GND	208	164	1	0	4	3	0	0	0	0	0
LK-2127330	Arangala North	Arangala North	GND	131	144	2	0	6	3	0	0	1	0	0
LK-2127335	Karattamada	Karattamada	GND	51	115	3	1	14	0	0	0	1	0	0
LK-2127340	Arangala South	Arangala South	GND	110	230	4	0	6	1	0	0	0	0	0
LK-2127345	Galmaduwa	Galmaduwa	GND	339	406	0	0	11	1	0	2	0	0	0
LK-2127350	Nattarampotha	Nattarampotha	GND	453	134	4	0	0	0	0	1	0	0	0
LK-2127355	Kundasale North	Kundasale North	GND	480	970	5	3	27	5	0	1	1	0	0
LK-2127360	Kundasale South	Kundasale South	GND	558	1597	1	0	1	3	0	3	0	0	0
LK-2127365	Balagolla West	Balagolla West	GND	317	227	1	0	10	3	0	6	0	0	0
LK-2127370	Balagolla East	Balagolla East	GND	385	531	2	0	2	7	0	1	0	0	1
LK-2127375	Aswalapitiya	Aswalapitiya	GND	150	221	1	1	4	2	0	1	0	0	0
LK-2127380	Diyabubula	Diyabubula	GND	472	466	6	1	12	0	0	2	0	0	0
LK-2127385	Rajawella South	Rajawella South	GND	104	315	2	0	18	2	0	0	0	0	0
LK-2127390	Aluth Pallekele	Aluth Pallekele	GND	205	803	1	0	11	17	0	8	2	0	2
LK-2127395	Wijaya Sri Gama	Wijaya Sri Gama	GND	92	617	4	0	11	9	0	13	1	1	0
LK-2127400	Ambakotayawatta	Ambakotayawatta	GND	211	1066	3	0	41	40	0	4	0	0	0
LK-2130	Gangawata Korale	Kandy Four Gravets & Gangawata Korale	DSD	17282	21371	373	90	444	155	0	74	9	2	3
LK-2130005	Mavilmada	Mavilmada	GND	243	499	20	2	0	2	0	0	0	0	0
LK-2130010	Siyambalagasthenna	Siyambalagasthenna	GND	247	204	2	3	5	1	0	0	0	0	0
LK-2130015	Pitakanda Gama	Pitakanda Gama	GND	264	85	1	0	0	2	0	1	0	0	0
LK-2130020	Senkadagala	Senkadagala	GND	248	180	2	0	0	0	0	0	0	0	0
LK-2130025	Wattaranthenna	Wattaranthenna	GND	252	307	19	0	2	0	0	0	0	0	0
LK-2130030	Nittawela	Nittawela	GND	648	218	7	1	0	3	0	0	0	0	0
LK-2130035	Watapuluwa	Watapuluwa	GND	379	158	0	0	9	3	0	0	0	0	0
LK-2130040	Mahaweli Uyana	Mahaweli Uyana	GND	309	16	2	2	0	0	0	0	0	0	0
LK-2130045	Watapuluwa South	Watapuluwa South	GND	349	115	0	0	7	2	0	0	0	0	0
LK-2130050	Aruppala East	Aruppala East	GND	284	163	3	0	0	0	0	0	0	0	0
LK-2130055	Aruppala West	Aruppala West	GND	441	317	1	0	8	1	0	0	0	0	0
LK-2130060	Watapuluwa West	Watapuluwa West	GND	483	85	1	0	1	0	0	0	0	0	0
LK-2130065	Mahaiyawa	Mahaiyawa	GND	248	254	0	0	0	0	0	0	0	0	0
LK-2130070	Mapanawathura	Mapanawathura	GND	624	176	3	0	6	7	0	1	0	0	0
LK-2130075	Poorna Watta East	Poorna Watta East	GND	281	150	0	1	0	0	0	1	0	0	0
LK-2130080	Poorna Watta West	Poorna Watta West	GND	218	847	3	3	3	1	0	3	1	0	0
LK-2130085	Asgiriya	Asgiriya	GND	34	489	0	0	0	0	0	0	0	0	0
LK-2130090	Bahirawa Kanda	Bahirawa Kanda	GND	330	403	1	0	0	3	0	1	0	0	0
LK-2130095	Nuwara Dodamwala	Nuwara Dodamwala	GND	171	268	2	0	1	0	0	1	0	0	0
LK-2130100	Aniwatta East	Aniwatta East	GND	448	99	3	0	0	0	0	0	0	0	0
LK-2130105	Katukele West	Katukele West	GND	127	138	0	1	1	0	0	1	0	0	0
LK-2130110	Katukele	Katukele	GND	369	119	0	0	3	3	0	0	0	0	0
LK-2130115	Ihala Katukele	Ihala Katukele	GND	375	33	0	0	0	0	0	0	0	0	0
LK-2130120	Mahanuwara	Mahanuwara	GND	175	27	0	0	0	0	0	1	0	0	0
LK-2130125	Lewella	Lewella	GND	311	195	1	1	17	0	0	5	0	0	0
LK-2130130	Thalwatta	Thalwatta	GND	397	422	0	0	2	3	0	2	0	0	0
LK-2130135	Boowelikada	Boowelikada	GND	215	145	0	0	0	0	0	0	0	0	0
LK-2130140	Malwatta	Malwatta	GND	361	104	1	0	7	8	0	0	0	0	0
LK-2130145	Bogambara	Bogambara	GND	56	193	0	0	9	4	0	3	0	0	0
LK-2130150	Deiyannewela	Deiyannewela	GND	207	275	0	1	0	2	0	2	0	1	0
LK-2130155	Nagasthenna	Nagasthenna	GND	216	714	8	0	3	6	0	6	0	0	0
LK-2130160	Suduhumpala East	Suduhumpala East	GND	171	358	2	1	8	2	0	2	1	0	0
LK-2130165	Suduhumpala West	Suduhumpala West	GND	107	441	8	10	21	5	0	0	0	0	0
LK-2130170	Welata	Welata	GND	426	148	1	0	1	0	0	0	0	0	0
LK-2130175	Aniwatta West	Aniwatta West	GND	385	141	1	0	3	0	0	0	0	0	0
LK-2130180	Getambe	Gatambe	GND	372	356	0	0	2	0	0	2	0	0	0
LK-2130185	Pahala Eriyagama	Pahala Eriyagama	GND	209	445	2	0	1	2	0	0	0	0	0
LK-2130190	Godagandeniya	Godagandeniya	GND	99	256	3	0	4	2	0	0	0	0	0
LK-2130195	Palle Peradeniya	Palle Peradeniya	GND	80	195	2	0	0	0	0	2	0	0	0
LK-2130200	Uda Bowala	Uda Bowala	GND	284	725	5	0	42	5	0	4	1	0	0
LK-2130205	Bowala	Bowala	GND	839	413	6	4	8	4	0	2	0	0	3
LK-2130210	Mulgampala	Mulgampala	GND	246	390	4	13	2	1	0	0	0	0	0
LK-2130215	Heeressagala	Heeressagala	GND	253	736	35	25	19	7	0	7	2	0	0
LK-2130220	Hanthana Pedesa	Hanthana Pedesa	GND	252	76	14	0	0	2	0	1	1	0	0
LK-2130225	Ampitiya South	Ampitiya South	GND	192	165	29	0	18	4	0	4	1	0	0
LK-2130230	Ampitiya North	Ampitiya North	GND	63	628	4	0	2	2	0	0	0	0	0
LK-2130235	Ampitiya Udagama North	Ampitiya Udagama North	GND	260	235	0	0	4	8	0	0	0	0	0
LK-2130240	Thennakumbura	Thennakumbura	GND	848	781	4	0	8	4	0	2	0	0	0
LK-2130245	Ampitiya Pallegama	Ampitiya Pallegama	GND	283	423	4	0	8	3	0	0	0	0	0
LK-2130250	Meddegama	Meddegama	GND	143	332	1	1	4	0	0	0	0	0	0
LK-2130255	Ampitiya Udagama South	Ampitiya Udagama South	GND	104	333	1	0	10	8	0	0	0	0	0
LK-2130260	Wewathenna	Wewathenna	GND	322	485	8	0	5	3	0	0	0	0	0
LK-2130265	Ulpathakumbura	Ulpathakumbura	GND	177	385	3	1	7	1	0	0	0	0	0
LK-2130270	Gurudeniya West	Gurudeniya West	GND	177	287	18	1	4	0	0	1	0	0	0
LK-2130275	Gurudeniya East	Gurudeniya East	GND	349	618	11	0	1	17	0	4	1	0	0
LK-2130280	Maligathenna	Maligathenna	GND	233	597	23	0	25	8	0	1	1	0	0
LK-2130285	Gurudeniya Dambawela	Gurudeniya Dambawela	GND	235	219	0	0	4	1	0	1	0	0	0
LK-2130290	Lewla	Lewla	GND	72	257	6	0	11	1	0	0	0	1	0
LK-2130295	Ketawala	Ketawala	GND	104	248	22	2	10	2	0	0	0	0	0
LK-2130300	Bowalawatta	Bowalawatta	GND	57	691	3	1	25	2	0	2	0	0	0
LK-2130305	Ogastawatta	Ogastawatta	GND	132	866	6	5	49	4	0	3	0	0	0
LK-2130310	Uda Peradeniya	Uda Peradeniya	GND	217	461	28	1	45	0	0	4	0	0	0
LK-2130315	Hindagala	Hindagala	GND	80	751	7	3	6	1	0	3	0	0	0
LK-2130320	Mahakanda	Mahakanda	GND	201	531	32	7	3	5	0	1	0	0	0
LK-2133	Harispattuwa	Harispattuwa	DSD	11802	13319	82	19	392	194	1	48	4	0	8
LK-2133005	Amuwathdeniya	Amuwathdeniya	GND	153	25	0	0	1	0	0	0	0	0	0
LK-2133010	Doranegama	Doranegama	GND	126	25	0	0	3	1	0	1	0	0	0
LK-2133015	Ihagama	Ihagama	GND	162	77	0	0	5	4	0	1	0	0	0
LK-2133020	Medawala	Medawala	GND	304	134	1	0	3	0	0	1	0	0	0
LK-2133025	Angoda	Angoda	GND	68	56	0	0	0	0	0	0	0	0	0
LK-2133030	Dembaralawa	Dembaralawa	GND	267	63	0	0	4	7	0	1	0	0	0
LK-2133035	Bothota	Bothota	GND	143	138	1	0	4	12	0	0	0	0	0
LK-2133040	Attaragama East	Attaragama East	GND	146	93	0	0	18	5	1	0	0	0	0
LK-2133045	Attaragama	Attaragama	GND	168	99	0	0	2	2	0	0	0	0	0
LK-2133050	Gonigoda-Palkumbura	Gonigoda-Palkumbura	GND	47	196	0	0	0	2	0	1	0	0	0
LK-2133055	Gonigoda	Gonigoda	GND	70	123	0	0	0	2	0	1	0	0	0
LK-2133060	Attaragama South	Attaragama South	GND	167	92	1	7	12	10	0	0	0	0	1
LK-2133065	Hapugoda	Hapugoda	GND	327	6	0	0	0	3	0	0	0	0	0
LK-2133070	Udabokalawela	Udabokalawela	GND	236	84	0	0	1	0	0	1	0	0	0
LK-2133075	Rajapihilla	Rajapihilla	GND	133	266	1	0	5	9	0	1	0	0	0
LK-2133080	Ulladupitiya East	Ulladupitiya East	GND	33	133	0	0	8	0	0	0	0	0	0
LK-2133085	Ulladupitiya West	Ulladupitiya West	GND	84	127	3	0	23	5	0	0	0	0	0
LK-2133090	Arambegama	Arambegama	GND	110	235	0	1	5	3	0	2	0	0	0
LK-2133095	Aladeniya	Aladeniya	GND	83	198	1	0	5	0	0	0	0	0	0
LK-2133100	Hedeniya	Hedeniya	GND	175	94	0	0	2	2	0	0	0	0	0
LK-2133105	Rajasinghagama	Rajasinghagama	GND	66	179	0	0	25	16	0	1	0	0	0
LK-2133110	Palkumbura	Palkumbura	GND	82	149	17	0	0	1	0	0	0	0	0
LK-2133115	Narangoda	Narangoda	GND	35	118	1	0	7	10	0	1	0	0	0
LK-2133120	Kurundugolla	Kurundugolla	GND	132	225	0	0	0	0	0	0	0	0	0
LK-2133125	Viguhumpola	Viguhumpola	GND	157	287	0	2	3	2	0	4	0	0	0
LK-2133130	Hiriyalagammana	Hiriyalagammana	GND	181	201	0	0	1	2	0	1	0	0	0
LK-2133135	Thittapajjala	Thittapajjala	GND	128	233	0	0	2	0	0	0	0	0	0
LK-2133140	Thittapajjala North	Thittapajjala North	GND	94	186	1	0	0	7	0	0	0	0	0
LK-2133145	Nugawela	Nugawela	GND	307	330	0	0	29	7	0	0	1	0	1
LK-2133150	Batuambe	Batuambe	GND	29	209	1	0	0	2	0	0	0	0	0
LK-2133155	Endaruthenna	Endaruthenna	GND	86	72	0	0	0	3	0	0	0	0	0
LK-2133160	Embulpuraya	Embulpuraya	GND	222	40	0	0	3	0	0	0	0	0	0
LK-2133165	Uduwawala West	Uduwawala West	GND	95	202	0	0	18	5	0	0	0	0	0
LK-2133170	Uduwawala North	Uduwawala North	GND	183	121	0	0	6	1	0	0	0	0	0
LK-2133175	Pallebokalawela	Pallebokalawela	GND	257	13	0	0	6	0	0	0	0	0	0
LK-2133180	Ranawana West	Ranawana West	GND	407	41	0	0	4	1	0	2	0	0	0
LK-2133185	Ranawana East	Ranawana East	GND	343	150	1	0	10	2	0	1	0	0	2
LK-2133190	Uduwawala East	Uduwawala East	GND	263	152	0	0	3	1	0	0	0	0	0
LK-2133195	Senarathgama North	Senarathgama North	GND	118	192	1	0	1	3	0	1	0	0	0
LK-2133200	Wathuwala	Wathuwala	GND	185	109	0	0	2	2	0	0	0	0	0
LK-2133205	Uyanwatta	Uyanwatta	GND	91	196	0	2	2	2	0	1	0	0	0
LK-2133210	Dadahogama	Dadahogama	GND	111	149	2	0	9	3	0	0	0	0	0
LK-2133215	Mapamadulla	Mapamadulla	GND	85	165	1	0	4	2	0	0	0	0	0
LK-2133220	Malagammana	Malagammana	GND	47	44	0	1	1	0	0	0	0	0	0
LK-2133225	Ruwanpuraya	Ruwanpuraya	GND	5	267	0	0	0	0	0	1	0	0	1
LK-2133230	Kurunduwatta	Kurunduwatta	GND	73	114	1	0	0	0	0	3	0	0	0
LK-2133235	Karanduwawala Ihala	Karanduwawala Ihala	GND	21	170	0	0	3	1	0	2	0	0	0
LK-2133240	Karanduwawala Pahala	Karanduwawala Pahala	GND	6	119	1	0	1	1	0	0	0	0	0
LK-2133245	Owathenna	Owathenna	GND	36	133	0	0	8	4	0	0	1	0	0
LK-2133250	Yahalathenna West	Yahalathenna West	GND	36	110	0	0	0	0	0	0	0	0	0
LK-2133255	Yahalathenna Kanda	Yahalathenna Kanda	GND	46	234	1	0	2	1	0	1	0	0	0
LK-2133260	Kulugammana	Kulugammana	GND	282	192	1	0	5	0	0	1	0	0	0
LK-2133265	Uguressapitiya	Uguressapitiya	GND	345	142	1	0	3	1	0	0	0	0	0
LK-2133270	Senarathgama South	Senarathgama South	GND	119	395	1	0	6	0	0	0	0	0	0
LK-2133275	Kondadeniya	Kondadeniya	GND	282	125	1	0	3	4	0	0	0	0	0
LK-2133280	Etamurungagoda	Etamurungagoda	GND	252	97	1	0	2	0	0	1	0	0	0
LK-2133285	Yatiwawala	Yatiwawala	GND	335	118	2	0	0	4	0	2	0	0	0
LK-2133290	Katugasthota	Katugasthota	GND	131	129	0	0	0	0	0	1	0	0	1
LK-2133295	Inigala	Inigala	GND	355	181	0	1	16	1	0	1	0	0	0
LK-2133300	Rathmale	Rathmale	GND	184	431	0	1	2	1	0	0	1	0	0
LK-2133305	Hamangoda North	Hamangoda North	GND	338	271	2	0	5	2	0	0	0	0	0
LK-2133310	Hamangoda South	Hamangoda South	GND	84	200	8	0	7	1	0	0	0	0	0
LK-2133315	Uggalla	Uggalla	GND	111	118	0	0	9	2	0	1	0	0	1
LK-2133320	Udadoolwala	Udadoolwala	GND	87	119	0	0	4	1	0	0	0	0	0
LK-2133325	Kurundugahamada	Kurundugahamada	GND	64	40	0	0	3	2	0	0	0	0	0
LK-2133330	Seewaleekanda	Seewaleekanda	GND	33	125	0	0	7	1	0	2	0	0	0
LK-2133335	Mahathenna	Mahathenna	GND	207	50	0	0	0	1	0	0	0	0	0
LK-2133340	Bulathgolla	Bulathgolla	GND	68	121	0	0	7	5	0	1	0	0	0
LK-2133345	Yatihalagala Udagama	Yatihalagala Udagama	GND	75	116	0	2	2	2	0	0	0	0	0
LK-2133350	Pahala Doolwala	Pahala Doolwala	GND	89	93	0	0	0	0	0	1	0	0	0
LK-2133355	Udamulla	Udamulla	GND	70	242	1	0	1	0	0	1	0	0	0
LK-2133360	Gohagoda	Gohagoda	GND	216	311	6	0	34	2	0	1	0	0	0
LK-2133365	Wegiriya	Wegiriya	GND	119	249	2	0	0	3	0	0	0	0	1
LK-2133370	Polwatta	Polwatta	GND	173	456	0	0	0	2	0	2	0	0	0
LK-2133375	Madapathagama	Madapathagama	GND	113	101	0	0	1	1	0	0	0	0	0
LK-2133380	Banwelgolla	Banwelgolla	GND	95	156	0	0	0	0	0	0	0	0	0
LK-2133385	Narangaskumbura	Narangaskumbura	GND	34	135	0	0	0	0	0	0	0	0	0
LK-2133390	Pallemulla	Pallemulla	GND	135	207	2	0	3	0	0	0	0	0	0
LK-2133395	Haloluwa Pallegama	Haloluwa Pallegama	GND	37	189	1	0	2	0	0	1	0	0	0
LK-2133400	Bogahakanda	Bogahakanda	GND	16	124	1	0	6	9	0	0	0	0	0
LK-2133405	Yatihalagala Pallegama	Yatihalagala Pallegama	GND	124	92	4	0	4	2	0	1	1	0	0
LK-2133410	Haloluwa	Haloluwa	GND	58	496	2	0	1	0	0	2	0	0	0
LK-2133415	Kumburegedara	Kumburegedara	GND	126	113	4	1	4	0	0	0	0	0	0
LK-2133420	Warathenna	Warathenna	GND	116	211	6	1	4	1	0	0	0	0	0
LK-2134	Hatharaliyadda	Hatharaliyadda	DSD	6468	1721	92	3	153	164	0	32	3	0	0
LK-2134005	Paragoda	Paragoda	GND	91	21	0	0	4	11	0	0	0	0	0
LK-2134010	Aludeniya North	Aludeniya North	GND	149	7	0	0	0	1	0	1	0	0	0
LK-2134015	Aludeniya South	Aludeniya South	GND	188	25	0	0	0	5	0	0	0	0	0
LK-2134020	Alakolamaditta	Alakolamaditta	GND	135	3	0	0	2	5	0	0	0	0	0
LK-2134025	Amboruwa	Amboruwa	GND	176	15	2	0	0	1	0	1	0	0	0
LK-2134030	Galdola	Galdola	GND	25	68	9	0	2	1	0	1	0	0	0
LK-2134035	Polwatta Ihalagama	Polwatta Ihalagama	GND	93	136	1	0	0	4	0	0	0	0	0
LK-2134040	Ilpemada	Ilpemada	GND	142	80	3	0	9	13	0	0	0	0	0
LK-2134045	Polwatta	Polwatta	GND	99	58	3	0	0	3	0	1	0	0	0
LK-2134050	Dunkumbura	Dunkumbura	GND	92	52	0	0	1	4	0	0	0	0	0
LK-2134055	Nikathenna	Nikathenna	GND	120	0	0	0	4	0	0	2	2	0	0
LK-2134060	Narangaspitiya	Narangaspitiya	GND	7	64	0	0	24	2	0	0	1	0	0
LK-2134065	Godathale	Godathale	GND	123	35	0	0	1	2	0	0	0	0	0
LK-2134070	Kalotuwawa	Kalotuwawa	GND	159	8	17	0	4	3	0	1	0	0	0
LK-2134075	Dedunupitiya Pahalagama	Dedunupitiya Pahalagama	GND	105	0	0	0	0	0	0	1	0	0	0
LK-2134080	Damunupola	Damunupola	GND	161	13	0	0	5	3	0	0	0	0	0
LK-2134085	Pallepola	Pallepola	GND	81	6	0	0	0	1	0	2	0	0	0
LK-2134090	Welagama	Welagama	GND	99	25	0	0	4	6	0	0	0	0	0
LK-2134095	Weligodapola	Weligodapola	GND	304	29	0	1	0	0	0	1	0	0	0
LK-2134100	Hatharaliyadda	Hatharaliyadda	GND	125	80	1	0	0	1	0	0	0	0	0
LK-2134105	Kanakkarapola North	Kanakkarapola North	GND	134	31	1	0	2	0	0	1	0	0	0
LK-2134110	Mawathagama	Mawathagama	GND	104	0	0	0	0	3	0	0	0	0	0
LK-2134115	Imbulethenna	Imbulethenna	GND	82	0	0	0	0	5	0	0	0	0	0
LK-2134120	Welivita Ihala North	Welivita Ihala North	GND	134	35	0	0	1	3	0	1	0	0	0
LK-2134125	Welivita Ihalagama	Welivita Ihalagama	GND	124	9	0	0	0	4	0	1	0	0	0
LK-2134130	Sivurupitiya	Sivurupitiya	GND	72	10	1	0	7	8	0	1	0	0	0
LK-2134135	Eramuduliyadda	Eramuduliyadda	GND	117	24	0	0	4	4	0	0	0	0	0
LK-2134140	Muruddeniya	Muruddeniya	GND	101	38	1	0	2	1	0	0	0	0	0
LK-2134145	Walpalagolla North	Walpalagolla North	GND	68	36	0	0	1	2	0	0	0	0	0
LK-2134150	Walpalagolla East	Walpalagolla East	GND	111	12	0	0	0	1	0	0	0	0	0
LK-2134155	Walpalagolla South	Walpalagolla South	GND	70	74	2	0	0	6	0	0	0	0	0
LK-2134160	Welivita Pahalagama	Welivita Pahalagama	GND	98	42	3	0	2	3	0	1	0	0	0
LK-2134165	Handabowa	Handabowa	GND	143	9	0	0	3	1	0	0	0	0	0
LK-2134170	Meegasthenna	Meegasthenna	GND	140	48	0	0	4	2	0	2	0	0	0
LK-2134175	Kanakkarapola South	Kanakkarapola South	GND	103	19	0	0	0	2	0	0	0	0	0
LK-2134180	Avulbodale	Avulbodale	GND	49	10	2	0	3	0	0	0	0	0	0
LK-2134185	Lechchimimenila	Lechchimimenila	GND	128	65	0	0	1	0	0	0	0	0	0
LK-2134190	Yaggala	Yaggala	GND	90	12	0	0	0	0	0	0	0	0	0
LK-2134195	Rangamuwa	Rangamuwa	GND	109	0	0	0	2	0	0	0	0	0	0
LK-2134200	Dedunupitiya Ihalagama	Dedunupitiya Ihalagama	GND	99	5	1	0	0	2	0	0	0	0	0
LK-2134205	Ambawa	Ambawa	GND	120	0	0	0	1	0	0	1	0	0	0
LK-2134210	Dehideniya Madige	Dehideniya Madige	GND	191	9	0	0	1	0	0	0	0	0	0
LK-2134215	Pelena Pahalagama	Pelena Pahalagama	GND	122	36	0	0	0	2	0	1	0	0	0
LK-2134220	Pelena	Pelena	GND	126	7	0	0	1	1	0	0	0	0	0
LK-2134225	Kandemeeya	Kandemeeya	GND	134	22	1	2	2	9	0	0	0	0	0
LK-2134230	Alagalla Pahalagama	Alagalla Pahalagama	GND	150	35	6	0	11	3	0	0	0	0	0
LK-2134235	Alagalla Ihala	Alagalla Ihala	GND	109	104	0	0	2	3	0	2	0	0	0
LK-2134240	Mudagammana	Mudagammana	GND	105	16	0	0	0	0	0	0	0	0	0
LK-2134245	Pattapola Ihala	Pattapola Ihala	GND	74	68	0	0	1	8	0	5	0	0	0
